s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 7.5324883E+000, 2.0578717E+002,-7.4573706E+001,-1.1866717E+002,-2.4706785E+000,-1.2095154E-002, 0.0000000E+000, 0.0000000E+000, 1.1246805E+001, 1.0063518E+001, 1.1712117E+000, 3.4127448E-003, 7.1231613E-065
 7.5617585E+000, 2.0523442E+002,-7.4433429E+001,-1.2630965E+002,-2.5060529E+000,-1.2093360E-002, 0.0000000E+000, 0.0000000E+000, 2.4394933E+000, 1.9731996E+000, 1.1712117E+000, 3.4127449E-003, 8.5566211E-065
 7.5910292E+000, 2.0494611E+002,-7.4013789E+001,-1.3106159E+002,-2.5412210E+000,-1.2073097E-002, 0.0000000E+000, 0.0000000E+000,-2.1357093E+000,-2.6825654E+000, 1.1712118E+000, 3.4127450E-003, 1.0276072E-064
 7.6202998E+000, 2.0511215E+002,-7.3627298E+001,-1.3105964E+002,-2.5537789E+000,-1.2060256E-002, 0.0000000E+000, 0.0000000E+000,-2.9239525E+000,-2.1406233E+000, 1.1712118E+000, 3.4127451E-003, 1.2355063E-064
 7.6568880E+000, 2.0493490E+002,-7.2831559E+001,-1.2930784E+002,-2.6062747E+000,-1.2035968E-002, 0.0000000E+000, 0.0000000E+000, 2.8636297E-001, 1.7718531E-001, 1.1712118E+000, 3.4127452E-003, 1.5258972E-064
 7.6861587E+000, 2.0324039E+002,-7.2142005E+001,-1.2890185E+002,-2.6526447E+000,-1.2007815E-002, 0.0000000E+000, 0.0000000E+000,-1.9219483E-001,-4.6811741E-001, 1.1712119E+000, 3.4127453E-003, 1.8874119E-064
 7.7154293E+000, 2.0249046E+002,-7.2062748E+001,-1.2807379E+002,-2.6596058E+000,-1.2003400E-002, 0.0000000E+000, 0.0000000E+000,-1.2417882E-001,-3.1768710E-001, 1.1712119E+000, 3.4127454E-003, 2.2763712E-064
 7.7424102E+000, 2.0231345E+002,-7.1984860E+001,-1.2844652E+002,-2.6473638E+000,-1.2028419E-002, 0.0000000E+000, 0.0000000E+000,-7.1608316E-001,-7.7732015E-001, 1.1712119E+000, 3.4127455E-003, 2.7163086E-064
 7.7751827E+000, 2.0252805E+002,-7.2069486E+001,-1.2914875E+002,-2.6468376E+000,-1.2052083E-002, 0.0000000E+000, 0.0000000E+000,-1.5389086E+000,-1.3490740E+000, 1.1712120E+000, 3.4127455E-003, 3.2792407E-064
 7.8014007E+000, 2.0366627E+002,-7.2664928E+001,-1.3074334E+002,-2.6092127E+000,-1.2094288E-002, 0.0000000E+000, 0.0000000E+000,-2.3233568E+000,-2.3633077E+000, 1.1712120E+000, 3.4127456E-003, 3.9423867E-064
 7.8341732E+000, 2.0488626E+002,-7.3679034E+001,-1.3696176E+002,-2.5868105E+000,-1.2102038E-002, 0.0000000E+000, 0.0000000E+000,-7.4698372E+000,-8.3534432E+000, 1.1712120E+000, 3.4127457E-003, 4.7405799E-064
 7.8603911E+000, 2.0563952E+002,-7.3724093E+001,-1.4495779E+002,-2.5605122E+000,-1.2122223E-002, 0.0000000E+000, 0.0000000E+000,-1.5345402E+001,-1.5615003E+001, 1.1712120E+000, 3.4127457E-003, 5.6897175E-064
 7.8931637E+000, 2.0673825E+002,-7.3824520E+001,-1.4855979E+002,-2.5628721E+000,-1.2120559E-002, 0.0000000E+000, 0.0000000E+000,-1.8175968E+001,-1.8221056E+001, 1.1712120E+000, 3.4127458E-003, 6.8273757E-064
 7.9259362E+000, 2.0529852E+002,-7.3692743E+001,-1.5576316E+002,-2.5802033E+000,-1.2118407E-002, 0.0000000E+000, 0.0000000E+000,-2.5222089E+001,-2.6749708E+001, 1.1712121E+000, 3.4127459E-003, 8.3225756E-064
 7.9528098E+000, 2.0299744E+002,-7.3062508E+001,-1.6393668E+002,-2.6113337E+000,-1.2107255E-002, 0.0000000E+000, 0.0000000E+000,-3.5657846E+001,-3.6625183E+001, 1.1712121E+000, 3.4127459E-003, 9.9673778E-064
 7.9816494E+000, 2.0165654E+002,-7.2068102E+001,-1.6303240E+002,-2.5859088E+000,-1.2085900E-002, 0.0000000E+000, 0.0000000E+000,-3.7026971E+001,-3.6041951E+001, 1.1712121E+000, 3.4127460E-003, 1.1827955E-063
 8.0104895E+000, 2.0172660E+002,-7.2127180E+001,-1.5640137E+002,-2.5621861E+000,-1.2072163E-002, 0.0000000E+000, 0.0000000E+000,-3.0485710E+001,-2.9376211E+001, 1.1712121E+000, 3.4127460E-003, 1.4123709E-063
 8.0465393E+000, 2.0248137E+002,-7.2731309E+001,-1.5061750E+002,-2.5662559E+000,-1.2050301E-002, 0.0000000E+000, 0.0000000E+000,-2.3765200E+001,-2.3445742E+001, 1.1712121E+000, 3.4127461E-003, 1.7291571E-063
 8.0753784E+000, 2.0209161E+002,-7.2258234E+001,-1.4881321E+002,-2.5720485E+000,-1.2046385E-002, 0.0000000E+000, 0.0000000E+000,-2.1567119E+001,-2.1563922E+001, 1.1712121E+000, 3.4127461E-003, 2.1210412E-063
 8.1042185E+000, 2.0180353E+002,-7.2104831E+001,-1.4687772E+002,-2.5481162E+000,-1.2079992E-002, 0.0000000E+000, 0.0000000E+000,-2.0302950E+001,-1.9739219E+001, 1.1712122E+000, 3.4127461E-003, 2.5525880E-063
 8.1330585E+000, 2.0335684E+002,-7.2428338E+001,-1.4558106E+002,-2.5750312E+000,-1.2107491E-002, 0.0000000E+000, 0.0000000E+000,-1.7574898E+001,-1.7239705E+001, 1.1712122E+000, 3.4127462E-003, 3.0807524E-063
 8.1618977E+000, 2.0590032E+002,-7.4288883E+001,-1.4269332E+002,-2.5828888E+000,-1.2135900E-002, 0.0000000E+000, 0.0000000E+000,-1.4394342E+001,-1.3676912E+001, 1.1712122E+000, 3.4127462E-003, 3.7278712E-063
 8.1907377E+000, 2.0620746E+002,-7.4520378E+001,-1.3876532E+002,-2.5731613E+000,-1.2142193E-002, 0.0000000E+000, 0.0000000E+000,-9.7746700E+000,-9.6635441E+000, 1.1712122E+000, 3.4127462E-003, 4.5231717E-063
 8.2267876E+000, 2.0368134E+002,-7.3354476E+001,-1.3561447E+002,-2.5454107E+000,-1.2123875E-002, 0.0000000E+000, 0.0000000E+000,-8.0532382E+000,-7.8451491E+000, 1.1712122E+000, 3.4127463E-003, 5.6441543E-063
 8.2556276E+000, 2.0246807E+002,-7.2688966E+001,-1.3412216E+002,-2.5324289E+000,-1.2108172E-002, 0.0000000E+000, 0.0000000E+000,-6.9392784E+000,-6.8876007E+000, 1.1712122E+000, 3.4127463E-003, 7.0520210E-063
 8.2844667E+000, 2.0341443E+002,-7.3348375E+001,-1.3335567E+002,-2.5092242E+000,-1.2082663E-002, 0.0000000E+000, 0.0000000E+000,-6.2287623E+000,-5.8109228E+000, 1.1712122E+000, 3.4127463E-003, 8.6247234E-063
 8.3133068E+000, 2.0433494E+002,-7.3524582E+001,-1.2935566E+002,-2.4961880E+000,-1.2094569E-002, 0.0000000E+000, 0.0000000E+000,-2.2111373E+000,-1.0535866E+000, 1.1712122E+000, 3.4127464E-003, 1.0642435E-062
 8.3421469E+000, 2.0519225E+002,-7.3462602E+001,-1.2335766E+002,-2.4799335E+000,-1.2080239E-002, 0.0000000E+000, 0.0000000E+000, 5.0650319E+000, 5.8799817E+000, 1.1712122E+000, 3.4127464E-003, 1.3417669E-062
 8.3709860E+000, 2.0418618E+002,-7.3230143E+001,-1.1924643E+002,-2.4912129E+000,-1.2063888E-002, 0.0000000E+000, 0.0000000E+000, 9.0818173E+000, 9.2063374E+000, 1.1712123E+000, 3.4127464E-003, 1.7306488E-062
 8.4070358E+000, 2.0393161E+002,-7.2815791E+001,-1.1952060E+002,-2.5251686E+000,-1.2124866E-002, 0.0000000E+000, 0.0000000E+000, 9.1845483E+000, 9.0579176E+000, 1.1712123E+000, 3.4127464E-003, 2.3565765E-062
 8.4334173E+000, 2.0653423E+002,-7.3307268E+001,-1.2236874E+002,-2.5746165E+000,-1.2185575E-002, 0.0000000E+000, 0.0000000E+000, 8.0010831E+000, 8.2714219E+000, 1.1712123E+000, 3.4127465E-003, 3.1810451E-062
 8.4653692E+000, 2.0788781E+002,-7.4406366E+001,-1.2472159E+002,-2.6097700E+000,-1.2159122E-002, 0.0000000E+000, 0.0000000E+000, 6.3169663E+000, 6.1379247E+000, 1.1712123E+000, 3.4127465E-003, 4.2436319E-062
 8.4909315E+000, 2.0699144E+002,-7.3804163E+001,-1.2702354E+002,-2.6272485E+000,-1.2113537E-002, 0.0000000E+000, 0.0000000E+000, 3.9772790E+000, 3.5243716E+000, 1.1712123E+000, 3.4127465E-003, 4.8639997E-062
 8.5260782E+000, 2.0279173E+002,-7.2333432E+001,-1.2689390E+002,-2.6451702E+000,-1.2095561E-002, 0.0000000E+000, 0.0000000E+000, 1.0887013E+000, 9.0713327E-001, 1.1712123E+000, 3.4127465E-003, 5.6204432E-062
 8.5534840E+000, 1.9914988E+002,-7.0564548E+001,-1.2411281E+002,-2.6402451E+000,-1.2045188E-002, 0.0000000E+000, 0.0000000E+000, 1.5912475E+000, 1.8202319E+000, 1.1712123E+000, 3.4127465E-003, 7.6072457E-062
 8.5863361E+000, 1.9841550E+002,-7.0120695E+001,-1.2218172E+002,-2.6003194E+000,-1.2001339E-002, 0.0000000E+000, 0.0000000E+000, 3.7764188E+000, 3.5007613E+000, 1.1712123E+000, 3.4127465E-003, 1.0255988E-061
 8.6141338E+000, 2.0028291E+002,-7.0770785E+001,-1.2117158E+002,-2.5757754E+000,-1.2037436E-002, 0.0000000E+000, 0.0000000E+000, 5.0180326E+000, 5.7527283E+000, 1.1712123E+000, 3.4127466E-003, 1.3806674E-061
 8.6419315E+000, 2.0147254E+002,-7.1741823E+001,-1.1918757E+002,-2.5639021E+000,-1.2049575E-002, 0.0000000E+000, 0.0000000E+000, 7.8058431E+000, 7.9671900E+000, 1.1712123E+000, 3.4127466E-003, 1.7973731E-061
 8.6766777E+000, 2.0241809E+002,-7.2340823E+001,-1.1784972E+002,-2.5397829E+000,-1.2029931E-002, 0.0000000E+000, 0.0000000E+000, 9.2768317E+000, 9.6757384E+000, 1.1712123E+000, 3.4127466E-003, 2.4047856E-061
 8.7044754E+000, 2.0321948E+002,-7.2873280E+001,-1.1754514E+002,-2.5068976E+000,-1.2038007E-002, 0.0000000E+000, 0.0000000E+000, 1.0395557E+001, 1.0282119E+001, 1.1712123E+000, 3.4127466E-003, 3.1891609E-061
 8.7322731E+000, 2.0140018E+002,-7.3049419E+001,-1.1823340E+002,-2.5077432E+000,-1.2048375E-002, 0.0000000E+000, 0.0000000E+000, 8.2932741E+000, 7.5975683E+000, 1.1712123E+000, 3.4127466E-003, 4.0812500E-061
 8.7600708E+000, 2.0186374E+002,-7.3191031E+001,-1.1985723E+002,-2.5186355E+000,-1.2040747E-002, 0.0000000E+000, 0.0000000E+000, 6.3852717E+000, 6.2848014E+000, 1.1712123E+000, 3.4127466E-003, 5.1958619E-061
 8.7955122E+000, 2.0229204E+002,-7.3155871E+001,-1.2069876E+002,-2.5386977E+000,-1.2059564E-002, 0.0000000E+000, 0.0000000E+000, 5.9409005E+000, 5.8866477E+000, 1.1712123E+000, 3.4127466E-003, 6.7945509E-061
 8.8260899E+000, 2.0184917E+002,-7.3093391E+001,-1.2170832E+002,-2.5556988E+000,-1.2051745E-002, 0.0000000E+000, 0.0000000E+000, 5.1182729E+000, 4.4797161E+000, 1.1712123E+000, 3.4127466E-003, 8.9439775E-061
 8.8566675E+000, 2.0167661E+002,-7.2844103E+001,-1.2799045E+002,-2.6097846E+000,-1.2017075E-002, 0.0000000E+000, 0.0000000E+000,-1.0463336E+000,-1.7797436E+000, 1.1712123E+000, 3.4127466E-003, 1.1501950E-060
 8.8872442E+000, 2.0188725E+002,-7.2801059E+001,-1.3398193E+002,-2.6392534E+000,-1.2014158E-002, 0.0000000E+000, 0.0000000E+000,-6.9791437E+000,-7.5470099E+000, 1.1712123E+000, 3.4127466E-003, 1.4720013E-060
 8.9143209E+000, 2.0082131E+002,-7.1916306E+001,-1.3803597E+002,-2.6493345E+000,-1.2045127E-002, 0.0000000E+000, 0.0000000E+000,-1.1567411E+001,-1.1792347E+001, 1.1712123E+000, 3.4127467E-003, 1.8418798E-060
 8.9413967E+000, 2.0107087E+002,-7.2258833E+001,-1.3801604E+002,-2.6599900E+000,-1.2047899E-002, 0.0000000E+000, 0.0000000E+000,-1.2381380E+001,-1.1876048E+001, 1.1712123E+000, 3.4127467E-003, 2.2731542E-060
 8.9759188E+000, 2.0109780E+002,-7.2239767E+001,-1.3142104E+002,-2.6631468E+000,-1.2059779E-002, 0.0000000E+000, 0.0000000E+000,-6.2112094E+000,-5.2382093E+000, 1.1712123E+000, 3.4127467E-003, 2.8800925E-060
 9.0057030E+000, 2.0488201E+002,-7.3341168E+001,-1.2286061E+002,-2.6792287E+000,-1.2075350E-002, 0.0000000E+000, 0.0000000E+000, 4.0317922E+000, 5.9889331E+000, 1.1712123E+000, 3.4127467E-003, 3.7220918E-060
 9.0362310E+000, 2.0656668E+002,-7.4617393E+001,-1.1678924E+002,-2.6795780E+000,-1.2061542E-002, 0.0000000E+000, 0.0000000E+000, 1.2269812E+001, 1.2468402E+001, 1.1712123E+000, 3.4127467E-003, 5.2001894E-060
 9.0608034E+000, 2.0701861E+002,-7.4206485E+001,-1.1467111E+002,-2.6648153E+000,-1.2054362E-002, 0.0000000E+000, 0.0000000E+000, 1.4653974E+001, 1.5464146E+001, 1.1712124E+000, 3.4127467E-003, 7.0508481E-060
 9.0935650E+000, 2.0936709E+002,-7.4771743E+001,-1.1619265E+002,-2.6408881E+000,-1.2110399E-002, 0.0000000E+000, 0.0000000E+000, 1.5677724E+001, 1.5749694E+001, 1.1712124E+000, 3.4127467E-003, 9.5853785E-060
 9.1263275E+000, 2.1113866E+002,-7.5579177E+001,-1.1852381E+002,-2.6284024E+000,-1.2158042E-002, 0.0000000E+000, 0.0000000E+000, 1.4422302E+001, 1.4395116E+001, 1.1712124E+000, 3.4127467E-003, 1.3390153E-059
 9.1508989E+000, 2.0846291E+002,-7.4657716E+001,-1.2045541E+002,-2.6251275E+000,-1.2123425E-002, 0.0000000E+000, 0.0000000E+000, 1.1664244E+001, 1.0712531E+001, 1.1712124E+000, 3.4127467E-003, 1.7534037E-059
 9.1836615E+000, 2.0543287E+002,-7.2658550E+001,-1.2158928E+002,-2.6383211E+000,-1.2119217E-002, 0.0000000E+000, 0.0000000E+000, 8.6799105E+000, 8.5346033E+000, 1.1712124E+000, 3.4127467E-003, 2.2441154E-059
 9.2164240E+000, 2.0448487E+002,-7.1862978E+001,-1.2169721E+002,-2.6390385E+000,-1.2150431E-002, 0.0000000E+000, 0.0000000E+000, 8.0638186E+000, 8.2734913E+000, 1.1712124E+000, 3.4127467E-003, 2.8847596E-059
 9.2466574E+000, 2.0410266E+002,-7.2707773E+001,-1.2001152E+002,-2.6406280E+000,-1.2123678E-002, 0.0000000E+000, 0.0000000E+000, 9.1716535E+000, 8.7306120E+000, 1.1712124E+000, 3.4127467E-003, 3.5668351E-059
 9.2760487E+000, 1.9926160E+002,-7.0862476E+001,-1.1914583E+002,-2.6469171E+000,-1.2106565E-002, 0.0000000E+000, 0.0000000E+000, 6.8455477E+000, 6.5942664E+000, 1.1712124E+000, 3.4127467E-003, 4.2556065E-059
 9.3054399E+000, 1.9912751E+002,-7.0929194E+001,-1.2141085E+002,-2.6449876E+000,-1.2115947E-002, 0.0000000E+000, 0.0000000E+000, 4.7648298E+000, 4.1303682E+000, 1.1712124E+000, 3.4127467E-003, 4.9727225E-059
 9.3348312E+000, 1.9711821E+002,-7.0843621E+001,-1.2318247E+002,-2.6418739E+000,-1.2065016E-002, 0.0000000E+000, 0.0000000E+000, 9.9124096E-001, 4.3818476E-001, 1.1712124E+000, 3.4127467E-003, 5.7121657E-059
 9.3642225E+000, 1.9822322E+002,-7.1210641E+001,-1.2506550E+002,-2.6106038E+000,-1.2049716E-002, 0.0000000E+000, 0.0000000E+000,-5.8198992E-001,-6.7557650E-001, 1.1712124E+000, 3.4127467E-003, 6.4620767E-059
 9.3936138E+000, 2.0193202E+002,-7.3055574E+001,-1.3119026E+002,-2.5959720E+000,-1.2051592E-002, 0.0000000E+000, 0.0000000E+000,-4.4719814E+000,-4.9218362E+000, 1.1712124E+000, 3.4127467E-003, 7.2123079E-059
 9.4201193E+000, 2.0751192E+002,-7.5164593E+001,-1.3992090E+002,-2.6024252E+000,-1.2060240E-002, 0.0000000E+000, 0.0000000E+000,-1.0073113E+001,-1.0188051E+001, 1.1712124E+000, 3.4127467E-003, 7.9047487E-059
 9.4546051E+000, 2.1174210E+002,-7.7011960E+001,-1.4553561E+002,-2.6053425E+000,-1.2108182E-002, 0.0000000E+000, 0.0000000E+000,-1.3611839E+001,-1.3422929E+001, 1.1712124E+000, 3.4127467E-003, 8.6614544E-059
 9.4827042E+000, 2.1351001E+002,-7.7474731E+001,-1.4444700E+002,-2.5946830E+000,-1.2150509E-002, 0.0000000E+000, 0.0000000E+000,-1.1682091E+001,-1.1018551E+001, 1.1712124E+000, 3.4127467E-003, 9.4304602E-059
 9.5108032E+000, 2.1315623E+002,-7.6527523E+001,-1.3945425E+002,-2.5676475E+000,-1.2162663E-002, 0.0000000E+000, 0.0000000E+000,-6.4670816E+000,-5.4053496E+000, 1.1712124E+000, 3.4127467E-003, 1.0151451E-058
 9.5459270E+000, 2.1332301E+002,-7.6053927E+001,-1.3314141E+002,-2.5535181E+000,-1.2173954E-002, 0.0000000E+000, 0.0000000E+000, 7.4940243E-001, 1.5619809E+000, 1.1712124E+000, 3.4127467E-003, 1.0880564E-058
 9.5740261E+000, 2.1326104E+002,-7.5797066E+001,-1.2803983E+002,-2.5609910E+000,-1.2213355E-002, 0.0000000E+000, 0.0000000E+000, 6.5619282E+000, 6.8509333E+000, 1.1712124E+000, 3.4127467E-003, 1.2292609E-058
 9.6021252E+000, 2.0895328E+002,-7.4295901E+001,-1.2571587E+002,-2.5817734E+000,-1.2176878E-002, 0.0000000E+000, 0.0000000E+000, 7.0548927E+000, 6.3475644E+000, 1.1712124E+000, 3.4127467E-003, 1.3794333E-058
 9.6302242E+000, 2.0142153E+002,-7.0629628E+001,-1.2381047E+002,-2.5649618E+000,-1.2151397E-002, 0.0000000E+000, 0.0000000E+000, 4.5181379E+000, 4.4043171E+000, 1.1712124E+000, 3.4127468E-003, 1.5436217E-058
 9.6653481E+000, 1.9910800E+002,-6.9332666E+001,-1.2107903E+002,-2.5337655E+000,-1.2120585E-002, 0.0000000E+000, 0.0000000E+000, 6.0639018E+000, 6.1504164E+000, 1.1712124E+000, 3.4127468E-003, 1.7319012E-058
 9.6934471E+000, 1.9638494E+002,-6.8972935E+001,-1.1718040E+002,-2.5016986E+000,-1.2089806E-002, 0.0000000E+000, 0.0000000E+000, 7.6465418E+000, 7.7178120E+000, 1.1712124E+000, 3.4127468E-003, 1.9163673E-058
 9.7215452E+000, 1.9677386E+002,-6.9005525E+001,-1.1465424E+002,-2.4432826E+000,-1.2095339E-002, 0.0000000E+000, 0.0000000E+000, 1.0010434E+001, 1.0658717E+001, 1.1712124E+000, 3.4127468E-003, 2.0842798E-058
 9.7566690E+000, 1.9930384E+002,-7.0916784E+001,-1.1364014E+002,-2.4248169E+000,-1.2103343E-002, 0.0000000E+000, 0.0000000E+000, 1.2134547E+001, 1.2309989E+001, 1.1712124E+000, 3.4127468E-003, 2.2704218E-058
 9.7847681E+000, 2.0013324E+002,-7.1784631E+001,-1.1404661E+002,-2.4239737E+000,-1.2113968E-002, 0.0000000E+000, 0.0000000E+000, 1.2067669E+001, 1.1865905E+001, 1.1712124E+000, 3.4127468E-003, 2.4750457E-058
 9.8128672E+000, 2.0082415E+002,-7.2046207E+001,-1.1586980E+002,-2.4308310E+000,-1.2112668E-002, 0.0000000E+000, 0.0000000E+000, 1.0560000E+001, 1.0465204E+001, 1.1712124E+000, 3.4127468E-003, 2.6887724E-058
 9.8409662E+000, 2.0160367E+002,-7.2479804E+001,-1.1893645E+002,-2.4404038E+000,-1.2114342E-002, 0.0000000E+000, 0.0000000E+000, 7.9101342E+000, 7.7348962E+000, 1.1712124E+000, 3.4127468E-003, 2.9584638E-058
 9.8760900E+000, 2.0274432E+002,-7.3083118E+001,-1.2278614E+002,-2.4370336E+000,-1.2116539E-002, 0.0000000E+000, 0.0000000E+000, 4.6047652E+000, 4.4259183E+000, 1.1712124E+000, 3.4127468E-003, 3.6263802E-058
 9.9041891E+000, 2.0511094E+002,-7.4317263E+001,-1.2532898E+002,-2.4343697E+000,-1.2128507E-002, 0.0000000E+000, 0.0000000E+000, 2.8036812E+000, 3.0182062E+000, 1.1712124E+000, 3.4127468E-003, 4.7897008E-058
 9.9322882E+000, 2.0478477E+002,-7.3912477E+001,-1.2484387E+002,-2.4457858E+000,-1.2090534E-002, 0.0000000E+000, 0.0000000E+000, 2.8212112E+000, 3.5705521E+000, 1.1712124E+000, 3.4127468E-003, 6.2133473E-058
 9.9603872E+000, 2.0667829E+002,-7.4584432E+001,-1.2246349E+002,-2.4495856E+000,-1.2055684E-002, 0.0000000E+000, 0.0000000E+000, 6.7050965E+000, 7.1687278E+000, 1.1712124E+000, 3.4127468E-003, 8.1365145E-058
 9.9955111E+000, 2.0744243E+002,-7.4813800E+001,-1.2212243E+002,-2.4555839E+000,-1.2064422E-002, 0.0000000E+000, 0.0000000E+000, 7.8779601E+000, 8.0385522E+000, 1.1712124E+000, 3.4127468E-003, 1.0910174E-057
 1.0023610E+001, 2.0800483E+002,-7.4900298E+001,-1.2424804E+002,-2.4774512E+000,-1.2095580E-002, 0.0000000E+000, 0.0000000E+000, 6.1079959E+000, 6.3669463E+000, 1.1712124E+000, 3.4127468E-003, 1.4223411E-057
 1.0051709E+001, 2.0805749E+002,-7.5453399E+001,-1.2753531E+002,-2.4899062E+000,-1.2133413E-002, 0.0000000E+000, 0.0000000E+000, 3.5692686E+000, 2.5667446E+000, 1.1712124E+000, 3.4127468E-003, 1.7616510E-057
 1.0086833E+001, 2.0652466E+002,-7.4867164E+001,-1.3218252E+002,-2.4863697E+000,-1.2147972E-002, 0.0000000E+000, 0.0000000E+000,-2.9027626E+000,-3.0235362E+000, 1.1712124E+000, 3.4127468E-003, 2.1933783E-057
 1.0114932E+001, 2.0644566E+002,-7.4419790E+001,-1.3072595E+002,-2.4491715E+000,-1.2164548E-002, 0.0000000E+000, 0.0000000E+000,-1.6527817E+000,-1.1614133E+000, 1.1712124E+000, 3.4127468E-003, 2.8537951E-057
 1.0143031E+001, 2.0625454E+002,-7.3631543E+001,-1.2718529E+002,-2.4157619E+000,-1.2141495E-002, 0.0000000E+000, 0.0000000E+000, 2.1464899E+000, 3.0098089E+000, 1.1712124E+000, 3.4127468E-003, 3.7694708E-057
 1.0171130E+001, 2.0836181E+002,-7.4199246E+001,-1.2425419E+002,-2.4096875E+000,-1.2133312E-002, 0.0000000E+000, 0.0000000E+000, 7.0243369E+000, 7.4865554E+000, 1.1712124E+000, 3.4127468E-003, 4.9163112E-057
 1.0206254E+001, 2.0798026E+002,-7.4125188E+001,-1.2266706E+002,-2.4502768E+000,-1.2158223E-002, 0.0000000E+000, 0.0000000E+000, 8.6350067E+000, 8.7255807E+000, 1.1712124E+000, 3.4127468E-003, 6.3761260E-057
 1.0234353E+001, 2.0569977E+002,-7.3469911E+001,-1.2131952E+002,-2.5080353E+000,-1.2175361E-002, 0.0000000E+000, 0.0000000E+000, 8.3927619E+000, 8.3901217E+000, 1.1712124E+000, 3.4127468E-003, 8.1733519E-057
 1.0262452E+001, 2.0372636E+002,-7.2387301E+001,-1.1972573E+002,-2.5327212E+000,-1.2169102E-002, 0.0000000E+000, 0.0000000E+000, 8.8000940E+000, 9.0684428E+000, 1.1712124E+000, 3.4127468E-003, 1.1315656E-056
 1.0290551E+001, 2.0386944E+002,-7.2408172E+001,-1.1944957E+002,-2.5347310E+000,-1.2172473E-002, 0.0000000E+000, 0.0000000E+000, 9.5911500E+000, 9.4647950E+000, 1.1712124E+000, 3.4127468E-003, 1.4499201E-056
 1.0325675E+001, 2.0402623E+002,-7.2120600E+001,-1.2040155E+002,-2.5375958E+000,-1.2166967E-002, 0.0000000E+000, 0.0000000E+000, 8.8892532E+000, 8.9543170E+000, 1.1712124E+000, 3.4127468E-003, 1.8326396E-056
 1.0353774E+001, 2.0350679E+002,-7.2275027E+001,-1.1994557E+002,-2.5257729E+000,-1.2156998E-002, 0.0000000E+000, 0.0000000E+000, 8.7252848E+000, 8.7482622E+000, 1.1712124E+000, 3.4127468E-003, 2.2237194E-056
 1.0381873E+001, 2.0250440E+002,-7.1705839E+001,-1.1842026E+002,-2.4740098E+000,-1.2151370E-002, 0.0000000E+000, 0.0000000E+000, 9.6525523E+000, 9.8921445E+000, 1.1712124E+000, 3.4127468E-003, 2.5647357E-056
 1.0416997E+001, 2.0225055E+002,-7.1715777E+001,-1.1619042E+002,-2.4338091E+000,-1.2143360E-002, 0.0000000E+000, 0.0000000E+000, 1.1606922E+001, 1.1898398E+001, 1.1712124E+000, 3.4127468E-003, 2.9235067E-056
 1.0440179E+001, 1.9927055E+002,-7.1211961E+001,-1.1477144E+002,-2.4192808E+000,-1.2121380E-002, 0.0000000E+000, 0.0000000E+000, 1.1545438E+001, 1.0855746E+001, 1.1712124E+000, 3.4127468E-003, 3.2205471E-056
 1.0471087E+001, 1.9901984E+002,-7.1336677E+001,-1.1623675E+002,-2.4005032E+000,-1.2063234E-002, 0.0000000E+000, 0.0000000E+000, 9.4441724E+000, 9.0338470E+000, 1.1712124E+000, 3.4127468E-003, 3.4473473E-056
 1.0506592E+001, 2.0100983E+002,-7.1515378E+001,-1.2085121E+002,-2.3973981E+000,-1.1965777E-002, 0.0000000E+000, 0.0000000E+000, 6.1347157E+000, 6.2338818E+000, 1.1712124E+000, 3.4127468E-003, 3.6499301E-056
 1.0533326E+001, 2.0350324E+002,-7.2652364E+001,-1.2500832E+002,-2.4081824E+000,-1.2026660E-002, 0.0000000E+000, 0.0000000E+000, 3.3742243E+000, 3.4223433E+000, 1.1712124E+000, 3.4127468E-003, 3.7528586E-056
 1.0560060E+001, 2.0421527E+002,-7.3490268E+001,-1.2731523E+002,-2.4105278E+000,-1.2085323E-002, 0.0000000E+000, 0.0000000E+000, 1.2526379E+000, 9.8716365E-001, 1.1712124E+000, 3.4127468E-003, 3.7544759E-056
 1.0596818E+001, 2.0307853E+002,-7.2776085E+001,-1.3026682E+002,-2.4097319E+000,-1.2114128E-002, 0.0000000E+000, 0.0000000E+000,-2.3649090E+000,-2.3862235E+000, 1.1712124E+000, 3.4127468E-003, 3.6629922E-056
 1.0626225E+001, 2.0445353E+002,-7.3265617E+001,-1.3497768E+002,-2.4166524E+000,-1.2143043E-002, 0.0000000E+000, 0.0000000E+000,-5.4245885E+000,-6.2185606E+000, 1.1712124E+000, 3.4127468E-003, 3.6174532E-056
 1.0655631E+001, 2.0213575E+002,-7.2537751E+001,-1.3907370E+002,-2.4243082E+000,-1.2160286E-002, 0.0000000E+000, 0.0000000E+000,-1.1384414E+001,-1.1912178E+001, 1.1712124E+000, 3.4127468E-003, 3.6429161E-056
 1.0685039E+001, 2.0204873E+002,-7.2860597E+001,-1.4076996E+002,-2.4287144E+000,-1.2157203E-002, 0.0000000E+000, 0.0000000E+000,-1.4025218E+001,-1.4022702E+001, 1.1712124E+000, 3.4127468E-003, 3.6785614E-056
 1.0714445E+001, 2.0007083E+002,-7.1870651E+001,-1.4188878E+002,-2.4358346E+000,-1.2101737E-002, 0.0000000E+000, 0.0000000E+000,-1.5989032E+001,-1.6136530E+001, 1.1712124E+000, 3.4127468E-003, 3.7333352E-056
