s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 4.0399018E-001, 6.3665648E+001,-2.8217341E+001, 5.5397587E-001,-1.0918203E+000,-4.7771900E-003, 0.0000000E+000, 0.0000000E+000, 2.8074960E+001, 3.4905686E+001, 4.1590006E-001, 1.3083035E-003, 0.0000000E+000
 4.3671024E-001, 7.2272091E+001,-3.6767255E+001, 5.5569288E-001,-1.0553473E+000,-5.1241207E-003, 0.0000000E+000, 0.0000000E+000, 3.4743731E+001, 3.5000058E+001, 4.4899354E-001, 1.4023449E-003, 0.0000000E+000
 4.6547779E-001, 8.1355944E+001,-4.1696382E+001, 6.2454714E-001,-9.8957117E-001,-5.4309135E-003, 0.0000000E+000, 0.0000000E+000, 3.4973838E+001, 3.9289106E+001, 4.8126739E-001, 1.4829689E-003, 0.0000000E+000
 4.9072048E-001, 8.8626479E+001,-4.3876326E+001, 7.0882167E-001,-9.6384297E-001,-5.7030972E-003, 0.0000000E+000, 0.0000000E+000, 3.9279688E+001, 4.4489428E+001, 5.0893655E-001, 1.5520765E-003, 0.0000000E+000
 5.1596314E-001, 9.2976561E+001,-4.6594571E+001, 7.3866374E-001,-9.4335005E-001,-5.9743437E-003, 0.0000000E+000, 0.0000000E+000, 4.4472908E+001, 4.6171329E+001, 5.3265343E-001, 1.6196158E-003, 0.0000000E+000
 5.3813857E-001, 9.7385915E+001,-4.6394831E+001, 8.1618387E-001,-9.1894218E-001,-6.2311578E-003, 0.0000000E+000, 0.0000000E+000, 4.6121431E+001, 5.0882094E+001, 5.5583206E-001, 1.6776300E-003, 0.0000000E+000
 5.6031394E-001, 9.9100125E+001,-4.5306433E+001, 8.6559602E-001,-9.1034357E-001,-6.4798767E-003, 0.0000000E+000, 0.0000000E+000, 5.0832294E+001, 5.3742465E+001, 5.7574180E-001, 1.7343932E-003, 0.0000000E+000
 5.8248931E-001, 1.0189594E+002,-4.6107955E+001, 9.0079929E-001,-8.9802780E-001,-6.7261524E-003, 0.0000000E+000, 0.0000000E+000, 5.3604774E+001, 5.5784031E+001, 5.9522223E-001, 1.7898914E-003, 0.0000000E+000
 6.0466474E-001, 1.0474857E+002,-4.5105848E+001, 9.6613628E-001,-8.8957238E-001,-6.9625858E-003, 0.0000000E+000, 0.0000000E+000, 5.5682619E+001, 5.9712324E+001, 6.1426854E-001, 1.8441138E-003, 0.0000000E+000
 6.2340140E-001, 1.0983515E+002,-4.3834529E+001, 1.0726104E+000,-8.9793156E-001,-7.1494778E-003, 0.0000000E+000, 0.0000000E+000, 5.9579003E+001, 6.6168147E+001, 6.3287699E-001, 1.8889275E-003, 0.0000000E+000
 6.4213806E-001, 1.1149937E+002,-4.5016168E+001, 1.0834946E+000,-9.1943705E-001,-7.3218237E-003, 0.0000000E+000, 0.0000000E+000, 6.5992877E+001, 6.6639939E+001, 6.4825650E-001, 1.9328214E-003, 0.0000000E+000
 6.6087472E-001, 1.1317628E+002,-4.5143200E+001, 1.1100727E+000,-9.3831028E-001,-7.4854404E-003, 0.0000000E+000, 0.0000000E+000, 6.6473695E+001, 6.8197356E+001, 6.6332033E-001, 1.9757936E-003, 0.0000000E+000
 6.7723489E-001, 1.1661242E+002,-4.3693594E+001, 1.1899914E+000,-9.6194830E-001,-7.6154746E-003, 0.0000000E+000, 0.0000000E+000, 6.8070689E+001, 7.3139256E+001, 6.7806785E-001, 2.0125611E-003, 7.3635253E-126
 6.9150126E-001, 1.1870090E+002,-4.4450403E+001, 1.2122059E+000,-9.9531322E-001,-7.7149991E-003, 0.0000000E+000, 0.0000000E+000, 7.3003468E+001, 7.4459670E+001, 6.9068603E-001, 2.0440496E-003, 4.1891927E-123
 7.0576763E-001, 1.1919744E+002,-4.5535057E+001, 1.2026185E+000,-1.0329049E+000,-7.8089245E-003, 0.0000000E+000, 0.0000000E+000, 7.4296871E+001, 7.3824288E+001, 7.0149249E-001, 2.0750046E-003, 1.9944678E-121
 7.2003400E-001, 1.2027313E+002,-4.4781082E+001, 1.2316596E+000,-1.0698224E+000,-7.8947052E-003, 0.0000000E+000, 0.0000000E+000, 7.3691839E+001, 7.5645986E+001, 7.1211585E-001, 2.1054272E-003, 4.1425595E-120
 7.5861305E-001, 1.2212271E+002,-4.5411146E+001, 1.2513706E+000,-1.1565268E+000,-8.0182395E-003, 0.0000000E+000, 0.0000000E+000, 7.6034356E+001, 7.6798392E+001, 7.3173068E-001, 2.1588814E-003, 9.5721256E-118
 7.8292578E-001, 1.2360967E+002,-4.5888039E+001, 1.2632715E+000,-1.2711369E+000,-8.1202105E-003, 0.0000000E+000, 0.0000000E+000, 7.7461116E+001, 7.7705648E+001, 7.5404758E-001, 2.2212877E-003, 3.2650956E-116
 8.1939477E-001, 1.2524041E+002,-4.6829425E+001, 1.2645097E+000,-1.3828348E+000,-8.1973529E-003, 0.0000000E+000, 0.0000000E+000, 7.8068961E+001, 7.8284459E+001, 7.7445452E-001, 2.2798090E-003, 1.3673404E-114
 8.4233534E-001, 1.2853242E+002,-4.9000994E+001, 1.2676765E+000,-1.4770958E+000,-8.3216082E-003, 0.0000000E+000, 0.0000000E+000, 7.8443697E+001, 7.9313684E+001, 7.9388026E-001, 2.3343341E-003, 1.9204972E-113
 8.7468815E-001, 1.3189310E+002,-5.1858552E+001, 1.2642520E+000,-1.5453908E+000,-8.4805601E-003, 0.0000000E+000, 0.0000000E+000, 7.9571906E+001, 7.9744928E+001, 8.1126108E-001, 2.3829021E-003, 2.6878841E-112
 9.0704089E-001, 1.3505246E+002,-5.3153217E+001, 1.2884049E+000,-1.5923304E+000,-8.6868672E-003, 0.0000000E+000, 0.0000000E+000, 8.0891497E+001, 8.1586631E+001, 8.3053354E-001, 2.4382136E-003, 3.7750254E-111
 9.3939364E-001, 1.3929659E+002,-5.3919500E+001, 1.3443188E+000,-1.6086865E+000,-8.9039398E-003, 0.0000000E+000, 0.0000000E+000, 8.3692705E+001, 8.5103816E+001, 8.4894188E-001, 2.4910269E-003, 4.4193812E-110
 9.6096218E-001, 1.4515131E+002,-5.4805864E+001, 1.4279832E+000,-1.6114512E+000,-9.0834653E-003, 0.0000000E+000, 0.0000000E+000, 8.7837730E+001, 9.0152892E+001, 8.6365619E-001, 2.5332296E-003, 2.6879807E-109
 9.9331492E-001, 1.5131800E+002,-5.5023652E+001, 1.5317677E+000,-1.6118454E+000,-9.2551983E-003, 0.0000000E+000, 0.0000000E+000, 9.3744865E+001, 9.6205011E+001, 8.7775957E-001, 2.5736688E-003, 1.7582859E-108
 1.0222632E+000, 1.5859141E+002,-5.6739502E+001, 1.6299934E+000,-1.6125344E+000,-9.4384495E-003, 0.0000000E+000, 0.0000000E+000, 1.0043839E+002, 1.0185993E+002, 8.9340164E-001, 2.6170201E-003, 1.1284519E-107
 1.0585911E+000, 1.6451115E+002,-5.9870943E+001, 1.6799641E+000,-1.6227774E+000,-9.6174731E-003, 0.0000000E+000, 0.0000000E+000, 1.0401012E+002, 1.0468778E+002, 9.0912614E-001, 2.6612970E-003, 8.1650414E-107
 1.0858371E+000, 1.6679982E+002,-6.0932761E+001, 1.7006464E+000,-1.6412214E+000,-9.7751085E-003, 0.0000000E+000, 0.0000000E+000, 1.0561205E+002, 1.0591671E+002, 9.2357894E-001, 2.7028151E-003, 4.4671038E-106
 1.1130831E+000, 1.6725784E+002,-6.1090827E+001, 1.7035759E+000,-1.6642071E+000,-9.8937707E-003, 0.0000000E+000, 0.0000000E+000, 1.0608357E+002, 1.0619649E+002, 9.3538952E-001, 2.7367359E-003, 1.9190506E-105
 1.1466818E+000, 1.6749920E+002,-6.0700568E+001, 1.7088178E+000,-1.6994019E+000,-1.0003794E-002, 0.0000000E+000, 0.0000000E+000, 1.0666941E+002, 1.0679804E+002, 9.4810560E-001, 2.7724862E-003, 9.5501334E-105
 1.1711982E+000, 1.6734231E+002,-6.0183104E+001, 1.7094063E+000,-1.7407332E+000,-1.0092162E-002, 0.0000000E+000, 0.0000000E+000, 1.0687289E+002, 1.0711779E+002, 9.5962551E-001, 2.8053180E-003, 4.0688869E-104
 1.2038871E+000, 1.6711531E+002,-5.9855062E+001, 1.7069495E+000,-1.7884304E+000,-1.0170759E-002, 0.0000000E+000, 0.0000000E+000, 1.0708058E+002, 1.0716859E+002, 9.7036909E-001, 2.8362037E-003, 1.7246055E-103
 1.2365758E+000, 1.6709096E+002,-5.9837745E+001, 1.7013457E+000,-1.8415365E+000,-1.0258429E-002, 0.0000000E+000, 0.0000000E+000, 1.0706014E+002, 1.0710276E+002, 9.8205299E-001, 2.8697877E-003, 7.4898351E-103
 1.2610924E+000, 1.6755570E+002,-6.0256575E+001, 1.6964994E+000,-1.8850688E+000,-1.0331389E-002, 0.0000000E+000, 0.0000000E+000, 1.0702428E+002, 1.0710022E+002, 9.9177523E-001, 2.8977290E-003, 2.4422190E-102
 1.2937812E+000, 1.6727293E+002,-6.0024426E+001, 1.6900485E+000,-1.9191516E+000,-1.0398371E-002, 0.0000000E+000, 0.0000000E+000, 1.0695737E+002, 1.0700901E+002, 1.0010165E+000, 2.9242842E-003, 8.0447312E-102
 1.3264699E+000, 1.6851202E+002,-6.0630506E+001, 1.6924205E+000,-1.9449817E+000,-1.0472212E-002, 0.0000000E+000, 0.0000000E+000, 1.0729896E+002, 1.0761848E+002, 1.0110508E+000, 2.9531149E-003, 2.8394643E-101
 1.3509865E+000, 1.7035880E+002,-6.1055386E+001, 1.7079646E+000,-1.9601233E+000,-1.0535685E-002, 0.0000000E+000, 0.0000000E+000, 1.0856148E+002, 1.0904072E+002, 1.0193880E+000, 2.9770662E-003, 7.8792860E-101
 1.3836753E+000, 1.7322086E+002,-6.2416579E+001, 1.7241116E+000,-1.9689246E+000,-1.0595188E-002, 0.0000000E+000, 0.0000000E+000, 1.1003174E+002, 1.1054887E+002, 1.0273016E+000, 2.9997978E-003, 2.1646386E-100
 1.4163641E+000, 1.7615288E+002,-6.3681940E+001, 1.7452051E+000,-1.9774877E+000,-1.0660893E-002, 0.0000000E+000, 0.0000000E+000, 1.1172465E+002, 1.1222800E+002, 1.0358828E+000, 3.0244445E-003, 6.2702279E-100
 1.4408807E+000, 1.7883572E+002,-6.4506363E+001, 1.7713289E+000,-1.9797832E+000,-1.0717586E-002, 0.0000000E+000, 0.0000000E+000, 1.1350318E+002, 1.1411019E+002, 1.0430036E+000, 3.0448943E-003, 1.4858238E-099
 1.4716989E+000, 1.8276063E+002,-6.5975587E+001, 1.8036375E+000,-1.9783343E+000,-1.0799118E-002, 0.0000000E+000, 0.0000000E+000, 1.1572427E+002, 1.1659955E+002, 1.0495905E+000, 3.0635225E-003, 3.3677370E-099
 1.5006465E+000, 1.8570681E+002,-6.7468168E+001, 1.8212924E+000,-1.9794834E+000,-1.0904560E-002, 0.0000000E+000, 0.0000000E+000, 1.1768175E+002, 1.1806954E+002, 1.0563568E+000, 3.0826503E-003, 7.7936294E-099
 1.5368310E+000, 1.8782569E+002,-6.8131011E+001, 1.8386525E+000,-1.9761935E+000,-1.1006001E-002, 0.0000000E+000, 0.0000000E+000, 1.1908177E+002, 1.1954613E+002, 1.0632580E+000, 3.1024976E-003, 2.1090227E-098
 1.5657787E+000, 1.8963171E+002,-6.8212800E+001, 1.8625347E+000,-1.9669038E+000,-1.1086216E-002, 0.0000000E+000, 0.0000000E+000, 1.2072320E+002, 1.2130346E+002, 1.0697772E+000, 3.1212449E-003, 5.2737948E-098
 1.5947264E+000, 1.9110884E+002,-6.8402349E+001, 1.8726130E+000,-1.9630214E+000,-1.1136936E-002, 0.0000000E+000, 0.0000000E+000, 1.2225974E+002, 1.2260495E+002, 1.0752493E+000, 3.1369796E-003, 1.1499885E-097
 1.6236740E+000, 1.9158053E+002,-6.8442996E+001, 1.8700188E+000,-1.9640069E+000,-1.1155351E-002, 0.0000000E+000, 0.0000000E+000, 1.2282259E+002, 1.2303239E+002, 1.0804381E+000, 3.1518989E-003, 2.4290504E-097
 1.6526217E+000, 1.9129255E+002,-6.7989336E+001, 1.8241584E+000,-1.9673751E+000,-1.1164088E-002, 0.0000000E+000, 0.0000000E+000, 1.2312331E+002, 1.2314883E+002, 1.0853571E+000, 3.1660414E-003, 4.9962894E-097
 1.6815693E+000, 1.9005274E+002,-6.7284482E+001, 1.0152359E+000,-1.9694348E+000,-1.1200531E-002, 0.0000000E+000, 0.0000000E+000, 1.2190106E+002, 1.2180286E+002, 1.0900191E+000, 3.1794445E-003, 1.0011696E-096
 1.7105170E+000, 1.8929595E+002,-6.7123716E+001,-1.4941895E+000,-1.9735767E+000,-1.1265030E-002, 0.0000000E+000, 0.0000000E+000, 1.1916813E+002, 1.1869320E+002, 1.0944366E+000, 3.1921438E-003, 1.9499444E-096
 1.7467016E+000, 1.8899199E+002,-6.7257224E+001,-8.6297150E+000,-1.9839541E+000,-1.1355025E-002, 0.0000000E+000, 0.0000000E+000, 1.1209565E+002, 1.1110974E+002, 1.0991236E+000, 3.2056172E-003, 4.0103760E-096
 1.7738174E+000, 1.9076222E+002,-6.7836286E+001,-2.3258250E+001,-1.9900867E+000,-1.1416073E-002, 0.0000000E+000, 0.0000000E+000, 9.9189320E+001, 9.7666178E+001, 1.1034510E+000, 3.2178966E-003, 7.7696095E-096
 1.8060546E+000, 1.9321798E+002,-6.9480085E+001,-4.3186442E+001,-1.9866664E+000,-1.1460379E-002, 0.0000000E+000, 0.0000000E+000, 8.0590217E+001, 7.8553327E+001, 1.1072686E+000, 3.2287490E-003, 1.5413347E-095
 1.8359530E+000, 1.9461975E+002,-6.9759481E+001,-6.5366265E+001,-1.9832622E+000,-1.1470130E-002, 0.0000000E+000, 0.0000000E+000, 5.9390257E+001, 5.7499270E+001, 1.1109630E+000, 3.2397304E-003, 3.1010536E-095
 1.8657339E+000, 1.9620603E+002,-7.0151926E+001,-8.4694669E+001,-1.9883425E+000,-1.1488353E-002, 0.0000000E+000, 0.0000000E+000, 4.1077984E+001, 3.9359606E+001, 1.1143697E+000, 3.2495114E-003, 5.7241631E-095
 1.8937601E+000, 1.9466540E+002,-6.9958910E+001,-1.0173287E+002,-2.0041459E+000,-1.1504990E-002, 0.0000000E+000, 0.0000000E+000, 2.3621156E+001, 2.0957964E+001, 1.1175137E+000, 3.2584071E-003, 9.8614211E-095
 1.9238369E+000, 1.9147954E+002,-6.8429866E+001,-1.1538087E+002,-2.0378009E+000,-1.1520563E-002, 0.0000000E+000, 0.0000000E+000, 6.9746568E+000, 5.6194902E+000, 1.1204532E+000, 3.2670023E-003, 1.6706366E-094
 1.9539138E+000, 1.8942150E+002,-6.7823204E+001,-1.2346973E+002,-2.0735487E+000,-1.1535158E-002, 0.0000000E+000, 0.0000000E+000,-3.0941860E+000,-3.9565131E+000, 1.1233560E+000, 3.2753396E-003, 2.9774491E-094
 1.9839907E+000, 1.8905947E+002,-6.7873890E+001,-1.2879740E+002,-2.1110311E+000,-1.1558860E-002, 0.0000000E+000, 0.0000000E+000,-9.2843481E+000,-9.7344145E+000, 1.1260961E+000, 3.2832092E-003, 5.3353237E-094
 2.0140676E+000, 1.9017044E+002,-6.8124104E+001,-1.3295551E+002,-2.2414985E+000,-1.1575392E-002, 0.0000000E+000, 0.0000000E+000,-1.3111787E+001,-1.3162245E+001, 1.1286821E+000, 3.2906363E-003, 9.3012914E-094
 2.0441444E+000, 1.9365943E+002,-6.9767112E+001,-1.3337884E+002,-2.2935566E+000,-1.1609011E-002, 0.0000000E+000, 0.0000000E+000,-1.2710780E+001,-1.1791685E+001, 1.1311226E+000, 3.2976449E-003, 1.6233152E-093
 2.0742214E+000, 1.9825211E+002,-7.1087272E+001,-1.3043896E+002,-2.4183420E+000,-1.1653025E-002, 0.0000000E+000, 0.0000000E+000,-6.8918181E+000,-5.7041203E+000, 1.1334252E+000, 3.3042577E-003, 2.9712658E-093
 2.1042981E+000, 2.0191401E+002,-7.2739412E+001,-1.2808943E+002,-2.5465613E+000,-1.1692457E-002, 0.0000000E+000, 0.0000000E+000,-1.9773713E+000,-1.4730875E+000, 1.1355977E+000, 3.3104964E-003, 5.5055355E-093
 2.1343751E+000, 2.0307917E+002,-7.3428536E+001,-1.2623463E+002,-2.5571591E+000,-1.1714962E-002, 0.0000000E+000, 0.0000000E+000, 4.9073128E-001, 8.4713045E-001, 1.1376471E+000, 3.3163815E-003, 1.0061517E-092
 2.1644521E+000, 2.0287684E+002,-7.3252235E+001,-1.2262629E+002,-2.5648683E+000,-1.1714938E-002, 0.0000000E+000, 0.0000000E+000, 4.0801210E+000, 4.4217305E+000, 1.1395802E+000, 3.3219325E-003, 1.7798021E-092
 2.1945288E+000, 2.0148615E+002,-7.2379071E+001,-1.1864573E+002,-2.5564996E+000,-1.1706601E-002, 0.0000000E+000, 0.0000000E+000, 7.7993127E+000, 7.8931384E+000, 1.1414034E+000, 3.3271678E-003, 3.0804353E-092
 2.2246058E+000, 1.9785650E+002,-7.0465101E+001,-1.1562384E+002,-2.5769003E+000,-1.1720999E-002, 0.0000000E+000, 0.0000000E+000, 9.2960922E+000, 9.1789317E+000, 1.1431228E+000, 3.3321048E-003, 5.3282299E-092
 2.2546825E+000, 1.9641562E+002,-6.9877529E+001,-1.1131680E+002,-2.5527236E+000,-1.1725212E-002, 0.0000000E+000, 0.0000000E+000, 1.2517963E+001, 1.2656841E+001, 1.1447441E+000, 3.3367603E-003, 9.1407557E-092
 2.2847595E+000, 1.9558050E+002,-6.9707631E+001,-1.0720652E+002,-2.4847334E+000,-1.1709569E-002, 0.0000000E+000, 0.0000000E+000, 1.5843062E+001, 1.6169907E+001, 1.1462729E+000, 3.3411499E-003, 1.5394329E-091
 2.3148365E+000, 1.9629501E+002,-7.0048833E+001,-1.0561497E+002,-2.4735801E+000,-1.1717362E-002, 0.0000000E+000, 0.0000000E+000, 1.8157004E+001, 1.8145913E+001, 1.1477142E+000, 3.3452884E-003, 2.5687862E-091
 2.3449132E+000, 1.9679093E+002,-7.0514190E+001,-1.1152174E+002,-2.5061605E+000,-1.1733447E-002, 0.0000000E+000, 0.0000000E+000, 1.3488515E+001, 1.2237103E+001, 1.1490731E+000, 3.3491900E-003, 4.3259663E-091
 2.3749902E+000, 1.9970609E+002,-7.1550949E+001,-1.2185235E+002,-2.5425616E+000,-1.1789620E-002, 0.0000000E+000, 0.0000000E+000, 4.1790268E+000, 3.7484350E+000, 1.1503541E+000, 3.3528679E-003, 7.4365234E-091
 2.4050670E+000, 2.0343681E+002,-7.2809174E+001,-1.2586697E+002,-2.6233096E+000,-1.1853502E-002, 0.0000000E+000, 0.0000000E+000, 1.7687041E+000, 2.1255077E+000, 1.1515616E+000, 3.3563347E-003, 1.3029529E-090
 2.4351439E+000, 2.0700676E+002,-7.4693389E+001,-1.2382830E+002,-2.7221958E+000,-1.1898837E-002, 0.0000000E+000, 0.0000000E+000, 5.1136658E+000, 5.7509788E+000, 1.1526997E+000, 3.3596024E-003, 2.2980619E-090
 2.4652209E+000, 2.0769103E+002,-7.5103868E+001,-1.1951194E+002,-2.8533470E+000,-1.1902847E-002, 0.0000000E+000, 0.0000000E+000, 9.8645091E+000, 1.0209975E+001, 1.1537725E+000, 3.3626822E-003, 4.0451968E-090
 2.4952977E+000, 2.0744566E+002,-7.4835549E+001,-1.1640359E+002,-2.9162429E+000,-1.1909882E-002, 0.0000000E+000, 0.0000000E+000, 1.3445441E+001, 1.3278374E+001, 1.1547835E+000, 3.3655848E-003, 7.0768216E-090
 2.5253747E+000, 2.0456498E+002,-7.3311060E+001,-1.1544509E+002,-2.9723415E+000,-1.1865636E-002, 0.0000000E+000, 0.0000000E+000, 1.3606877E+001, 1.2824622E+001, 1.1557362E+000, 3.3683202E-003, 1.2269773E-089
 2.5554514E+000, 2.0109120E+002,-7.1431670E+001,-1.1401606E+002,-2.9382367E+000,-1.1846443E-002, 0.0000000E+000, 0.0000000E+000, 1.3001624E+001, 1.2693384E+001, 1.1566341E+000, 3.3708979E-003, 2.1081218E-089
 2.5855284E+000, 1.9818127E+002,-7.0067274E+001,-1.1094407E+002,-2.9402550E+000,-1.1870930E-002, 0.0000000E+000, 0.0000000E+000, 1.4458293E+001, 1.4217798E+001, 1.1574802E+000, 3.3733270E-003, 3.6357277E-089
 2.6156051E+000, 1.9753893E+002,-7.0122140E+001,-1.1027793E+002,-2.9722312E+000,-1.1888102E-002, 0.0000000E+000, 0.0000000E+000, 1.4783074E+001, 1.4154742E+001, 1.1582775E+000, 3.3756158E-003, 6.4892430E-089
 2.6456821E+000, 1.9530273E+002,-6.9505300E+001,-1.1471027E+002,-3.0012443E+000,-1.1880599E-002, 0.0000000E+000, 0.0000000E+000, 9.5610565E+000, 8.0740344E+000, 1.1590287E+000, 3.3777724E-003, 1.2215236E-088
 2.6757591E+000, 1.9455257E+002,-6.9201766E+001,-1.2046089E+002,-2.9513234E+000,-1.1868634E-002, 0.0000000E+000, 0.0000000E+000, 2.7083666E+000, 1.9267165E+000, 1.1597365E+000, 3.3798043E-003, 2.3964423E-088
 2.7058358E+000, 1.9487840E+002,-6.9499036E+001,-1.2214988E+002,-2.8894079E+000,-1.1875134E-002, 0.0000000E+000, 0.0000000E+000, 5.9789585E-001, 3.2820244E-001, 1.1604034E+000, 3.3817188E-003, 4.8191558E-088
 2.7359128E+000, 1.9901065E+002,-7.1223961E+001,-1.2214265E+002,-2.8264533E+000,-1.1887362E-002, 0.0000000E+000, 0.0000000E+000, 2.1797256E+000, 2.8056955E+000, 1.1610317E+000, 3.3835225E-003, 1.0672580E-087
 2.7659895E+000, 2.0285708E+002,-7.2786497E+001,-1.2406461E+002,-2.7798526E+000,-1.1905959E-002, 0.0000000E+000, 0.0000000E+000, 3.1697744E+000, 3.2142233E+000, 1.1616236E+000, 3.3852217E-003, 2.3128028E-087
 2.7960665E+000, 2.0351820E+002,-7.3319192E+001,-1.2547089E+002,-2.7873429E+000,-1.1931875E-002, 0.0000000E+000, 0.0000000E+000, 2.4756440E+000, 1.9288352E+000, 1.1621812E+000, 3.3868225E-003, 4.9633097E-087
 2.8261435E+000, 2.0120165E+002,-7.2036449E+001,-1.2597306E+002,-2.7949697E+000,-1.1938164E-002, 0.0000000E+000, 0.0000000E+000, 8.0015045E-001, 3.8523634E-001, 1.1627065E+000, 3.3883306E-003, 1.1136843E-086
 2.8562202E+000, 2.0294925E+002,-7.2627170E+001,-1.2679434E+002,-2.7645707E+000,-1.1948307E-002, 0.0000000E+000, 0.0000000E+000, 6.8296641E-001, 7.5121646E-001, 1.1632014E+000, 3.3897512E-003, 2.6633187E-086
 2.8862972E+000, 2.0541410E+002,-7.3524543E+001,-1.2912087E+002,-2.7443226E+000,-1.1956723E-002, 0.0000000E+000, 0.0000000E+000, 2.4105187E-002, 1.2407033E-002, 1.1636676E+000, 3.3910894E-003, 6.4485981E-086
 2.9163740E+000, 2.0565093E+002,-7.3774608E+001,-1.2754936E+002,-2.7723225E+000,-1.1964144E-002, 0.0000000E+000, 0.0000000E+000, 1.0486428E+000, 1.5426726E+000, 1.1641067E+000, 3.3923500E-003, 1.5299470E-085
 2.9464509E+000, 2.0579021E+002,-7.3722577E+001,-1.2079579E+002,-2.7731869E+000,-1.1970850E-002, 0.0000000E+000, 0.0000000E+000, 7.7411360E+000, 8.4866878E+000, 1.1645204E+000, 3.3935374E-003, 3.5717015E-085
 2.9725168E+000, 2.0619381E+002,-7.4126416E+001,-1.1417165E+002,-2.7437265E+000,-1.1978913E-002, 0.0000000E+000, 0.0000000E+000, 1.4644335E+001, 1.5140032E+001, 1.1648913E+000, 3.3945658E-003, 7.7984614E-085
 3.0050993E+000, 2.0484975E+002,-7.3329011E+001,-1.0911084E+002,-2.7129256E+000,-1.1993687E-002, 0.0000000E+000, 0.0000000E+000, 1.9137091E+001, 1.9684978E+001, 1.1652500E+000, 3.3955978E-003, 1.8568749E-084
 3.0311651E+000, 2.0575066E+002,-7.3401044E+001,-1.0616250E+002,-2.6724329E+000,-1.1985376E-002, 0.0000000E+000, 0.0000000E+000, 2.3179723E+001, 2.3502695E+001, 1.1655892E+000, 3.3965733E-003, 4.3542475E-084
 3.0670059E+000, 2.0534505E+002,-7.2850536E+001,-1.0559503E+002,-2.6419635E+000,-1.1977400E-002, 0.0000000E+000, 0.0000000E+000, 2.4488077E+001, 2.4245550E+001, 1.1659220E+000, 3.3975504E-003, 1.1063944E-083
 3.0956783E+000, 2.0699946E+002,-7.3991387E+001,-1.0912814E+002,-2.6661689E+000,-1.2006982E-002, 0.0000000E+000, 0.0000000E+000, 2.2119107E+001, 2.1201753E+001, 1.1662522E+000, 3.3984989E-003, 2.7283579E-083
 3.1243508E+000, 2.0680459E+002,-7.4261339E+001,-1.1803494E+002,-2.6612898E+000,-1.2064286E-002, 0.0000000E+000, 0.0000000E+000, 1.3190313E+001, 1.1834963E+001, 1.1665281E+000, 3.3992914E-003, 5.9703063E-083
 3.1544571E+000, 2.0622311E+002,-7.4210237E+001,-1.2653805E+002,-2.6515194E+000,-1.2099196E-002, 0.0000000E+000, 0.0000000E+000, 3.7695769E+000, 2.8112058E+000, 1.1667933E+000, 3.4000626E-003, 1.2971638E-082
