Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.415E-01, 4.858E+02, 1.816E+02, 2.794E+02, 1.766E+02, 8.885E+01, 6.061E+01, 0.000E+00, 2.890E+02, 5.904E+01, 4.634E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.622E+03
