Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 5.044E-02, 3.967E+01, 1.753E+01, 2.396E+01, 5.152E+00, 9.502E+00, 1.202E+01, 0.000E+00, 2.249E+01, 4.346E+00, 4.610E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.347E+02
