s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,ZONE_1
 1.1683455E+001, 0.0000000E+000,-2.4092094E-002,-2.7991681E-001,-2.9181372E-002,-1.8963263E-002, 1.2091246E+000, 0.0000000E+000, 8.5713387E-001, 8.5697110E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 5.8971999E+002
 1.1739357E+001, 0.0000000E+000,-2.4179239E-002,-2.7998276E-001,-2.9349990E-002,-1.8949135E-002, 1.2090368E+000, 0.0000000E+000, 8.5665103E-001, 8.5657572E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 5.9268325E+002
 1.1795259E+001, 0.0000000E+000,-2.4316753E-002,-2.8008100E-001,-2.9520378E-002,-1.8891620E-002, 1.2089331E+000, 0.0000000E+000, 8.5625486E-001, 8.5612332E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 5.9564632E+002
 1.1851160E+001, 0.0000000E+000,-2.4454234E-002,-2.8019921E-001,-2.9692815E-002,-1.8809051E-002, 1.2087989E+000, 0.0000000E+000, 8.5576935E-001, 8.5564361E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 5.9860909E+002
 1.1907062E+001, 0.0000000E+000,-2.4538100E-002,-2.8030174E-001,-2.9866719E-002,-1.8717707E-002, 1.2086624E+000, 0.0000000E+000, 8.5527888E-001, 8.5523810E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.0157154E+002
 1.1962964E+001, 0.0000000E+000,-2.4675498E-002,-2.8037447E-001,-3.0042697E-002,-1.8620724E-002, 1.2085215E+000, 0.0000000E+000, 8.5488687E-001, 8.5480811E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.0453369E+002
 1.2018866E+001, 0.0000000E+000,-2.4812855E-002,-2.8044466E-001,-3.0220097E-002,-1.8513768E-002, 1.2083724E+000, 0.0000000E+000, 8.5445213E-001, 8.5438104E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.0749546E+002
 1.2074767E+001, 0.0000000E+000,-2.4891408E-002,-2.8051725E-001,-3.0398646E-002,-1.8406406E-002, 1.2082283E+000, 0.0000000E+000, 8.5403771E-001, 8.5401455E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.1045686E+002
 1.2130669E+001, 0.0000000E+000,-2.5028683E-002,-2.8058759E-001,-3.0578291E-002,-1.8327240E-002, 1.2080753E+000, 0.0000000E+000, 8.5368623E-001, 8.5355349E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.1341792E+002
 1.2186570E+001, 0.0000000E+000,-2.5165928E-002,-2.8068696E-001,-3.0758762E-002,-1.8217060E-002, 1.2079297E+000, 0.0000000E+000, 8.5321928E-001, 8.5310095E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.1637856E+002
 1.2242473E+001, 0.0000000E+000,-2.5244404E-002,-2.8076979E-001,-3.0939843E-002,-1.8082372E-002, 1.2077857E+000, 0.0000000E+000, 8.5278588E-001, 8.5274932E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.1933886E+002
 1.2298374E+001, 0.0000000E+000,-2.5381580E-002,-2.8089286E-001,-3.1120333E-002,-1.7960524E-002, 1.2076223E+000, 0.0000000E+000, 8.5243025E-001, 8.5226700E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.2229883E+002
 1.2354276E+001, 0.0000000E+000,-2.5518720E-002,-2.8098385E-001,-3.1301377E-002,-1.7865944E-002, 1.2074389E+000, 0.0000000E+000, 8.5193346E-001, 8.5176903E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.2525838E+002
 1.2410177E+001, 0.0000000E+000,-2.5602264E-002,-2.8101496E-001,-3.1481559E-002,-1.7815135E-002, 1.2072590E+000, 0.0000000E+000, 8.5143922E-001, 8.5134504E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.2821747E+002
 1.2466079E+001, 0.0000000E+000,-2.5739324E-002,-2.8103028E-001,-3.1662501E-002,-1.7787886E-002, 1.2071026E+000, 0.0000000E+000, 8.5103671E-001, 8.5088263E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.3117617E+002
 1.2521980E+001, 0.0000000E+000,-2.5876360E-002,-2.8106382E-001,-3.1845281E-002,-1.7765677E-002, 1.2069477E+000, 0.0000000E+000, 8.5056986E-001, 8.5039661E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.3413445E+002
 1.2577883E+001, 0.0000000E+000,-2.5962925E-002,-2.8106469E-001,-3.2030739E-002,-1.7757107E-002, 1.2067703E+000, 0.0000000E+000, 8.5007467E-001, 8.4995484E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.3709232E+002
 1.2633784E+001, 0.0000000E+000,-2.6099876E-002,-2.8104844E-001,-3.2222676E-002,-1.7758798E-002, 1.2065849E+000, 0.0000000E+000, 8.4963896E-001, 8.4945511E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.4004978E+002
 1.2689686E+001, 0.0000000E+000,-2.6236791E-002,-2.8105392E-001,-3.2418891E-002,-1.7751598E-002, 1.2064030E+000, 0.0000000E+000, 8.4911950E-001, 8.4894178E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.4300677E+002
 1.2745587E+001, 0.0000000E+000,-2.6320057E-002,-2.8106840E-001,-3.2615468E-002,-1.7743372E-002, 1.2062471E+000, 0.0000000E+000, 8.4860220E-001, 8.4849976E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.4596332E+002
 1.2801489E+001, 0.0000000E+000,-2.6456898E-002,-2.8108867E-001,-3.2811745E-002,-1.7740582E-002, 1.2060988E+000, 0.0000000E+000, 8.4817773E-001, 8.4800094E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.4891951E+002
 1.2857390E+001, 0.0000000E+000,-2.6593706E-002,-2.8109827E-001,-3.3007182E-002,-1.7738762E-002, 1.2059326E+000, 0.0000000E+000, 8.4766408E-001, 8.4749470E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.5187530E+002
 1.2913293E+001, 0.0000000E+000,-2.6671665E-002,-2.8107964E-001,-3.3201881E-002,-1.7740167E-002, 1.2057662E+000, 0.0000000E+000, 8.4716132E-001, 8.4707287E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.5483069E+002
 1.2969194E+001, 0.0000000E+000,-2.6808406E-002,-2.8106652E-001,-3.3396507E-002,-1.7734363E-002, 1.2055982E+000, 0.0000000E+000, 8.4675444E-001, 8.4659238E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.5778571E+002
 1.3025096E+001, 0.0000000E+000,-2.6945123E-002,-2.8107253E-001,-3.3590467E-002,-1.7722271E-002, 1.2054219E+000, 0.0000000E+000, 8.4626057E-001, 8.4609147E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.6074028E+002
 1.3080997E+001, 0.0000000E+000,-2.7023016E-002,-2.8107951E-001,-3.3783874E-002,-1.7725174E-002, 1.2052566E+000, 0.0000000E+000, 8.4576287E-001, 8.4564504E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.6369442E+002
 1.3136899E+001, 0.0000000E+000,-2.7159663E-002,-2.8106654E-001,-3.3976768E-002,-1.7756465E-002, 1.2050833E+000, 0.0000000E+000, 8.4533122E-001, 8.4512390E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.6664818E+002
 1.3192801E+001, 0.0000000E+000,-2.7296274E-002,-2.8102041E-001,-3.4170023E-002,-1.7822583E-002, 1.2048833E+000, 0.0000000E+000, 8.4479405E-001, 8.4457397E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.6960150E+002
 1.3248703E+001, 0.0000000E+000,-2.7379229E-002,-2.8095681E-001,-3.4362754E-002,-1.7906600E-002, 1.2047043E+000, 0.0000000E+000, 8.4423380E-001, 8.4409895E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.7255433E+002
 1.3304605E+001, 0.0000000E+000,-2.7515766E-002,-2.8090982E-001,-3.4555020E-002,-1.7966703E-002, 1.2045583E+000, 0.0000000E+000, 8.4377103E-001, 8.4361102E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.7550676E+002
 1.3360506E+001, 0.0000000E+000,-2.7652272E-002,-2.8088888E-001,-3.4747155E-002,-1.7991378E-002, 1.2044114E+000, 0.0000000E+000, 8.4326713E-001, 8.4313168E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.7845878E+002
 1.3416408E+001, 0.0000000E+000,-2.7738266E-002,-2.8089538E-001,-3.4938719E-002,-1.7991289E-002, 1.2042749E+000, 0.0000000E+000, 8.4278769E-001, 8.4271125E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.8141045E+002
 1.3472309E+001, 0.0000000E+000,-2.7874708E-002,-2.8094988E-001,-3.5130550E-002,-1.7957365E-002, 1.2041487E+000, 0.0000000E+000, 8.4237259E-001, 8.4223617E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.8436181E+002
 1.3528212E+001, 0.0000000E+000,-2.8011117E-002,-2.8102527E-001,-3.5322790E-002,-1.7891668E-002, 1.2040098E+000, 0.0000000E+000, 8.4189145E-001, 8.4175891E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.8731284E+002
 1.3584113E+001, 0.0000000E+000,-2.8093833E-002,-2.8109038E-001,-3.5514772E-002,-1.7812303E-002, 1.2038269E+000, 0.0000000E+000, 8.4141161E-001, 8.4131561E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.9026353E+002
 1.3640015E+001, 0.0000000E+000,-2.8230155E-002,-2.8114422E-001,-3.5706548E-002,-1.7748351E-002, 1.2036600E+000, 0.0000000E+000, 8.4098292E-001, 8.4083069E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.9321380E+002
 1.3695916E+001, 0.0000000E+000,-2.8366452E-002,-2.8118826E-001,-3.5898616E-002,-1.7697410E-002, 1.2035058E+000, 0.0000000E+000, 8.4049650E-001, 8.4035502E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.9616365E+002
 1.3751818E+001, 0.0000000E+000,-2.8443892E-002,-2.8121154E-001,-3.6091159E-002,-1.7664570E-002, 1.2033407E+000, 0.0000000E+000, 8.4001139E-001, 8.3992958E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 6.9911309E+002
 1.3807720E+001, 0.0000000E+000,-2.8580115E-002,-2.8121903E-001,-3.6283739E-002,-1.7652133E-002, 1.2031758E+000, 0.0000000E+000, 8.3960075E-001, 8.3944074E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.0206216E+002
 1.3863622E+001, 0.0000000E+000,-2.8716313E-002,-2.8122692E-001,-3.6477098E-002,-1.7642922E-002, 1.2029998E+000, 0.0000000E+000, 8.3909587E-001, 8.3893655E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.0501080E+002
 1.3919523E+001, 0.0000000E+000,-2.8793711E-002,-2.8125152E-001,-3.6671854E-002,-1.7622700E-002, 1.2028397E+000, 0.0000000E+000, 8.3859105E-001, 8.3849990E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.0795900E+002
 1.3975425E+001, 0.0000000E+000,-2.8929848E-002,-2.8127756E-001,-3.6866449E-002,-1.7593814E-002, 1.2026737E+000, 0.0000000E+000, 8.3817220E-001, 8.3800598E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.1090684E+002
 1.4031326E+001, 0.0000000E+000,-2.9065957E-002,-2.8130979E-001,-3.7061567E-002,-1.7561284E-002, 1.2024989E+000, 0.0000000E+000, 8.3766938E-001, 8.3750027E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.1385424E+002
 1.4087228E+001, 0.0000000E+000,-2.9148413E-002,-2.8133157E-001,-3.7257050E-002,-1.7530336E-002, 1.2023322E+000, 0.0000000E+000, 8.3716652E-001, 8.3706481E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.1680120E+002
 1.4143130E+001, 0.0000000E+000,-2.9284447E-002,-2.8135951E-001,-3.7452857E-002,-1.7498983E-002, 1.2021714E+000, 0.0000000E+000, 8.3674244E-001, 8.3657556E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.1974780E+002
 1.4199032E+001, 0.0000000E+000,-2.9420451E-002,-2.8140251E-001,-3.7648147E-002,-1.7461310E-002, 1.2020077E+000, 0.0000000E+000, 8.3624381E-001, 8.3607530E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.2269398E+002
 1.4254933E+001, 0.0000000E+000,-2.9505924E-002,-2.8146508E-001,-3.7843652E-002,-1.7414127E-002, 1.2018584E+000, 0.0000000E+000, 8.3573665E-001, 8.3562958E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.2563977E+002
 1.4310835E+001, 0.0000000E+000,-2.9641866E-002,-2.8155690E-001,-3.8039787E-002,-1.7345757E-002, 1.2017122E+000, 0.0000000E+000, 8.3529107E-001, 8.3512791E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.2858521E+002
 1.4366736E+001, 0.0000000E+000,-2.9777777E-002,-2.8167120E-001,-3.8235959E-002,-1.7252987E-002, 1.2015539E+000, 0.0000000E+000, 8.3477477E-001, 8.3461601E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.3153026E+002
 1.4422639E+001, 0.0000000E+000,-2.9859996E-002,-2.8179886E-001,-3.8431796E-002,-1.7140954E-002, 1.2013972E+000, 0.0000000E+000, 8.3426101E-001, 8.3416557E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.3447492E+002
 1.4478540E+001, 0.0000000E+000,-2.9995826E-002,-2.8193068E-001,-3.8628109E-002,-1.7019602E-002, 1.2012284E+000, 0.0000000E+000, 8.3381324E-001, 8.3365417E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.3741922E+002
 1.4534442E+001, 0.0000000E+000,-3.0131639E-002,-2.8205160E-001,-3.8824348E-002,-1.6903102E-002, 1.2010458E+000, 0.0000000E+000, 8.3328089E-001, 8.3313516E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.4036308E+002
 1.4590343E+001, 0.0000000E+000,-3.0208600E-002,-2.8213945E-001,-3.9020541E-002,-1.6803590E-002, 1.2008746E+000, 0.0000000E+000, 8.3276415E-001, 8.3270238E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.4330651E+002
 1.4646245E+001, 0.0000000E+000,-3.0344345E-002,-2.8218718E-001,-3.9216632E-002,-1.6744367E-002, 1.2006866E+000, 0.0000000E+000, 8.3234128E-001, 8.3219405E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.4624953E+002
 1.4702147E+001, 0.0000000E+000,-3.0480047E-002,-2.8217754E-001,-3.9412757E-002,-1.6739467E-002, 1.2004725E+000, 0.0000000E+000, 8.3181905E-001, 8.3166266E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.4919208E+002
 1.4758049E+001, 0.0000000E+000,-3.0556977E-002,-2.8213641E-001,-3.9608738E-002,-1.6755319E-002, 1.2003036E+000, 0.0000000E+000, 8.3127907E-001, 8.3124612E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.5213409E+002
 1.4813951E+001, 0.0000000E+000,-3.0692617E-002,-2.8210443E-001,-3.9804090E-002,-1.6758104E-002, 1.2001549E+000, 0.0000000E+000, 8.3087568E-001, 8.3079563E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.5507570E+002
 1.4869852E+001, 0.0000000E+000,-3.0828223E-002,-2.8208191E-001,-3.9999930E-002,-1.6757415E-002, 1.1999855E+000, 0.0000000E+000, 8.3041810E-001, 8.3031801E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.5801693E+002
 1.4925754E+001, 0.0000000E+000,-3.0910215E-002,-2.8206237E-001,-4.0194891E-002,-1.6762627E-002, 1.1998189E+000, 0.0000000E+000, 8.2995335E-001, 8.2988878E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.6095775E+002
 1.4981655E+001, 0.0000000E+000,-3.1045772E-002,-2.8205179E-001,-4.0389902E-002,-1.6770860E-002, 1.1996501E+000, 0.0000000E+000, 8.2954363E-001, 8.2939173E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.6389818E+002
 1.5037558E+001, 0.0000000E+000,-3.1181296E-002,-2.8205903E-001,-4.0584086E-002,-1.6770132E-002, 1.1994705E+000, 0.0000000E+000, 8.2903685E-001, 8.2887591E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.6683816E+002
 1.5093459E+001, 0.0000000E+000,-3.1266309E-002,-2.8207416E-001,-4.0777694E-002,-1.6751514E-002, 1.1993134E+000, 0.0000000E+000, 8.2853286E-001, 8.2844371E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.6977771E+002
 1.5149361E+001, 0.0000000E+000,-3.1401796E-002,-2.8212176E-001,-4.0970964E-002,-1.6713627E-002, 1.1991542E+000, 0.0000000E+000, 8.2810950E-001, 8.2794608E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.7271688E+002
 1.5205262E+001, 0.0000000E+000,-3.1537258E-002,-2.8219400E-001,-4.1164610E-002,-1.6663246E-002, 1.1989826E+000, 0.0000000E+000, 8.2758884E-001, 8.2742344E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.7565565E+002
 1.5261164E+001, 0.0000000E+000,-3.1619026E-002,-2.8226406E-001,-4.1357918E-002,-1.6618168E-002, 1.1988055E+000, 0.0000000E+000, 8.2706632E-001, 8.2694628E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.7859400E+002
 1.5317065E+001, 0.0000000E+000,-3.1754433E-002,-2.8231757E-001,-4.1550167E-002,-1.6586938E-002, 1.1986183E+000, 0.0000000E+000, 8.2659027E-001, 8.2640920E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.8153194E+002
 1.5372968E+001, 0.0000000E+000,-3.1889809E-002,-2.8234800E-001,-4.1743036E-002,-1.6569799E-002, 1.1984203E+000, 0.0000000E+000, 8.2603902E-001, 8.2586961E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.8446938E+002
 1.5428869E+001, 0.0000000E+000,-3.1966349E-002,-2.8238226E-001,-4.1935416E-002,-1.6545815E-002, 1.1982486E+000, 0.0000000E+000, 8.2549476E-001, 8.2541874E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.8740635E+002
 1.5484771E+001, 0.0000000E+000,-3.2101671E-002,-2.8243648E-001,-4.2128792E-002,-1.6497816E-002, 1.1980886E+000, 0.0000000E+000, 8.2506021E-001, 8.2492386E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.9034293E+002
 1.5540672E+001, 0.0000000E+000,-3.2236965E-002,-2.8250693E-001,-4.2321498E-002,-1.6430482E-002, 1.1979053E+000, 0.0000000E+000, 8.2454269E-001, 8.2440943E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.9327907E+002
 1.5596574E+001, 0.0000000E+000,-3.2313540E-002,-2.8259149E-001,-4.2514898E-002,-1.6355141E-002, 1.1977302E+000, 0.0000000E+000, 8.2401775E-001, 8.2395512E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.9621476E+002
 1.5652476E+001, 0.0000000E+000,-3.2448788E-002,-2.8266519E-001,-4.2709200E-002,-1.6292103E-002, 1.1975447E+000, 0.0000000E+000, 8.2356240E-001, 8.2342943E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 7.9915005E+002
 1.5708378E+001, 0.0000000E+000,-3.2584023E-002,-2.8272045E-001,-4.2905237E-002,-1.6242820E-002, 1.1973465E+000, 0.0000000E+000, 8.2302095E-001, 8.2289392E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.0208486E+002
 1.5764279E+001, 0.0000000E+000,-3.2665635E-002,-2.8276776E-001,-4.3102717E-002,-1.6209020E-002, 1.1971648E+000, 0.0000000E+000, 8.2248401E-001, 8.2241965E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.0501919E+002
 1.5820181E+001, 0.0000000E+000,-3.2800817E-002,-2.8277568E-001,-4.3299520E-002,-1.6194260E-002, 1.1969712E+000, 0.0000000E+000, 8.2200978E-001, 8.2190096E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.0795309E+002
 1.5876082E+001, 0.0000000E+000,-3.2935977E-002,-2.8275942E-001,-4.3496420E-002,-1.6187747E-002, 1.1967806E+000, 0.0000000E+000, 8.2149605E-001, 8.2140102E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.1088651E+002
 1.5931984E+001, 0.0000000E+000,-3.3020598E-002,-2.8275328E-001,-4.3693560E-002,-1.6180692E-002, 1.1966012E+000, 0.0000000E+000, 8.2099740E-001, 8.2095308E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.1381945E+002
 1.5987886E+001, 0.0000000E+000,-3.3155693E-002,-2.8275860E-001,-4.3889241E-002,-1.6164939E-002, 1.1964235E+000, 0.0000000E+000, 8.2055939E-001, 8.2045507E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.1675197E+002
 1.6043787E+001, 0.0000000E+000,-3.3290769E-002,-2.8277988E-001,-4.4083628E-002,-1.6142713E-002, 1.1962376E+000, 0.0000000E+000, 8.2006542E-001, 8.1994056E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.1968404E+002
 1.6099689E+001, 0.0000000E+000,-3.3372118E-002,-2.8281178E-001,-4.4277441E-002,-1.6117668E-002, 1.1960485E+000, 0.0000000E+000, 8.1954890E-001, 8.1946949E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.2261564E+002
 1.6155592E+001, 0.0000000E+000,-3.3507134E-002,-2.8284620E-001,-4.4469716E-002,-1.6087630E-002, 1.1958629E+000, 0.0000000E+000, 8.1909448E-001, 8.1895227E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.2554680E+002
 1.6211493E+001, 0.0000000E+000,-3.3642141E-002,-2.8288923E-001,-4.4661987E-002,-1.6051254E-002, 1.1956618E+000, 0.0000000E+000, 8.1857584E-001, 8.1841721E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.2847747E+002
 1.6267395E+001, 0.0000000E+000,-3.3718277E-002,-2.8293526E-001,-4.4857017E-002,-1.6012537E-002, 1.1954720E+000, 0.0000000E+000, 8.1804302E-001, 8.1794892E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.3140765E+002
 1.6323296E+001, 0.0000000E+000,-3.3853237E-002,-2.8297386E-001,-4.5054701E-002,-1.5970494E-002, 1.1952807E+000, 0.0000000E+000, 8.1758982E-001, 8.1742835E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.3433739E+002
 1.6379198E+001, 0.0000000E+000,-3.3988176E-002,-2.8299590E-001,-4.5254185E-002,-1.5931075E-002, 1.1950738E+000, 0.0000000E+000, 8.1706571E-001, 8.1690448E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.3726664E+002
 1.6435101E+001, 0.0000000E+000,-3.4064366E-002,-2.8300763E-001,-4.5452668E-002,-1.5902245E-002, 1.1948738E+000, 0.0000000E+000, 8.1654932E-001, 8.1644690E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.4019538E+002
 1.6491001E+001, 0.0000000E+000,-3.4199248E-002,-2.8300556E-001,-4.5648299E-002,-1.5889248E-002, 1.1946705E+000, 0.0000000E+000, 8.1610209E-001, 8.1592814E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.4312365E+002
 1.6546904E+001, 0.0000000E+000,-3.4334108E-002,-2.8299108E-001,-4.5840669E-002,-1.5893989E-002, 1.1944602E+000, 0.0000000E+000, 8.1557317E-001, 8.1540033E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.4605141E+002
 1.6602804E+001, 0.0000000E+000,-3.4415348E-002,-2.8296162E-001,-4.6029469E-002,-1.5914985E-002, 1.1942694E+000, 0.0000000E+000, 8.1504667E-001, 8.1494794E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.4897866E+002
 1.6658707E+001, 0.0000000E+000,-3.4550153E-002,-2.8292090E-001,-4.6212518E-002,-1.5942168E-002, 1.1940861E+000, 0.0000000E+000, 8.1461037E-001, 8.1446037E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.5190548E+002
 1.6714607E+001, 0.0000000E+000,-3.4684914E-002,-2.8289433E-001,-4.6390592E-002,-1.5965762E-002, 1.1938997E+000, 0.0000000E+000, 8.1411820E-001, 8.1396414E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.5483183E+002
 1.6770510E+001, 0.0000000E+000,-3.4769135E-002,-2.8288357E-001,-4.6564584E-002,-1.5980913E-002, 1.1937292E+000, 0.0000000E+000, 8.1361727E-001, 8.1353096E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.5775772E+002
 1.6826412E+001, 0.0000000E+000,-3.4903872E-002,-2.8288719E-001,-4.6734111E-002,-1.5985180E-002, 1.1935678E+000, 0.0000000E+000, 8.1320575E-001, 8.1305742E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.6068323E+002
 1.6882313E+001, 0.0000000E+000,-3.5038574E-002,-2.8290325E-001,-4.6899670E-002,-1.5980186E-002, 1.1933971E+000, 0.0000000E+000, 8.1272997E-001, 8.1257538E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.6360832E+002
 1.6938215E+001, 0.0000000E+000,-3.5119531E-002,-2.8291618E-001,-4.7060692E-002,-1.5975917E-002, 1.1932262E+000, 0.0000000E+000, 8.1224068E-001, 8.1215387E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.6653297E+002
 1.6994116E+001, 0.0000000E+000,-3.5254175E-002,-2.8292008E-001,-4.7217574E-002,-1.5979157E-002, 1.1930592E+000, 0.0000000E+000, 8.1183589E-001, 8.1168820E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.6945724E+002
 1.7050018E+001, 0.0000000E+000,-3.5388792E-002,-2.8289346E-001,-4.7370447E-002,-1.5998731E-002, 1.1928812E+000, 0.0000000E+000, 8.1136011E-001, 8.1122974E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.7238109E+002
 1.7105921E+001, 0.0000000E+000,-3.5464499E-002,-2.8284619E-001,-4.7519729E-002,-1.6038283E-002, 1.1927060E+000, 0.0000000E+000, 8.1090848E-001, 8.1083732E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.7530450E+002
