s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,ZONE_1
 1.7161821E+001, 0.0000000E+000,-3.5599062E-002,-2.8279351E-001,-4.7666040E-002,-1.6091529E-002, 1.1925393E+000, 0.0000000E+000, 8.1052252E-001, 8.1038918E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.7822751E+002
 1.7217724E+001, 0.0000000E+000,-3.5733598E-002,-2.8273801E-001,-4.7809909E-002,-1.6151219E-002, 1.1923727E+000, 0.0000000E+000, 8.1006266E-001, 8.0993993E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.8115009E+002
 1.7273624E+001, 0.0000000E+000,-3.5809335E-002,-2.8269552E-001,-4.7950229E-002,-1.6208720E-002, 1.1922249E+000, 0.0000000E+000, 8.0961318E-001, 8.0956111E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.8407227E+002
 1.7329527E+001, 0.0000000E+000,-3.5943816E-002,-2.8266680E-001,-4.8087317E-002,-1.6254326E-002, 1.1920868E+000, 0.0000000E+000, 8.0924065E-001, 8.0913454E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.8699411E+002
 1.7385429E+001, 0.0000000E+000,-3.6078271E-002,-2.8264522E-001,-4.8220251E-002,-1.6284343E-002, 1.1919527E+000, 0.0000000E+000, 8.0880709E-001, 8.0872462E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.8991561E+002
 1.7441330E+001, 0.0000000E+000,-3.6159057E-002,-2.8264040E-001,-4.8349982E-002,-1.6294332E-002, 1.1918299E+000, 0.0000000E+000, 8.0839389E-001, 8.0838614E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.9283676E+002
 1.7497232E+001, 0.0000000E+000,-3.6293451E-002,-2.8265271E-001,-4.8476307E-002,-1.6286131E-002, 1.1917129E+000, 0.0000000E+000, 8.0807701E-001, 8.0800429E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.9575766E+002
 1.7553133E+001, 0.0000000E+000,-3.6427841E-002,-2.8267178E-001,-4.8600686E-002,-1.6263874E-002, 1.1915814E+000, 0.0000000E+000, 8.0768398E-001, 8.0761720E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 8.9867824E+002
 1.7609035E+001, 0.0000000E+000,-3.6511642E-002,-2.8268695E-001,-4.8722801E-002,-1.6241493E-002, 1.1914446E+000, 0.0000000E+000, 8.0729492E-001, 8.0728174E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.0159850E+002
 1.7664938E+001, 0.0000000E+000,-3.6645973E-002,-2.8269169E-001,-4.8842881E-002,-1.6228589E-002, 1.1913037E+000, 0.0000000E+000, 8.0697119E-001, 8.0689457E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.0451845E+002
 1.7720839E+001, 0.0000000E+000,-3.6780282E-002,-2.8268071E-001,-4.8961655E-002,-1.6229905E-002, 1.1911590E+000, 0.0000000E+000, 8.0658087E-001, 8.0650641E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.0743803E+002
 1.7776741E+001, 0.0000000E+000,-3.6860817E-002,-2.8266172E-001,-4.9079413E-002,-1.6241933E-002, 1.1910170E+000, 0.0000000E+000, 8.0618981E-001, 8.0617316E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.1035726E+002
 1.7832642E+001, 0.0000000E+000,-3.6995071E-002,-2.8263656E-001,-4.9196316E-002,-1.6259794E-002, 1.1908779E+000, 0.0000000E+000, 8.0587047E-001, 8.0579014E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.1327615E+002
 1.7888544E+001, 0.0000000E+000,-3.7129307E-002,-2.8261830E-001,-4.9312820E-002,-1.6279420E-002, 1.1907321E+000, 0.0000000E+000, 8.0548487E-001, 8.0539224E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.1619468E+002
 1.7944445E+001, 0.0000000E+000,-3.7204563E-002,-2.8260984E-001,-4.9429149E-002,-1.6293844E-002, 1.1905999E+000, 0.0000000E+000, 8.0508204E-001, 8.0506246E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.1911286E+002
 1.8000347E+001, 0.0000000E+000,-3.7338756E-002,-2.8260636E-001,-4.9546198E-002,-1.6302459E-002, 1.1904711E+000, 0.0000000E+000, 8.0476817E-001, 8.0467728E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.2203074E+002
 1.8056250E+001, 0.0000000E+000,-3.7472929E-002,-2.8260809E-001,-4.9664779E-002,-1.6305340E-002, 1.1903309E+000, 0.0000000E+000, 8.0437805E-001, 8.0427978E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.2494828E+002
 1.8112150E+001, 0.0000000E+000,-3.7548280E-002,-2.8261175E-001,-4.9784430E-002,-1.6303375E-002, 1.1902032E+000, 0.0000000E+000, 8.0397512E-001, 8.0395539E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.2786548E+002
 1.8168053E+001, 0.0000000E+000,-3.7682403E-002,-2.8260695E-001,-4.9905645E-002,-1.6302328E-002, 1.1900727E+000, 0.0000000E+000, 8.0365764E-001, 8.0357534E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.3078239E+002
 1.8223953E+001, 0.0000000E+000,-3.7816499E-002,-2.8259465E-001,-5.0029262E-002,-1.6304469E-002, 1.1899327E+000, 0.0000000E+000, 8.0326887E-001, 8.0318778E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.3369897E+002
 1.8279856E+001, 0.0000000E+000,-3.7896930E-002,-2.8257713E-001,-5.0154909E-002,-1.6313408E-002, 1.1898051E+000, 0.0000000E+000, 8.0287533E-001, 8.0286275E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.3661519E+002
 1.8335758E+001, 0.0000000E+000,-3.8030980E-002,-2.8256174E-001,-5.0282219E-002,-1.6324419E-002, 1.1896824E+000, 0.0000000E+000, 8.0255857E-001, 8.0248300E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.3953113E+002
 1.8391659E+001, 0.0000000E+000,-3.8164989E-002,-2.8255211E-001,-5.0410012E-002,-1.6331719E-002, 1.1895541E+000, 0.0000000E+000, 8.0217148E-001, 8.0209523E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.4244675E+002
 1.8447561E+001, 0.0000000E+000,-3.8248403E-002,-2.8255612E-001,-5.0539755E-002,-1.6329918E-002, 1.1894364E+000, 0.0000000E+000, 8.0178414E-001, 8.0176224E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.4536204E+002
 1.8503462E+001, 0.0000000E+000,-3.8382359E-002,-2.8256947E-001,-5.0671309E-002,-1.6323078E-002, 1.1893144E+000, 0.0000000E+000, 8.0145914E-001, 8.0136820E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.4827707E+002
 1.8559364E+001, 0.0000000E+000,-3.8516291E-002,-2.8258773E-001,-5.0803569E-002,-1.6310985E-002, 1.1891777E+000, 0.0000000E+000, 8.0105061E-001, 8.0095909E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.5119178E+002
 1.8615267E+001, 0.0000000E+000,-3.8596422E-002,-2.8260659E-001,-5.0937558E-002,-1.6294650E-002, 1.1890479E+000, 0.0000000E+000, 8.0063766E-001, 8.0061267E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.5410614E+002
 1.8671167E+001, 0.0000000E+000,-3.8730312E-002,-2.8263422E-001,-5.1073335E-002,-1.6272303E-002, 1.1889201E+000, 0.0000000E+000, 8.0029940E-001, 8.0020991E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.5702022E+002
 1.8727070E+001, 0.0000000E+000,-3.8864170E-002,-2.8267739E-001,-5.1211394E-002,-1.6238295E-002, 1.1887818E+000, 0.0000000E+000, 7.9988143E-001, 7.9979051E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.5993396E+002
 1.8782970E+001, 0.0000000E+000,-3.8939018E-002,-2.8273763E-001,-5.1351382E-002,-1.6190194E-002, 1.1886538E+000, 0.0000000E+000, 7.9945597E-001, 7.9943554E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.6284736E+002
 1.8838873E+001, 0.0000000E+000,-3.9072828E-002,-2.8280507E-001,-5.1492972E-002,-1.6128146E-002, 1.1885222E+000, 0.0000000E+000, 7.9910706E-001, 7.9902314E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.6576046E+002
 1.8894773E+001, 0.0000000E+000,-3.9206614E-002,-2.8287472E-001,-5.1634948E-002,-1.6054808E-002, 1.1883785E+000, 0.0000000E+000, 7.9868661E-001, 7.9860741E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.6867322E+002
 1.8950676E+001, 0.0000000E+000,-3.9281586E-002,-2.8294513E-001,-5.1776967E-002,-1.5976029E-002, 1.1882453E+000, 0.0000000E+000, 7.9827392E-001, 7.9826558E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.7158562E+002
 1.9006578E+001, 0.0000000E+000,-3.9415306E-002,-2.8299895E-001,-5.1919820E-002,-1.5900014E-002, 1.1881093E+000, 0.0000000E+000, 7.9794305E-001, 7.9787519E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.7449772E+002
 1.9062479E+001, 0.0000000E+000,-3.9548995E-002,-2.8304355E-001,-5.2063569E-002,-1.5827340E-002, 1.1879633E+000, 0.0000000E+000, 7.9755394E-001, 7.9747982E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.7740947E+002
 1.9118382E+001, 0.0000000E+000,-3.9629005E-002,-2.8308309E-001,-5.2208031E-002,-1.5762741E-002, 1.1878257E+000, 0.0000000E+000, 7.9716610E-001, 7.9714280E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.8032085E+002
 1.9174282E+001, 0.0000000E+000,-3.9762648E-002,-2.8311581E-001,-5.2351954E-002,-1.5709393E-002, 1.1876859E+000, 0.0000000E+000, 7.9684301E-001, 7.9674611E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.8323192E+002
 1.9230185E+001, 0.0000000E+000,-3.9896273E-002,-2.8314478E-001,-5.2494620E-002,-1.5665990E-002, 1.1875352E+000, 0.0000000E+000, 7.9644453E-001, 7.9633349E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.8614262E+002
 1.9286087E+001, 0.0000000E+000,-3.9979274E-002,-2.8316176E-001,-5.2635791E-002,-1.5638133E-002, 1.1873916E+000, 0.0000000E+000, 7.9603848E-001, 7.9597663E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.8905295E+002
 1.9341988E+001, 0.0000000E+000,-4.0112816E-002,-2.8316822E-001,-5.2775530E-002,-1.5623667E-002, 1.1872515E+000, 0.0000000E+000, 7.9570026E-001, 7.9557129E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.9196296E+002
 1.9397890E+001, 0.0000000E+000,-4.0246351E-002,-2.8316119E-001,-5.2913893E-002,-1.5625485E-002, 1.1870965E+000, 0.0000000E+000, 7.9529216E-001, 7.9514956E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.9487260E+002
 1.9453791E+001, 0.0000000E+000,-4.0326050E-002,-2.8315475E-001,-5.3051247E-002,-1.5631052E-002, 1.1869570E+000, 0.0000000E+000, 7.9487273E-001, 7.9479390E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 9.9778186E+002
 1.9509693E+001, 0.0000000E+000,-4.0459533E-002,-2.8315833E-001,-5.3187910E-002,-1.5635112E-002, 1.1868195E+000, 0.0000000E+000, 7.9453000E-001, 7.9437864E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0006908E+003
 1.9565596E+001, 0.0000000E+000,-4.0592985E-002,-2.8316671E-001,-5.3324495E-002,-1.5637194E-002, 1.1866690E+000, 0.0000000E+000, 7.9410085E-001, 7.9394760E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0035994E+003
 1.9621496E+001, 0.0000000E+000,-4.0667437E-002,-2.8318031E-001,-5.3460419E-002,-1.5632984E-002, 1.1865298E+000, 0.0000000E+000, 7.9366821E-001, 7.9358864E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0065076E+003
 1.9677399E+001, 0.0000000E+000,-4.0800863E-002,-2.8319867E-001,-5.3595223E-002,-1.5625223E-002, 1.1863840E+000, 0.0000000E+000, 7.9332485E-001, 7.9316400E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0094155E+003
 1.9733299E+001, 0.0000000E+000,-4.0934282E-002,-2.8321791E-001,-5.3728981E-002,-1.5615246E-002, 1.1862245E+000, 0.0000000E+000, 7.9288291E-001, 7.9272805E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0123230E+003
 1.9789202E+001, 0.0000000E+000,-4.1008927E-002,-2.8323653E-001,-5.3862364E-002,-1.5604649E-002, 1.1860749E+000, 0.0000000E+000, 7.9244629E-001, 7.9236239E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0152301E+003
 1.9845104E+001, 0.0000000E+000,-4.1142282E-002,-2.8325644E-001,-5.3994927E-002,-1.5593475E-002, 1.1859267E+000, 0.0000000E+000, 7.9208706E-001, 7.9193962E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0181368E+003
 1.9901005E+001, 0.0000000E+000,-4.1275622E-002,-2.8327698E-001,-5.4126435E-002,-1.5584809E-002, 1.1857651E+000, 0.0000000E+000, 7.9164868E-001, 7.9150127E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0210432E+003
 1.9956907E+001, 0.0000000E+000,-4.1355280E-002,-2.8330193E-001,-5.4257225E-002,-1.5571905E-002, 1.1856178E+000, 0.0000000E+000, 7.9120686E-001, 7.9113147E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0239492E+003
 2.0000000E+001, 0.0000000E+000,-4.1458032E-002,-2.8331103E-001,-5.4353130E-002,-1.5559715E-002, 1.1855062E+000, 0.0000000E+000, 7.9088024E-001, 7.9082425E-001, 0.0000000E+000, 3.6500000E-002, 0.0000000E+000, 1.0261891E+003
