s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 8.8023195E+002, 2.0141554E+001, 2.0128929E+001, 2.0143836E+001, 2.0171653E+001, 2.0168924E+001, 2.5629670E+001, 3.9239953E+001, 8.2306741E+001, 9.1436680E+001, 9.2821069E+001, 9.7044563E+001, 9.7936711E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4157792E-001, 7.4875193E-001, 7.8233912E-001, 6.7193767E-001, 6.2646388E-001, 5.6665622E-001, 2.2201849E-001, 5.2134718E-001, 8.0771762E-001, 7.9144368E-001, 1.3853159E+000, 1.5774957E+000, 1.2868858E+000, 1.0120679E+000, 6.3922014E-001
 8.8212923E+002, 2.0151070E+001, 2.0126881E+001, 2.0143882E+001, 2.0162137E+001, 2.0161062E+001, 2.7148530E+001, 4.1345386E+001, 7.9942646E+001, 9.1228989E+001, 9.2640137E+001, 9.7464783E+001, 9.8094388E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0745613E-001, 8.2598494E-001, 7.7364463E-001, 6.8466101E-001, 6.4675472E-001, 5.3515189E-001, 1.6338592E-001, 5.4187207E-001, 8.4659177E-001, 8.3010351E-001, 1.3235295E+000, 1.6444932E+000, 1.3371204E+000, 1.0471363E+000, 7.3740022E-001
 8.8381571E+002, 2.0179120E+001, 2.0129662E+001, 2.0147726E+001, 2.0156366E+001, 2.0161760E+001, 2.9273131E+001, 4.4008950E+001, 7.9727639E+001, 9.0841229E+001, 9.3228266E+001, 9.7381274E+001, 9.8157034E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9768438E-001, 8.3060076E-001, 6.7687639E-001, 7.2259500E-001, 6.5292956E-001, 4.9318170E-001, 1.0015350E-001, 5.3799845E-001, 8.3458302E-001, 8.9819476E-001, 1.3640777E+000, 1.6248456E+000, 1.4230897E+000, 1.0669263E+000, 6.7656701E-001
 8.8571300E+002, 2.0224286E+001, 2.0137385E+001, 2.0149084E+001, 2.0153933E+001, 2.0164310E+001, 3.0902375E+001, 4.6492473E+001, 8.1769189E+001, 9.1974438E+001, 9.4120771E+001, 9.6520047E+001, 9.8135143E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.2117884E-001, 7.1738940E-001, 6.3342494E-001, 7.2907601E-001, 6.4186345E-001, 4.5004410E-001, 5.8908076E-002, 5.3767831E-001, 7.9205420E-001, 8.8280519E-001, 1.3613092E+000, 1.6111521E+000, 1.5067563E+000, 1.0014244E+000, 5.4658241E-001
 8.8761028E+002, 2.0215064E+001, 2.0139332E+001, 2.0144930E+001, 2.0152366E+001, 2.0169780E+001, 3.2510108E+001, 4.9329674E+001, 8.5153681E+001, 9.3552845E+001, 9.4339770E+001, 9.5467401E+001, 9.8005175E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2705011E-001, 6.3479052E-001, 6.9690152E-001, 7.0009503E-001, 6.2251427E-001, 4.0631213E-001, 1.1965040E-001, 5.8339367E-001, 7.8493260E-001, 8.8010142E-001, 1.2502499E+000, 1.5575768E+000, 1.5506224E+000, 8.0843802E-001, 4.0202358E-001
 8.8929676E+002, 2.0166149E+001, 2.0134171E+001, 2.0139792E+001, 2.0149721E+001, 2.0204320E+001, 3.3580962E+001, 5.3768563E+001, 8.9157709E+001, 9.4239724E+001, 9.3775216E+001, 9.4195946E+001, 9.7716960E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2854352E-001, 7.0209715E-001, 7.7262910E-001, 6.7375484E-001, 6.0007076E-001, 3.7665771E-001, 2.1702448E-001, 6.3899524E-001, 7.8021517E-001, 9.4161853E-001, 1.1427976E+000, 1.5123208E+000, 1.5300032E+000, 7.3089562E-001, 3.1742622E-001
 8.9119405E+002, 2.0180313E+001, 2.0128287E+001, 2.0136381E+001, 2.0154472E+001, 2.0285526E+001, 3.4439737E+001, 5.9790420E+001, 9.1851707E+001, 9.4008140E+001, 9.3249285E+001, 9.3750768E+001, 9.7778310E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4239909E-001, 8.0241947E-001, 7.7864320E-001, 6.5708903E-001, 5.9733073E-001, 3.6555788E-001, 3.0457210E-001, 6.4396269E-001, 7.7792318E-001, 9.3624364E-001, 1.2944164E+000, 1.5252302E+000, 1.4991228E+000, 7.1943300E-001, 3.3336867E-001
 8.9288052E+002, 2.0247197E+001, 2.0131873E+001, 2.0133814E+001, 2.0178012E+001, 2.0406411E+001, 3.5056358E+001, 6.5329355E+001, 9.2459313E+001, 9.3466486E+001, 9.3086905E+001, 9.5055218E+001, 9.8543946E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0945149E-001, 8.2436297E-001, 7.5616458E-001, 6.5413506E-001, 6.2585556E-001, 3.7003957E-001, 3.6937104E-001, 6.2351049E-001, 7.7712348E-001, 8.7355270E-001, 1.3839627E+000, 1.5984518E+000, 1.4708215E+000, 6.8474303E-001, 3.8808327E-001
 8.9473142E+002, 2.0291367E+001, 2.0132999E+001, 2.0132417E+001, 2.0236657E+001, 2.0510819E+001, 3.5493277E+001, 6.7642717E+001, 9.1995513E+001, 9.3126973E+001, 9.2865739E+001, 9.5896230E+001, 9.8795059E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.2508443E-001, 7.9934607E-001, 7.6758588E-001, 6.7578609E-001, 6.7714201E-001, 3.9025927E-001, 4.0520627E-001, 6.3729381E-001, 7.8047560E-001, 8.5346381E-001, 1.3473525E+000, 1.6382713E+000, 1.4595652E+000, 6.2935520E-001, 4.5000083E-001
 8.9641995E+002, 2.0237039E+001, 2.0126143E+001, 2.0131581E+001, 2.0347602E+001, 2.0515300E+001, 3.5967045E+001, 6.6784682E+001, 9.0799819E+001, 9.3300062E+001, 9.2655758E+001, 9.5489730E+001, 9.8539841E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0432553E-001, 8.0785121E-001, 8.0339486E-001, 7.2547828E-001, 7.1754616E-001, 4.2873365E-001, 4.0466730E-001, 6.6802315E-001, 7.5912298E-001, 8.5855708E-001, 1.2773653E+000, 1.5434444E+000, 1.4407978E+000, 5.3990352E-001, 5.6130560E-001
 8.9837114E+002, 2.0163938E+001, 2.0119613E+001, 2.0136519E+001, 2.0411904E+001, 2.0444447E+001, 3.7028719E+001, 6.4724496E+001, 8.9730242E+001, 9.3256793E+001, 9.1806023E+001, 9.4155984E+001, 9.8142120E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2581979E-001, 8.1305024E-001, 8.2320813E-001, 7.7252045E-001, 7.0213155E-001, 4.6795988E-001, 3.6253734E-001, 6.7940866E-001, 7.5472357E-001, 8.9253377E-001, 1.1933994E+000, 1.3821929E+000, 1.3734156E+000, 3.8961560E-001, 6.8894238E-001
 9.0002215E+002, 2.0161462E+001, 2.0119909E+001, 2.0130661E+001, 2.0397224E+001, 2.0373628E+001, 3.8797566E+001, 6.2284239E+001, 8.9324321E+001, 9.1776564E+001, 9.0008493E+001, 9.4722636E+001, 9.7700475E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.2426482E-001, 7.9040405E-001, 7.9767776E-001, 7.7338331E-001, 6.5035175E-001, 4.7760965E-001, 2.9377795E-001, 6.6785043E-001, 8.2122418E-001, 9.5400828E-001, 1.1309627E+000, 1.4187694E+000, 1.3886448E+000, 2.7030385E-001, 7.2437006E-001
 9.0187954E+002, 2.0189102E+001, 2.0121896E+001, 2.0122478E+001, 2.0350234E+001, 2.0310684E+001, 3.9554706E+001, 6.0608886E+001, 8.9396995E+001, 9.0159286E+001, 8.9065907E+001, 9.4499680E+001, 9.7289316E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8417716E-001, 7.8862702E-001, 7.5052737E-001, 7.2354505E-001, 6.2451875E-001, 4.5389168E-001, 2.2649544E-001, 6.5567515E-001, 8.9504861E-001, 1.0138194E+000, 1.1655157E+000, 1.4936204E+000, 1.4193166E+000, 2.7075244E-001, 6.7292975E-001
 9.0376050E+002, 2.0203736E+001, 2.0123892E+001, 2.0131060E+001, 2.0290398E+001, 2.0266824E+001, 3.8536781E+001, 5.8663554E+001, 8.9863755E+001, 8.9384128E+001, 8.8714640E+001, 9.3756635E+001, 9.7052496E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3690608E-001, 8.3491648E-001, 7.4992695E-001, 6.7505848E-001, 6.3226646E-001, 4.2677964E-001, 1.7588007E-001, 6.5138138E-001, 8.7978309E-001, 1.0145671E+000, 1.2978033E+000, 1.5274989E+000, 1.3926548E+000, 3.9710555E-001, 6.0599110E-001
 9.0545629E+002, 2.0170043E+001, 2.0125257E+001, 2.0137844E+001, 2.0244979E+001, 2.0230269E+001, 3.6113240E+001, 5.5314798E+001, 9.0196400E+001, 8.9250156E+001, 8.8656114E+001, 9.4391497E+001, 9.7262972E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7332911E-001, 8.6381664E-001, 7.8597307E-001, 6.7911852E-001, 6.6215671E-001, 4.3767865E-001, 1.4349970E-001, 6.6238140E-001, 7.9927419E-001, 9.7605876E-001, 1.2853624E+000, 1.4848924E+000, 1.3853703E+000, 5.5325137E-001, 6.1405740E-001
 9.0723283E+002, 2.0171331E+001, 2.0128040E+001, 2.0134973E+001, 2.0212499E+001, 2.0202023E+001, 3.2087170E+001, 5.1785663E+001, 9.0309030E+001, 8.9588071E+001, 8.8727770E+001, 9.4875299E+001, 9.7307699E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0358703E-001, 8.4814663E-001, 7.8485731E-001, 7.0702784E-001, 6.9242273E-001, 4.9154163E-001, 1.0703609E-001, 6.6410502E-001, 7.7022993E-001, 9.9076447E-001, 1.1967847E+000, 1.4274163E+000, 1.4318469E+000, 6.7422878E-001, 6.4318443E-001
 9.0900937E+002, 2.0199246E+001, 2.0129852E+001, 2.0130736E+001, 2.0193311E+001, 2.0187297E+001, 2.8436491E+001, 4.9639320E+001, 8.9982318E+001, 9.0051837E+001, 8.8975208E+001, 9.5315540E+001, 9.7262559E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8188192E-001, 8.2161674E-001, 7.5981046E-001, 7.3010766E-001, 6.8819625E-001, 5.4875707E-001, 6.1942887E-002, 6.2119542E-001, 7.7766329E-001, 1.0312089E+000, 1.2825347E+000, 1.5177818E+000, 1.5240316E+000, 6.5283063E-001, 6.2810520E-001
 9.1100798E+002, 2.0251274E+001, 2.0129375E+001, 2.0126061E+001, 2.0179330E+001, 2.0178421E+001, 2.6478414E+001, 4.9354191E+001, 8.9075393E+001, 8.9816291E+001, 8.9319513E+001, 9.5877920E+001, 9.7155863E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0130340E-001, 8.1920352E-001, 7.6076426E-001, 7.2674137E-001, 6.3895279E-001, 5.5366586E-001, 5.9082429E-002, 5.7440717E-001, 7.2620731E-001, 1.0193594E+000, 1.3218024E+000, 1.5733417E+000, 1.5378602E+000, 4.3667464E-001, 5.6388317E-001
 9.1270620E+002, 2.0272733E+001, 2.0128155E+001, 2.0123949E+001, 2.0170340E+001, 2.0176674E+001, 2.6256756E+001, 5.0239315E+001, 8.8056407E+001, 8.8410515E+001, 8.9364339E+001, 9.6132932E+001, 9.6845254E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0170066E-001, 8.0229591E-001, 7.8506724E-001, 7.0115983E-001, 5.8806594E-001, 5.0856711E-001, 8.4608964E-002, 5.8076095E-001, 6.8779883E-001, 9.4425175E-001, 1.2633800E+000, 1.5345427E+000, 1.5105690E+000, 2.3748395E-001, 5.1591361E-001
 9.1445792E+002, 2.0212943E+001, 2.0128790E+001, 2.0123840E+001, 2.0167696E+001, 2.0182028E+001, 2.7508516E+001, 5.2731939E+001, 8.7234344E+001, 8.7388968E+001, 8.9324908E+001, 9.6938842E+001, 9.6996656E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0164357E-001, 7.5940779E-001, 7.6848086E-001, 6.8654935E-001, 5.5471377E-001, 4.7256214E-001, 9.0051862E-002, 6.1548230E-001, 7.0546735E-001, 8.8695834E-001, 1.2605525E+000, 1.4957942E+000, 1.4821390E+000, 7.0624967E-001, 5.0243626E-001
 9.1620965E+002, 2.0186969E+001, 2.0132624E+001, 2.0126704E+001, 2.0164814E+001, 2.0182483E+001, 2.9618498E+001, 5.7102359E+001, 8.5586115E+001, 8.7364659E+001, 9.0803337E+001, 9.7859014E+001, 9.7378694E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6203987E-001, 7.3339263E-001, 7.3681017E-001, 7.0495892E-001, 5.4744135E-001, 4.7173465E-001, 8.6962893E-002, 6.2948578E-001, 7.0357975E-001, 8.8697888E-001, 1.3475256E+000, 1.5848703E+000, 1.5903404E+000, 1.0508999E+000, 4.6172505E-001
 9.1818035E+002, 2.0216911E+001, 2.0138940E+001, 2.0130944E+001, 2.0158798E+001, 2.0185723E+001, 3.2749724E+001, 6.2809106E+001, 8.3595433E+001, 8.8250406E+001, 9.1830173E+001, 9.7088416E+001, 9.7556257E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6788946E-001, 7.6150276E-001, 7.4762554E-001, 7.2865217E-001, 5.7522105E-001, 4.8453208E-001, 1.3313592E-001, 6.2093674E-001, 6.6522872E-001, 8.2563230E-001, 1.2612968E+000, 1.5407079E+000, 1.6374882E+000, 8.6830417E-001, 4.5924565E-001
 9.1993208E+002, 2.0234206E+001, 2.0141528E+001, 2.0132887E+001, 2.0153930E+001, 2.0189424E+001, 3.7171584E+001, 6.7812906E+001, 8.2667685E+001, 8.8399836E+001, 9.1707720E+001, 9.5829805E+001, 9.7677243E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7545894E-001, 8.3243960E-001, 7.9851324E-001, 6.9549366E-001, 6.2858257E-001, 4.7276447E-001, 2.4595353E-001, 6.4013233E-001, 6.3371618E-001, 7.1623182E-001, 1.1449029E+000, 1.4663287E+000, 1.6135032E+000, 6.2156783E-001, 5.1585601E-001
 9.2168381E+002, 2.0227062E+001, 2.0141605E+001, 2.0131219E+001, 2.0159630E+001, 2.0193540E+001, 4.0619373E+001, 7.0692824E+001, 8.2485478E+001, 8.7815686E+001, 9.0947079E+001, 9.5911214E+001, 9.8237652E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8209889E-001, 8.0978612E-001, 7.9724079E-001, 6.2194344E-001, 6.7129801E-001, 4.2247761E-001, 3.7793365E-001, 6.5122256E-001, 6.1824864E-001, 6.9150452E-001, 1.1175798E+000, 1.4440186E+000, 1.5473806E+000, 7.2308703E-001, 5.1898615E-001
 9.2343554E+002, 2.0236287E+001, 2.0139676E+001, 2.0129833E+001, 2.0163203E+001, 2.0195714E+001, 4.3236581E+001, 7.2567778E+001, 8.2753141E+001, 8.6811029E+001, 9.0343332E+001, 9.6282198E+001, 9.8539119E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4648951E-001, 7.6524912E-001, 7.7818083E-001, 5.6952311E-001, 6.6622222E-001, 3.4265791E-001, 4.9594467E-001, 6.3528496E-001, 6.3272878E-001, 7.0688319E-001, 1.1448145E+000, 1.4315359E+000, 1.5383096E+000, 9.0441619E-001, 4.5944098E-001
 9.2540623E+002, 2.0209200E+001, 2.0137608E+001, 2.0135806E+001, 2.0157546E+001, 2.0200762E+001, 4.6020742E+001, 7.3599902E+001, 8.3221347E+001, 8.5726917E+001, 8.9339778E+001, 9.6214590E+001, 9.8400166E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.5353439E-001, 7.3162507E-001, 7.5295698E-001, 5.6938695E-001, 6.0941055E-001, 2.3952872E-001, 5.5936807E-001, 6.5348511E-001, 7.0263991E-001, 7.5115922E-001, 1.1331442E+000, 1.3716191E+000, 1.5767103E+000, 9.7793792E-001, 3.6270382E-001
 9.2715796E+002, 2.0160057E+001, 2.0138635E+001, 2.0143758E+001, 2.0147271E+001, 2.0208171E+001, 4.9511302E+001, 7.3117866E+001, 8.2749398E+001, 8.4935946E+001, 8.8106478E+001, 9.5640735E+001, 9.7948925E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8956848E-001, 6.8075405E-001, 6.8470266E-001, 6.1473888E-001, 5.6789355E-001, 1.3322865E-001, 5.3581705E-001, 6.2887238E-001, 7.3907453E-001, 8.4727358E-001, 1.2022990E+000, 1.4716269E+000, 1.6339582E+000, 8.5743671E-001, 3.5606381E-001
 9.2897072E+002, 2.0155252E+001, 2.0140625E+001, 2.0146284E+001, 2.0142551E+001, 2.0207710E+001, 5.0949383E+001, 7.1828267E+001, 8.1699021E+001, 8.4355514E+001, 8.7535394E+001, 9.4940399E+001, 9.7302262E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6681364E-001, 7.0375491E-001, 6.4681011E-001, 6.6590793E-001, 5.9797702E-001, 5.4869910E-002, 4.7202950E-001, 5.4025521E-001, 6.9848186E-001, 8.8363327E-001, 1.2005829E+000, 1.5654332E+000, 1.6565329E+000, 7.1015344E-001, 4.0400864E-001
 9.3075081E+002, 2.0163542E+001, 2.0139078E+001, 2.0143353E+001, 2.0143400E+001, 2.0203947E+001, 4.9166642E+001, 6.8694583E+001, 8.0933073E+001, 8.3937545E+001, 8.7265381E+001, 9.4556416E+001, 9.6709555E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5619938E-001, 7.6120669E-001, 7.0055863E-001, 6.9353484E-001, 6.6089457E-001, 4.2809147E-002, 4.4536964E-001, 5.6678648E-001, 6.8194240E-001, 8.6388099E-001, 1.1719829E+000, 1.4802316E+000, 1.6357038E+000, 7.9811719E-001, 4.2546814E-001
 9.3260586E+002, 2.0180717E+001, 2.0132724E+001, 2.0135542E+001, 2.0142551E+001, 2.0211824E+001, 4.5187883E+001, 6.2582119E+001, 8.0561299E+001, 8.3417644E+001, 8.6944133E+001, 9.4524790E+001, 9.6282261E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7952740E-001, 8.3689743E-001, 7.9828362E-001, 6.9715062E-001, 6.7946229E-001, 1.1042652E-001, 4.5974896E-001, 5.8151611E-001, 7.2507938E-001, 8.1247199E-001, 1.1376535E+000, 1.3559235E+000, 1.5474060E+000, 9.8289545E-001, 4.5502782E-001
 9.3425479E+002, 2.0190385E+001, 2.0126717E+001, 2.0130427E+001, 2.0138987E+001, 2.0208647E+001, 3.9518553E+001, 5.5734062E+001, 8.0309655E+001, 8.2744418E+001, 8.7198189E+001, 9.4545862E+001, 9.5975903E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4978527E-001, 8.8425281E-001, 8.2493613E-001, 6.8453431E-001, 6.4441817E-001, 2.1617381E-001, 4.3931610E-001, 6.1619874E-001, 7.5992298E-001, 7.5597200E-001, 1.1099432E+000, 1.2999518E+000, 1.5016241E+000, 9.1753282E-001, 5.0380435E-001
 9.3615106E+002, 2.0170708E+001, 2.0130289E+001, 2.0134448E+001, 2.0136679E+001, 2.0188908E+001, 3.2364505E+001, 4.9251139E+001, 7.9407216E+001, 8.2163246E+001, 8.7363571E+001, 9.4391546E+001, 9.5699004E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8165376E-001, 8.2263036E-001, 7.7829962E-001, 6.6286091E-001, 5.9791079E-001, 3.3059171E-001, 3.5686079E-001, 6.7097683E-001, 7.6131201E-001, 8.0076588E-001, 1.1292077E+000, 1.3840375E+000, 1.5022988E+000, 7.2391782E-001, 5.2058733E-001
 9.3796488E+002, 2.0147142E+001, 2.0136192E+001, 2.0141814E+001, 2.0138555E+001, 2.0165790E+001, 2.6831532E+001, 4.3064681E+001, 7.8112702E+001, 8.1351318E+001, 8.6623871E+001, 9.4118173E+001, 9.5877556E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8198869E-001, 7.4305960E-001, 7.2092071E-001, 6.4147026E-001, 5.6226851E-001, 4.1632419E-001, 2.4171466E-001, 6.9073636E-001, 7.1093760E-001, 8.6382704E-001, 1.1273228E+000, 1.4624704E+000, 1.5302236E+000, 6.6330457E-001, 4.7038188E-001
 9.3978666E+002, 2.0149981E+001, 2.0140267E+001, 2.0148643E+001, 2.0148084E+001, 2.0155480E+001, 2.4331322E+001, 3.8230982E+001, 7.7739465E+001, 8.0820121E+001, 8.5578562E+001, 9.4291678E+001, 9.6360025E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.5875975E-001, 7.4578007E-001, 6.7387435E-001, 6.2493720E-001, 5.3811214E-001, 4.5575102E-001, 1.4107520E-001, 6.9436780E-001, 6.8074731E-001, 8.0733288E-001, 1.1095996E+000, 1.4345549E+000, 1.5774854E+000, 6.8347286E-001, 4.0175303E-001
 9.4154594E+002, 2.0159188E+001, 2.0142173E+001, 2.0149228E+001, 2.0160567E+001, 2.0152707E+001, 2.2882521E+001, 3.4727785E+001, 7.7818307E+001, 8.1409791E+001, 8.5414471E+001, 9.4780162E+001, 9.6620171E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7651579E-001, 7.5906253E-001, 6.7870873E-001, 6.1698251E-001, 5.3034328E-001, 4.7568353E-001, 1.1165133E-001, 6.8655866E-001, 7.2854544E-001, 8.0313164E-001, 1.1323243E+000, 1.4422431E+000, 1.5514505E+000, 6.4288177E-001, 3.2885215E-001
 9.4334431E+002, 2.0176342E+001, 2.0142900E+001, 2.0145923E+001, 2.0173937E+001, 2.0150623E+001, 2.1912065E+001, 3.2305582E+001, 7.7532282E+001, 8.2608925E+001, 8.6459440E+001, 9.5154448E+001, 9.7097565E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8892979E-001, 7.5250463E-001, 7.3280331E-001, 6.2435808E-001, 5.3564717E-001, 4.7912027E-001, 1.7953798E-001, 6.8437632E-001, 8.1822160E-001, 8.5530677E-001, 1.2204275E+000, 1.5088654E+000, 1.4906288E+000, 5.7260409E-001, 3.1980996E-001
 9.4506449E+002, 2.0214393E+001, 2.0146021E+001, 2.0139205E+001, 2.0177011E+001, 2.0144520E+001, 2.1271350E+001, 3.1082977E+001, 7.7494143E+001, 8.4800925E+001, 8.7734538E+001, 9.5498983E+001, 9.7307514E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.5335370E-001, 7.5685752E-001, 7.6980757E-001, 6.4426002E-001, 5.4527990E-001, 4.7098665E-001, 2.5916505E-001, 7.1906061E-001, 8.5894692E-001, 8.3268848E-001, 1.2176840E+000, 1.5261987E+000, 1.4711743E+000, 5.4163741E-001, 3.7157902E-001
 9.4699969E+002, 2.0248302E+001, 2.0148425E+001, 2.0135039E+001, 2.0168849E+001, 2.0138089E+001, 2.0956564E+001, 3.3081264E+001, 7.9569172E+001, 8.7233285E+001, 8.9324236E+001, 9.4722510E+001, 9.7427326E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2698624E-001, 7.4737888E-001, 7.5788898E-001, 6.5589967E-001, 5.7491649E-001, 5.0321399E-001, 3.0087957E-001, 8.2120863E-001, 8.2440849E-001, 8.0134997E-001, 1.2793831E+000, 1.5685645E+000, 1.4373748E+000, 5.2030860E-001, 3.2259552E-001
 9.4871987E+002, 2.0255630E+001, 2.0144440E+001, 2.0131656E+001, 2.0156933E+001, 2.0131860E+001, 2.1476820E+001, 3.8309761E+001, 8.2147374E+001, 8.7522479E+001, 8.9798172E+001, 9.4631813E+001, 9.8090580E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3408133E-001, 7.0675181E-001, 7.4144500E-001, 6.4421409E-001, 6.2249144E-001, 5.8354991E-001, 2.9911322E-001, 9.4255119E-001, 7.6413458E-001, 8.3713790E-001, 1.4048516E+000, 1.4971805E+000, 1.4038263E+000, 5.1771161E-001, 1.6877945E-001
 9.5044005E+002, 2.0231310E+001, 2.0140014E+001, 2.0130347E+001, 2.0144771E+001, 2.0130125E+001, 2.3709926E+001, 4.3625457E+001, 8.3743440E+001, 8.7190945E+001, 9.0497357E+001, 9.6799716E+001, 9.8411252E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1453749E-001, 6.9390253E-001, 7.2981701E-001, 6.2083130E-001, 6.6141917E-001, 6.4997831E-001, 3.0076393E-001, 9.4000449E-001, 7.2736669E-001, 9.0617545E-001, 1.2845252E+000, 1.4873596E+000, 1.3871634E+000, 5.5144082E-001, 6.2429653E-002
 9.5237525E+002, 2.0180307E+001, 2.0136217E+001, 2.0130883E+001, 2.0136300E+001, 2.0132783E+001, 2.6392423E+001, 4.9985147E+001, 8.4464650E+001, 8.8935022E+001, 9.4938942E+001, 9.7499854E+001, 9.8517862E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.6094915E-001, 7.1107135E-001, 7.0559077E-001, 6.0607625E-001, 6.9220847E-001, 6.6493139E-001, 3.2486161E-001, 8.8026076E-001, 7.0743255E-001, 9.1029331E-001, 1.3334000E+000, 1.5396644E+000, 1.4153887E+000, 4.9696122E-001, 6.9798448E-002
 9.5409543E+002, 2.0155588E+001, 2.0133665E+001, 2.0130957E+001, 2.0133603E+001, 2.0138169E+001, 2.9418540E+001, 5.6064424E+001, 8.6186344E+001, 9.3372026E+001, 9.6874525E+001, 9.7066374E+001, 9.8176458E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.6381174E-001, 7.1397228E-001, 6.8356992E-001, 6.2338019E-001, 7.2065605E-001, 6.1961225E-001, 3.2331880E-001, 8.7659542E-001, 7.3711952E-001, 9.1097143E-001, 1.3708312E+000, 1.5460373E+000, 1.4394072E+000, 4.3775625E-001, 1.8628906E-001
 9.5589270E+002, 2.0155517E+001, 2.0132507E+001, 2.0130636E+001, 2.0130296E+001, 2.0146399E+001, 3.2659425E+001, 5.9652327E+001, 8.9547141E+001, 9.5380512E+001, 9.6468828E+001, 9.6350938E+001, 9.6922359E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1735121E-001, 6.9783834E-001, 6.9823360E-001, 6.6644703E-001, 7.3464730E-001, 5.5454716E-001, 3.1979566E-001, 9.0769062E-001, 8.0994678E-001, 9.8660025E-001, 1.2340197E+000, 1.4802722E+000, 1.4126312E+000, 3.5543224E-001, 2.4542284E-001
 9.5776705E+002, 2.0177199E+001, 2.0132594E+001, 2.0129452E+001, 2.0126180E+001, 2.0158910E+001, 3.5034084E+001, 6.3708009E+001, 9.1226276E+001, 9.5167979E+001, 9.5486230E+001, 9.4726375E+001, 9.5363976E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7573281E-001, 6.9851370E-001, 7.6644141E-001, 6.9783669E-001, 7.1231094E-001, 4.9815742E-001, 3.6661079E-001, 8.8898930E-001, 8.5377290E-001, 1.0062835E+000, 1.1533478E+000, 1.5105683E+000, 1.4109755E+000, 2.6976897E-001, 2.3705498E-001
