s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 2.9536767E+002, 2.0240828E+001, 2.0154186E+001, 2.0131051E+001, 2.0155474E+001, 2.0275163E+001, 3.1818075E+001, 5.2133918E+001, 6.6973559E+001, 7.3642138E+001, 7.6859838E+001, 8.0205504E+001, 8.3344705E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3000725E-001, 7.2039667E-001, 7.1265448E-001, 6.7118506E-001, 6.1551502E-001, 3.3672863E-001, 1.9759585E-001, 5.1181654E-001, 6.2131306E-001, 7.5140270E-001, 1.1872374E+000, 1.3395503E+000, 1.2311864E+000, 1.7381531E-001, 4.3979570E-001
 2.9717280E+002, 2.0233353E+001, 2.0162230E+001, 2.0131441E+001, 2.0161363E+001, 2.0320408E+001, 2.9411147E+001, 5.2441824E+001, 6.8745730E+001, 7.4865237E+001, 7.8109764E+001, 8.1216452E+001, 8.4145151E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2852424E-001, 7.3558559E-001, 7.1948532E-001, 6.7595333E-001, 6.4584196E-001, 3.8655770E-001, 2.0147641E-001, 5.5226511E-001, 6.7513643E-001, 8.7335901E-001, 1.2200924E+000, 1.3784432E+000, 1.2217303E+000, 2.3373220E-001, 4.8463800E-001
 2.9897794E+002, 2.0214567E+001, 2.0156350E+001, 2.0132981E+001, 2.0169829E+001, 2.0327146E+001, 2.7524622E+001, 5.3079807E+001, 6.8992679E+001, 7.5104966E+001, 7.8759368E+001, 8.1992947E+001, 8.4850613E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9600776E-001, 7.2186474E-001, 7.1913269E-001, 6.7643011E-001, 6.6019884E-001, 4.3006030E-001, 2.0705808E-001, 5.6055882E-001, 7.1613438E-001, 9.3420699E-001, 1.2683511E+000, 1.3928230E+000, 1.2183902E+000, 2.4261816E-001, 4.5133101E-001
 3.0078308E+002, 2.0183537E+001, 2.0138677E+001, 2.0132512E+001, 2.0168971E+001, 2.0280837E+001, 2.6592350E+001, 5.3721902E+001, 6.8536373E+001, 7.4267975E+001, 7.8898402E+001, 8.2726778E+001, 8.5061119E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5419420E-001, 6.9679086E-001, 7.0025671E-001, 6.6501417E-001, 6.3969577E-001, 4.5624714E-001, 2.1023056E-001, 5.6050694E-001, 7.4148389E-001, 9.4837872E-001, 1.3074493E+000, 1.4469740E+000, 1.2279929E+000, 1.6084031E-001, 3.7091845E-001
 3.0258821E+002, 2.0155993E+001, 2.0129423E+001, 2.0132022E+001, 2.0160279E+001, 2.0200493E+001, 2.6851162E+001, 5.4216131E+001, 6.8313118E+001, 7.3594751E+001, 7.9925085E+001, 8.2728003E+001, 8.4737221E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5596060E-001, 6.7012616E-001, 6.8154136E-001, 6.3520513E-001, 6.1305640E-001, 4.6887938E-001, 2.1584513E-001, 5.6762955E-001, 6.9437541E-001, 9.1943670E-001, 1.2136065E+000, 1.4492519E+000, 1.2327519E+000, 1.4003231E-001, 3.3863854E-001
 3.0441341E+002, 2.0142237E+001, 2.0124278E+001, 2.0133665E+001, 2.0153656E+001, 2.0158225E+001, 2.7846414E+001, 5.4692244E+001, 6.8510545E+001, 7.4348010E+001, 8.0985575E+001, 8.2047041E+001, 8.3945616E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9243022E-001, 6.6009697E-001, 6.7016817E-001, 6.0376164E-001, 6.0009172E-001, 4.6830494E-001, 2.3445385E-001, 5.7893147E-001, 6.5732593E-001, 8.6386822E-001, 1.0881107E+000, 1.4380176E+000, 1.2312096E+000, 2.3040029E-001, 4.4547798E-001
 3.0614975E+002, 2.0133826E+001, 2.0120056E+001, 2.0134214E+001, 2.0152441E+001, 2.0147031E+001, 2.9345568E+001, 5.5547279E+001, 6.9131930E+001, 7.5882585E+001, 8.1519869E+001, 8.0441314E+001, 8.3545484E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2110895E-001, 6.8333115E-001, 6.5511218E-001, 5.8974683E-001, 5.9761317E-001, 4.5294831E-001, 2.6122141E-001, 5.5176130E-001, 6.6545394E-001, 8.5733096E-001, 1.1301355E+000, 1.4569460E+000, 1.2603400E+000, 2.9517851E-001, 5.9083515E-001
 3.0789712E+002, 2.0134456E+001, 2.0117247E+001, 2.0132937E+001, 2.0147406E+001, 2.0152638E+001, 3.1388108E+001, 5.6721234E+001, 7.0150138E+001, 7.7237559E+001, 8.1483769E+001, 8.0271878E+001, 8.3442219E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2590393E-001, 7.1450480E-001, 6.5077545E-001, 5.9284529E-001, 6.0163604E-001, 4.2645953E-001, 2.8204859E-001, 4.7338620E-001, 6.4722803E-001, 8.7219063E-001, 1.2331134E+000, 1.4181490E+000, 1.3523755E+000, 3.8787794E-001, 6.3952974E-001
 3.0961495E+002, 2.0146665E+001, 2.0117925E+001, 2.0131517E+001, 2.0143723E+001, 2.0161741E+001, 3.3357707E+001, 5.8296617E+001, 7.1188500E+001, 7.7858812E+001, 8.1024290E+001, 8.0961953E+001, 8.3193458E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0239093E-001, 7.2580546E-001, 6.6656342E-001, 6.1589571E-001, 6.0774860E-001, 3.9729047E-001, 2.9621467E-001, 4.3285981E-001, 6.5004817E-001, 8.5929378E-001, 1.2235705E+000, 1.3503361E+000, 1.3665229E+000, 5.0556420E-001, 5.7485500E-001
 3.1153188E+002, 2.0161757E+001, 2.0121293E+001, 2.0131382E+001, 2.0139522E+001, 2.0167923E+001, 3.4673110E+001, 5.9718129E+001, 7.1872888E+001, 7.8385093E+001, 8.0662153E+001, 8.1708482E+001, 8.2799616E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.6238162E-001, 6.9927300E-001, 6.6599631E-001, 6.4737729E-001, 6.1169980E-001, 3.7339048E-001, 3.1026278E-001, 4.9222950E-001, 6.9739041E-001, 8.3914683E-001, 1.1735464E+000, 1.3691878E+000, 1.3522083E+000, 6.0165224E-001, 4.8293244E-001
 3.1334122E+002, 2.0155224E+001, 2.0124031E+001, 2.0132642E+001, 2.0133144E+001, 2.0175661E+001, 3.5611561E+001, 6.0352455E+001, 7.2204916E+001, 7.9174449E+001, 8.1487732E+001, 8.2310992E+001, 8.2773787E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5115451E-001, 6.6257812E-001, 6.5355844E-001, 6.5201436E-001, 6.0800919E-001, 3.6330061E-001, 3.2139330E-001, 5.6260079E-001, 7.4725675E-001, 8.3054069E-001, 1.1603126E+000, 1.4463319E+000, 1.3063333E+000, 6.4975549E-001, 4.2066784E-001
 3.1509372E+002, 2.0147458E+001, 2.0124333E+001, 2.0131408E+001, 2.0133333E+001, 2.0185706E+001, 3.6065577E+001, 6.0335151E+001, 7.2909576E+001, 7.9821402E+001, 8.2168186E+001, 8.2676523E+001, 8.3181395E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7929015E-001, 6.6815169E-001, 6.6142604E-001, 6.1456341E-001, 6.0305685E-001, 3.6255150E-001, 3.2306311E-001, 5.9418725E-001, 7.5265986E-001, 8.5229117E-001, 1.0732254E+000, 1.3791141E+000, 1.2500829E+000, 6.7197404E-001, 3.8167695E-001
 3.1683497E+002, 2.0146560E+001, 2.0121742E+001, 2.0129291E+001, 2.0134559E+001, 2.0188350E+001, 3.6221492E+001, 6.0353487E+001, 7.4108773E+001, 8.0063216E+001, 8.2483523E+001, 8.3519649E+001, 8.3624271E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0642202E-001, 7.0807589E-001, 6.8471167E-001, 5.8953650E-001, 6.1374668E-001, 3.6632211E-001, 3.1338337E-001, 5.8945861E-001, 7.3716325E-001, 8.5866534E-001, 1.0138807E+000, 1.2998749E+000, 1.2106157E+000, 7.0064362E-001, 3.4282693E-001
 3.1863427E+002, 2.0146718E+001, 2.0118902E+001, 2.0128047E+001, 2.0131241E+001, 2.0179329E+001, 3.6023794E+001, 6.0349486E+001, 7.5175993E+001, 8.0050671E+001, 8.2611985E+001, 8.4080892E+001, 8.3968439E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1619159E-001, 7.4923071E-001, 6.9765219E-001, 6.1594261E-001, 6.2960670E-001, 3.7861935E-001, 2.9228027E-001, 5.6411098E-001, 7.1891607E-001, 8.3394014E-001, 1.0218486E+000, 1.2909063E+000, 1.2514699E+000, 7.2731065E-001, 3.1245864E-001
 3.2054965E+002, 2.0144441E+001, 2.0119639E+001, 2.0130051E+001, 2.0125317E+001, 2.0165230E+001, 3.4678786E+001, 5.9823100E+001, 7.5594457E+001, 8.0011129E+001, 8.2892586E+001, 8.4233279E+001, 8.4210572E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1137231E-001, 7.6078446E-001, 6.9813114E-001, 6.8739960E-001, 6.1864663E-001, 4.1305950E-001, 2.6079253E-001, 5.5171150E-001, 7.0035898E-001, 8.3128202E-001, 1.0695283E+000, 1.3497031E+000, 1.3002963E+000, 7.0940577E-001, 3.1464934E-001
 3.2222558E+002, 2.0138039E+001, 2.0121444E+001, 2.0131963E+001, 2.0120514E+001, 2.0150460E+001, 3.2658368E+001, 5.8834616E+001, 7.5466547E+001, 7.9857927E+001, 8.2580676E+001, 8.4064863E+001, 8.4323795E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9259590E-001, 7.4807050E-001, 6.8364061E-001, 7.4075332E-001, 5.8010614E-001, 4.6345170E-001, 2.2840961E-001, 5.7589555E-001, 6.9949922E-001, 8.6334536E-001, 1.0976131E+000, 1.4063550E+000, 1.3382610E+000, 6.4226165E-001, 3.5569438E-001
 3.2408752E+002, 2.0135996E+001, 2.0124418E+001, 2.0132106E+001, 2.0118107E+001, 2.0136031E+001, 3.1314203E+001, 5.7583911E+001, 7.5088751E+001, 7.9381201E+001, 8.2290570E+001, 8.3229916E+001, 8.4320428E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9245492E-001, 7.1757188E-001, 6.6363588E-001, 7.3713280E-001, 5.6033323E-001, 5.0397760E-001, 1.9543502E-001, 6.2624477E-001, 7.2191291E-001, 8.7902772E-001, 1.1317146E+000, 1.4466726E+000, 1.3614622E+000, 5.6680749E-001, 3.9499354E-001
 3.2593457E+002, 2.0138951E+001, 2.0128718E+001, 2.0131680E+001, 2.0116970E+001, 2.0122116E+001, 3.0572426E+001, 5.6336861E+001, 7.5111444E+001, 7.9180772E+001, 8.2025924E+001, 8.2277582E+001, 8.4216184E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0917079E-001, 6.8004706E-001, 6.5616199E-001, 7.0621079E-001, 5.8378296E-001, 5.1192280E-001, 1.5941976E-001, 6.6405988E-001, 7.4512277E-001, 8.3790601E-001, 1.2134313E+000, 1.5073098E+000, 1.3610568E+000, 5.0916951E-001, 4.1869343E-001
 3.2760396E+002, 2.0143401E+001, 2.0130138E+001, 2.0128505E+001, 2.0114809E+001, 2.0114260E+001, 3.0019260E+001, 5.5561527E+001, 7.6006758E+001, 7.9486182E+001, 8.1641737E+001, 8.1779067E+001, 8.4276660E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2163495E-001, 6.6278205E-001, 6.5501679E-001, 6.8920815E-001, 6.2247352E-001, 4.9269449E-001, 1.3131083E-001, 6.5671430E-001, 7.5027467E-001, 7.9665267E-001, 1.2922197E+000, 1.5167787E+000, 1.3512404E+000, 5.0710890E-001, 4.6364874E-001
 3.2959205E+002, 2.0154032E+001, 2.0129428E+001, 2.0122779E+001, 2.0111885E+001, 2.0111151E+001, 2.9140396E+001, 5.5292065E+001, 7.6992771E+001, 7.9622993E+001, 8.0633286E+001, 8.1845855E+001, 8.4420829E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2241865E-001, 6.8239182E-001, 6.6329235E-001, 6.7526718E-001, 6.4407799E-001, 4.6578855E-001, 1.3653454E-001, 6.2710449E-001, 7.6193716E-001, 8.2811543E-001, 1.2750800E+000, 1.5478882E+000, 1.4300808E+000, 5.8746585E-001, 5.5943685E-001
 3.3121594E+002, 2.0179098E+001, 2.0130466E+001, 2.0118830E+001, 2.0111287E+001, 2.0111087E+001, 2.8825736E+001, 5.6771623E+001, 7.7324355E+001, 7.9096976E+001, 7.9571301E+001, 8.1565311E+001, 8.4015131E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2400452E-001, 7.3608013E-001, 6.9111951E-001, 6.4973475E-001, 6.4651542E-001, 4.4573658E-001, 1.9067375E-001, 6.0172408E-001, 7.7368037E-001, 8.5388345E-001, 1.2268141E+000, 1.5052603E+000, 1.5003126E+000, 6.8858642E-001, 6.9065107E-001
 3.3315574E+002, 2.0199145E+001, 2.0130547E+001, 2.0116352E+001, 2.0112608E+001, 2.0116413E+001, 3.0267352E+001, 5.9559610E+001, 7.6546189E+001, 7.7104233E+001, 7.8682259E+001, 8.1478221E+001, 8.3546701E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4861832E-001, 7.6278580E-001, 7.0634193E-001, 6.2458035E-001, 6.4205435E-001, 4.3209341E-001, 2.7449361E-001, 5.9232149E-001, 7.5982676E-001, 8.3312530E-001, 1.1775498E+000, 1.4393450E+000, 1.4755428E+000, 7.7651139E-001, 7.3864107E-001
 3.3484220E+002, 2.0186660E+001, 2.0127490E+001, 2.0113914E+001, 2.0113959E+001, 2.0135848E+001, 3.4836113E+001, 6.2044944E+001, 7.3850170E+001, 7.3974691E+001, 7.7969661E+001, 8.1659880E+001, 8.3399806E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9080540E-001, 7.2455171E-001, 6.9855473E-001, 6.2365466E-001, 6.3658387E-001, 4.2447545E-001, 3.6250994E-001, 6.0063684E-001, 7.5779514E-001, 8.2853563E-001, 1.1069607E+000, 1.3543323E+000, 1.4204817E+000, 7.9345721E-001, 6.5695975E-001
 3.3676249E+002, 2.0166293E+001, 2.0124294E+001, 2.0114006E+001, 2.0120059E+001, 2.0171253E+001, 4.1728251E+001, 6.3493154E+001, 7.0295738E+001, 7.1773682E+001, 7.7652789E+001, 8.1959215E+001, 8.3576236E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9934270E-001, 6.7655342E-001, 7.0450139E-001, 6.4146526E-001, 6.2506321E-001, 4.2733201E-001, 4.1744535E-001, 6.3261362E-001, 7.9937091E-001, 8.4402307E-001, 1.0343396E+000, 1.3115677E+000, 1.4164795E+000, 6.9938352E-001, 4.9425038E-001
 3.3853343E+002, 2.0158586E+001, 2.0124996E+001, 2.0115893E+001, 2.0133255E+001, 2.0213269E+001, 4.8193921E+001, 6.4864714E+001, 6.7745107E+001, 7.1596797E+001, 7.8209895E+001, 8.2928986E+001, 8.4179621E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6026535E-001, 6.6363835E-001, 7.2516349E-001, 6.4338485E-001, 6.1016424E-001, 4.2014221E-001, 4.1951962E-001, 7.0035230E-001, 8.3561686E-001, 8.7436062E-001, 1.0215231E+000, 1.3368882E+000, 1.4104241E+000, 5.1500139E-001, 3.4402523E-001
 3.4041104E+002, 2.0166906E+001, 2.0131038E+001, 2.0117400E+001, 2.0146878E+001, 2.0245302E+001, 5.1795273E+001, 6.6257139E+001, 6.6712549E+001, 7.3938130E+001, 7.9507167E+001, 8.3559096E+001, 8.4532419E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2737662E-001, 6.7181302E-001, 7.3027197E-001, 6.3268511E-001, 6.1650786E-001, 3.7942839E-001, 3.7940839E-001, 7.4728683E-001, 8.6646737E-001, 8.8501807E-001, 1.1231125E+000, 1.3693365E+000, 1.3955687E+000, 3.5142016E-001, 3.1247107E-001
 3.4205396E+002, 2.0176071E+001, 2.0133739E+001, 2.0119332E+001, 2.0152177E+001, 2.0258328E+001, 5.3272364E+001, 6.6588561E+001, 6.5957187E+001, 7.5269922E+001, 8.0311602E+001, 8.3400255E+001, 8.4482514E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.2237917E-001, 6.7611913E-001, 7.2845389E-001, 6.4172932E-001, 6.5147378E-001, 3.3232484E-001, 3.4136362E-001, 7.4568657E-001, 9.1045777E-001, 8.5676634E-001, 1.1708922E+000, 1.4004728E+000, 1.4159387E+000, 3.7632782E-001, 3.2822321E-001
 3.4392584E+002, 2.0165825E+001, 2.0131161E+001, 2.0121395E+001, 2.0149783E+001, 2.0267923E+001, 5.3822761E+001, 6.6105039E+001, 6.5886404E+001, 7.5116138E+001, 7.9845596E+001, 8.2609906E+001, 8.3919143E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1049396E-001, 7.0155984E-001, 7.3708267E-001, 6.8017852E-001, 6.9388034E-001, 3.1624029E-001, 3.2862567E-001, 7.3206815E-001, 9.3570719E-001, 7.6218642E-001, 1.0207100E+000, 1.4036052E+000, 1.4746814E+000, 4.1313885E-001, 2.8384210E-001
 3.4560536E+002, 2.0153941E+001, 2.0125441E+001, 2.0122781E+001, 2.0142963E+001, 2.0301584E+001, 5.2661677E+001, 6.5086042E+001, 6.7151712E+001, 7.5154297E+001, 7.9150318E+001, 8.1977692E+001, 8.3768963E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9021512E-001, 7.5801979E-001, 7.4472993E-001, 7.2711290E-001, 7.1224948E-001, 3.2601691E-001, 3.2906347E-001, 6.9371972E-001, 9.4962749E-001, 7.0564032E-001, 9.8788021E-001, 1.4049269E+000, 1.5276778E+000, 3.2021721E-001, 2.2318686E-001
 3.4747150E+002, 2.0144139E+001, 2.0122795E+001, 2.0122947E+001, 2.0132476E+001, 2.0417016E+001, 4.8848544E+001, 6.3611758E+001, 6.9063206E+001, 7.5932443E+001, 7.8893161E+001, 8.2254181E+001, 8.4185980E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.9722717E-001, 7.6975668E-001, 7.4927881E-001, 7.3781365E-001, 6.8977547E-001, 3.3622938E-001, 3.3165444E-001, 6.1928772E-001, 9.5692982E-001, 7.8534323E-001, 1.0884417E+000, 1.4285235E+000, 1.5768768E+000, 4.2997969E-001, 2.0646208E-001
 3.4924806E+002, 2.0147945E+001, 2.0123525E+001, 2.0120470E+001, 2.0140380E+001, 2.0556263E+001, 4.4311865E+001, 6.1100198E+001, 7.0971490E+001, 7.6667947E+001, 7.8996135E+001, 8.3194621E+001, 8.4686436E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3167373E-001, 6.9682830E-001, 7.4137718E-001, 6.9596281E-001, 6.4564638E-001, 3.3830915E-001, 3.2599912E-001, 5.5489879E-001, 9.2205781E-001, 8.7890706E-001, 1.1711010E+000, 1.4340700E+000, 1.4624607E+000, 6.5120385E-001, 2.0368315E-001
 3.5105448E+002, 2.0168971E+001, 2.0123448E+001, 2.0118016E+001, 2.0194798E+001, 2.0742863E+001, 3.9648316E+001, 5.8471693E+001, 7.1988568E+001, 7.6506634E+001, 7.8938524E+001, 8.3579771E+001, 8.5014289E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4011167E-001, 6.2654559E-001, 7.4062604E-001, 6.4758686E-001, 6.1534067E-001, 3.3614279E-001, 3.0674113E-001, 5.3170996E-001, 8.5060728E-001, 8.6122106E-001, 1.1857783E+000, 1.4623133E+000, 1.3763060E+000, 5.4319035E-001, 2.6899745E-001
 3.5286090E+002, 2.0202316E+001, 2.0127705E+001, 2.0118513E+001, 2.0249452E+001, 2.0939503E+001, 3.5611406E+001, 5.6322602E+001, 7.2838964E+001, 7.6061862E+001, 7.8526348E+001, 8.3715018E+001, 8.5207008E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.8911277E-001, 6.2496369E-001, 7.1616495E-001, 6.3498446E-001, 6.0749236E-001, 3.2700708E-001, 2.8020852E-001, 5.6158522E-001, 8.1004642E-001, 8.1680723E-001, 1.1920855E+000, 1.4620093E+000, 1.3468329E+000, 3.2220480E-001, 3.9024098E-001
 3.5469688E+002, 2.0214097E+001, 2.0135830E+001, 2.0122116E+001, 2.0227798E+001, 2.0800345E+001, 3.4049089E+001, 5.4956229E+001, 7.3358244E+001, 7.5859655E+001, 7.8445234E+001, 8.4053872E+001, 8.5435292E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.4831910E-001, 6.7916159E-001, 6.7672376E-001, 6.5095409E-001, 6.0542604E-001, 3.1722377E-001, 2.5949771E-001, 6.3874893E-001, 8.0877577E-001, 8.1614373E-001, 1.1846874E+000, 1.4694775E+000, 1.3772929E+000, 2.4335396E-001, 4.5227975E-001
 3.5646692E+002, 2.0182775E+001, 2.0134729E+001, 2.0123172E+001, 2.0159257E+001, 2.0538054E+001, 3.4157115E+001, 5.4083325E+001, 7.3221862E+001, 7.5813895E+001, 7.9706312E+001, 8.4638918E+001, 8.5809134E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.8967398E-001, 7.4773118E-001, 6.8631575E-001, 6.6806046E-001, 6.0643114E-001, 3.2171994E-001, 2.4883197E-001, 7.0982376E-001, 8.4168989E-001, 8.0791646E-001, 1.2001230E+000, 1.4369503E+000, 1.3309509E+000, 2.9625019E-001, 4.5950543E-001
 3.5835159E+002, 2.0159337E+001, 2.0128867E+001, 2.0121229E+001, 2.0128922E+001, 2.0690676E+001, 3.4128295E+001, 5.3320709E+001, 7.2263742E+001, 7.6521885E+001, 8.1703443E+001, 8.4804386E+001, 8.6165993E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9579351E-001, 7.8394943E-001, 7.3500980E-001, 6.7733927E-001, 6.0501489E-001, 3.3120331E-001, 2.4621069E-001, 7.3572782E-001, 8.8674386E-001, 8.3325940E-001, 1.2006078E+000, 1.4702205E+000, 1.2867271E+000, 2.9559719E-001, 4.2855625E-001
 3.6004779E+002, 2.0156591E+001, 2.0123419E+001, 2.0118924E+001, 2.0136062E+001, 2.1226280E+001, 3.3927344E+001, 5.2969244E+001, 7.1812152E+001, 7.8321560E+001, 8.2702633E+001, 8.4680149E+001, 8.6423683E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5712362E-001, 7.7736118E-001, 7.6708335E-001, 6.8157111E-001, 5.9610588E-001, 3.2980602E-001, 2.4686381E-001, 7.3375134E-001, 8.5349117E-001, 8.9694508E-001, 1.1663107E+000, 1.4736843E+000, 1.3233167E+000, 2.9104837E-001, 4.0917558E-001
 3.6193246E+002, 2.0168907E+001, 2.0120466E+001, 2.0117646E+001, 2.0158965E+001, 2.2137818E+001, 3.3315119E+001, 5.3250515E+001, 7.2600555E+001, 7.9587079E+001, 8.2691965E+001, 8.4512813E+001, 8.6429859E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9010830E-001, 7.5081166E-001, 7.5207345E-001, 6.6755560E-001, 5.9233737E-001, 3.1512640E-001, 2.4568238E-001, 7.3475190E-001, 7.6502353E-001, 8.7737704E-001, 1.0771553E+000, 1.3866610E+000, 1.3938520E+000, 3.2906036E-001, 4.6940634E-001
 3.6362866E+002, 2.0155882E+001, 2.0118845E+001, 2.0119566E+001, 2.0205449E+001, 2.2787207E+001, 3.3184540E+001, 5.4373818E+001, 7.3988961E+001, 7.9697406E+001, 8.2314430E+001, 8.4110116E+001, 8.6138542E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.8244535E-001, 7.1233155E-001, 7.0604107E-001, 6.3918351E-001, 5.9166054E-001, 2.8470808E-001, 2.4936832E-001, 7.5621038E-001, 7.0553468E-001, 8.6536558E-001, 1.0325017E+000, 1.3604848E+000, 1.4091153E+000, 2.9722101E-001, 5.4617413E-001
 3.6553217E+002, 2.0147141E+001, 2.0119509E+001, 2.0123070E+001, 2.0243074E+001, 2.2627530E+001, 3.3912126E+001, 5.6420075E+001, 7.5689582E+001, 7.8987178E+001, 8.1477067E+001, 8.3567583E+001, 8.5756627E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.4772602E-001, 6.6579537E-001, 6.8861936E-001, 6.4919842E-001, 6.0428388E-001, 2.4530322E-001, 2.6567515E-001, 7.8197998E-001, 6.9707903E-001, 9.2096466E-001, 1.1059111E+000, 1.3750193E+000, 1.4124654E+000, 1.9719729E-001, 5.2901414E-001
 3.6739799E+002, 2.0149435E+001, 2.0121748E+001, 2.0125742E+001, 2.0212989E+001, 2.2261023E+001, 3.5763380E+001, 5.8606159E+001, 7.7115124E+001, 7.8607031E+001, 8.0592343E+001, 8.3416802E+001, 8.5743601E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.8339664E-001, 6.6596352E-001, 7.1086600E-001, 7.0166500E-001, 6.5720752E-001, 2.0730335E-001, 2.9395446E-001, 7.5402423E-001, 7.2976887E-001, 9.3378737E-001, 1.1901719E+000, 1.4050591E+000, 1.4381701E+000, 2.1780831E-001, 4.3851273E-001
 3.6905650E+002, 2.0150299E+001, 2.0120379E+001, 2.0128561E+001, 2.0186719E+001, 2.1512428E+001, 3.8382786E+001, 5.9839592E+001, 7.7808214E+001, 7.8584799E+001, 8.0060621E+001, 8.3684992E+001, 8.5846245E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3444569E-001, 7.1190294E-001, 7.3964535E-001, 7.4982306E-001, 7.1596831E-001, 1.7931035E-001, 3.2474339E-001, 6.4481502E-001, 7.9396558E-001, 9.7850151E-001, 1.1835968E+000, 1.3891263E+000, 1.4345112E+000, 3.0903538E-001, 4.0867552E-001
 3.7092232E+002, 2.0140334E+001, 2.0118366E+001, 2.0132119E+001, 2.0170789E+001, 2.0862750E+001, 3.7808447E+001, 5.9343390E+001, 7.7840875E+001, 7.8524032E+001, 7.9860263E+001, 8.4100787E+001, 8.6015238E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8277325E-001, 7.4293893E-001, 7.4852963E-001, 7.5845130E-001, 7.2286500E-001, 1.7665109E-001, 3.5311670E-001, 6.3188603E-001, 8.3585936E-001, 1.0109895E+000, 1.1020122E+000, 1.3077787E+000, 1.4240831E+000, 4.1613017E-001, 4.6034949E-001
 3.7278815E+002, 2.0127999E+001, 2.0116916E+001, 2.0134410E+001, 2.0202651E+001, 2.0580692E+001, 3.4001851E+001, 5.6337945E+001, 7.6744703E+001, 7.8256447E+001, 7.9709848E+001, 8.4474684E+001, 8.6225461E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1245989E-001, 7.2946312E-001, 7.3392365E-001, 7.2311040E-001, 6.7630350E-001, 2.2989469E-001, 3.6128301E-001, 7.6518399E-001, 8.0711181E-001, 9.2545231E-001, 1.0418257E+000, 1.2628420E+000, 1.4336325E+000, 3.9127342E-001, 5.3106603E-001
