Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.583E-01, 4.246E+02, 1.639E+02, 2.784E+02, 2.696E+02, 7.251E+01, 6.845E+01, 0.000E+00, 2.583E+02, 5.679E+01, 4.451E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.593E+03
