Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.113E-01, 2.231E+01, 8.157E+00, 1.604E+01, 2.980E+00, 6.191E+00, 7.647E+00, 0.000E+00, 1.006E+01, 3.756E+00, 1.057E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.726E+01
