s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.1477895E+000, 3.4530129E+002,-1.3442907E+002,-8.1012828E+002,-1.2045247E+002,-2.1593577E-002, 1.8864949E+004, 0.0000000E+000, 1.7982077E+004, 1.8145219E+004, 0.0000000E+000, 8.0022907E-003, 0.0000000E+000, 3.0412944E+005
 1.1552142E+000, 3.4619572E+002,-1.3445203E+002,-8.2503995E+002,-1.2271973E+002,-2.1704976E-002, 1.9210295E+004, 0.0000000E+000, 1.8309707E+004, 1.8474257E+004, 0.0000000E+000, 8.0263224E-003, 0.0000000E+000, 3.1035588E+005
 1.1626388E+000, 3.4781622E+002,-1.3485896E+002,-8.4022349E+002,-1.2505619E+002,-2.1817034E-002, 1.9561933E+004, 0.0000000E+000, 1.8641606E+004, 1.8809589E+004, 0.0000000E+000, 8.0500636E-003, 0.0000000E+000, 3.1669627E+005
 1.1700635E+000, 3.5001734E+002,-1.3572712E+002,-8.5568552E+002,-1.2748452E+002,-2.1924791E-002, 1.9920023E+004, 0.0000000E+000, 1.8979882E+004, 1.9151121E+004, 0.0000000E+000, 8.0735167E-003, 0.0000000E+000, 3.2315273E+005
 1.1774881E+000, 3.5261444E+002,-1.3622631E+002,-8.7143179E+002,-1.2999448E+002,-2.2019517E-002, 2.0284832E+004, 0.0000000E+000, 1.9324450E+004, 1.9499772E+004, 0.0000000E+000, 8.0966845E-003, 0.0000000E+000, 3.2972739E+005
 1.1849128E+000, 3.5525331E+002,-1.3726830E+002,-8.8746778E+002,-1.3258476E+002,-2.2101526E-002, 2.0656382E+004, 0.0000000E+000, 1.9676428E+004, 1.9854292E+004, 0.0000000E+000, 8.1195697E-003, 0.0000000E+000, 3.3642251E+005
 1.1923374E+000, 3.5707216E+002,-1.3833259E+002,-9.0379868E+002,-1.3525322E+002,-2.2172696E-002, 2.1034518E+004, 0.0000000E+000, 2.0034199E+004, 2.0214183E+004, 0.0000000E+000, 8.1421748E-003, 0.0000000E+000, 3.4324023E+005
 1.1997621E+000, 3.5833851E+002,-1.3931421E+002,-9.2042985E+002,-1.3801190E+002,-2.2236275E-002, 2.1419288E+004, 0.0000000E+000, 2.0397305E+004, 2.0579849E+004, 0.0000000E+000, 8.1645027E-003, 0.0000000E+000, 3.5018269E+005
 1.2071868E+000, 3.5927724E+002,-1.4006263E+002,-9.3736649E+002,-1.4084094E+002,-2.2290925E-002, 2.1810969E+004, 0.0000000E+000, 2.0766272E+004, 2.0951954E+004, 0.0000000E+000, 8.1865559E-003, 0.0000000E+000, 3.5725212E+005
 1.2146114E+000, 3.6010900E+002,-1.4091939E+002,-9.5461415E+002,-1.4374868E+002,-2.2338217E-002, 2.2209730E+004, 0.0000000E+000, 2.1141765E+004, 2.1330535E+004, 0.0000000E+000, 8.2083370E-003, 0.0000000E+000, 3.6445081E+005
 1.2220361E+000, 3.6094236E+002,-1.4099933E+002,-9.7217863E+002,-1.4674419E+002,-2.2378921E-002, 2.2615885E+004, 0.0000000E+000, 2.1523770E+004, 2.1716883E+004, 0.0000000E+000, 8.2298488E-003, 0.0000000E+000, 3.7178109E+005
 1.2294607E+000, 3.6204568E+002,-1.4163346E+002,-9.9006610E+002,-1.4983884E+002,-2.2413660E-002, 2.3029571E+004, 0.0000000E+000, 2.1913790E+004, 2.2110056E+004, 0.0000000E+000, 8.2510938E-003, 0.0000000E+000, 3.7924548E+005
 1.2368854E+000, 3.6368559E+002,-1.4194810E+002,-1.0082825E+003,-1.5304000E+002,-2.2444927E-002, 2.3450934E+004, 0.0000000E+000, 2.2310504E+004, 2.2511327E+004, 0.0000000E+000, 8.2720747E-003, 0.0000000E+000, 3.8684639E+005
 1.2443100E+000, 3.6474366E+002,-1.4167284E+002,-1.0268344E+003,-1.5633484E+002,-2.2477709E-002, 2.3880213E+004, 0.0000000E+000, 2.2715615E+004, 2.2920092E+004, 0.0000000E+000, 8.2927942E-003, 0.0000000E+000, 3.9458642E+005
 1.2517347E+000, 3.6538799E+002,-1.4259806E+002,-1.0457279E+003,-1.5973834E+002,-2.2515896E-002, 2.4317093E+004, 0.0000000E+000, 2.3128074E+004, 2.3334394E+004, 0.0000000E+000, 8.3132548E-003, 0.0000000E+000, 4.0246815E+005
 1.2591594E+000, 3.6611047E+002,-1.4278960E+002,-1.0649690E+003,-1.6324389E+002,-2.2570824E-002, 2.4761829E+004, 0.0000000E+000, 2.3545798E+004, 2.3756915E+004, 0.0000000E+000, 8.3334591E-003, 0.0000000E+000, 4.1049398E+005
 1.2665840E+000, 3.6695510E+002,-1.4294772E+002,-1.0845641E+003,-1.6686561E+002,-2.2646175E-002, 2.5214884E+004, 0.0000000E+000, 2.3972262E+004, 2.4187439E+004, 0.0000000E+000, 8.3534098E-003, 0.0000000E+000, 4.1866665E+005
 1.2740088E+000, 3.6758791E+002,-1.4289003E+002,-1.1045203E+003,-1.7061351E+002,-2.2735140E-002, 2.5676255E+004, 0.0000000E+000, 2.4406665E+004, 2.4625796E+004, 0.0000000E+000, 8.3731094E-003, 0.0000000E+000, 4.2698885E+005
 1.2814333E+000, 3.6802943E+002,-1.4285173E+002,-1.1248443E+003,-1.7448543E+002,-2.2824527E-002, 2.6146078E+004, 0.0000000E+000, 2.4848920E+004, 2.5071903E+004, 0.0000000E+000, 8.3925605E-003, 0.0000000E+000, 4.3546333E+005
 1.2888581E+000, 3.6836824E+002,-1.4309285E+002,-1.1455427E+003,-1.7847040E+002,-2.2903997E-002, 2.6624449E+004, 0.0000000E+000, 2.5299053E+004, 2.5525689E+004, 0.0000000E+000, 8.4117656E-003, 0.0000000E+000, 4.4409288E+005
 1.2962826E+000, 3.6893905E+002,-1.4326237E+002,-1.1666227E+003,-1.8257639E+002,-2.2969076E-002, 2.7111577E+004, 0.0000000E+000, 2.5756930E+004, 2.5988031E+004, 0.0000000E+000, 8.4307274E-003, 0.0000000E+000, 4.5288030E+005
 1.3037074E+000, 3.7013709E+002,-1.4294198E+002,-1.1880911E+003,-1.8681377E+002,-2.3018007E-002, 2.7607889E+004, 0.0000000E+000, 2.6223602E+004, 2.6460156E+004, 0.0000000E+000, 8.4494484E-003, 0.0000000E+000, 4.6182852E+005
 1.3103787E+000, 3.7298497E+002,-1.4388993E+002,-1.2077189E+003,-1.9084216E+002,-2.3049831E-002, 2.8061980E+004, 0.0000000E+000, 2.6675287E+004, 2.6892491E+004, 0.0000000E+000, 8.4660665E-003, 0.0000000E+000, 4.7000847E+005
 1.3170500E+000, 3.7404616E+002,-1.4434138E+002,-1.2276721E+003,-1.9490358E+002,-2.3066226E-002, 2.8523446E+004, 0.0000000E+000, 2.7111788E+004, 2.7330552E+004, 0.0000000E+000, 8.4824940E-003, 0.0000000E+000, 4.7832299E+005
 1.3237213E+000, 3.7494134E+002,-1.4472261E+002,-1.2479557E+003,-1.9907902E+002,-2.3072462E-002, 2.8992046E+004, 0.0000000E+000, 2.7552862E+004, 2.7775207E+004, 0.0000000E+000, 8.4987328E-003, 0.0000000E+000, 4.8677412E+005
 1.3303925E+000, 3.7551131E+002,-1.4573288E+002,-1.2685749E+003,-2.0336332E+002,-2.3071330E-002, 2.9468192E+004, 0.0000000E+000, 2.8001027E+004, 2.8226009E+004, 0.0000000E+000, 8.5147847E-003, 0.0000000E+000, 4.9536409E+005
 1.3370638E+000, 3.7578955E+002,-1.4618712E+002,-1.2895355E+003,-2.0776900E+002,-2.3063656E-002, 2.9952079E+004, 0.0000000E+000, 2.8455288E+004, 2.8684354E+004, 0.0000000E+000, 8.5306515E-003, 0.0000000E+000, 5.0409508E+005
 1.3437351E+000, 3.7597536E+002,-1.4608731E+002,-1.3108430E+003,-2.1231097E+002,-2.3051586E-002, 3.0444094E+004, 0.0000000E+000, 2.8917399E+004, 2.9150805E+004, 0.0000000E+000, 8.5463349E-003, 0.0000000E+000, 5.1296947E+005
 1.3504064E+000, 3.7606363E+002,-1.4794105E+002,-1.3325033E+003,-2.1697973E+002,-2.3036995E-002, 3.0943976E+004, 0.0000000E+000, 2.9387765E+004, 2.9622593E+004, 0.0000000E+000, 8.5618368E-003, 0.0000000E+000, 5.2198967E+005
 1.3570777E+000, 3.7583504E+002,-1.4753816E+002,-1.3545225E+003,-2.2178934E+002,-2.3018265E-002, 3.1452106E+004, 0.0000000E+000, 2.9863024E+004, 3.0104068E+004, 0.0000000E+000, 8.5771590E-003, 0.0000000E+000, 5.3115788E+005
 1.3637490E+000, 3.7579072E+002,-1.4690544E+002,-1.3769061E+003,-2.2671629E+002,-2.2997399E-002, 3.1969082E+004, 0.0000000E+000, 3.0348800E+004, 3.0594322E+004, 0.0000000E+000, 8.5923031E-003, 0.0000000E+000, 5.4047675E+005
 1.3704203E+000, 3.7602107E+002,-1.4690085E+002,-1.3996611E+003,-2.3178752E+002,-2.2971971E-002, 3.2494600E+004, 0.0000000E+000, 3.0843149E+004, 3.1092249E+004, 0.0000000E+000, 8.6072711E-003, 0.0000000E+000, 5.4994883E+005
 1.3770915E+000, 3.7667854E+002,-1.4696452E+002,-1.4227933E+003,-2.3700629E+002,-2.2941732E-002, 3.3028818E+004, 0.0000000E+000, 3.1345091E+004, 3.1598710E+004, 0.0000000E+000, 8.6220646E-003, 0.0000000E+000, 5.5957660E+005
 1.3837628E+000, 3.7772453E+002,-1.4695205E+002,-1.4463090E+003,-2.4240638E+002,-2.2914552E-002, 3.3571995E+004, 0.0000000E+000, 3.1855710E+004, 3.2114029E+004, 0.0000000E+000, 8.6366853E-003, 0.0000000E+000, 5.6936267E+005
 1.3904341E+000, 3.7859779E+002,-1.4656861E+002,-1.4702149E+003,-2.4798721E+002,-2.2896636E-002, 3.4124262E+004, 0.0000000E+000, 3.2375325E+004, 3.2638066E+004, 0.0000000E+000, 8.6511350E-003, 0.0000000E+000, 5.7930971E+005
 1.3971055E+000, 3.7960949E+002,-1.4739115E+002,-1.4945171E+003,-2.5374627E+002,-2.2889494E-002, 3.4685495E+004, 0.0000000E+000, 3.2903715E+004, 3.3169427E+004, 0.0000000E+000, 8.6654154E-003, 0.0000000E+000, 5.8942040E+005
 1.4037768E+000, 3.8038084E+002,-1.4764787E+002,-1.5192225E+003,-2.5967812E+002,-2.2894528E-002, 3.5255873E+004, 0.0000000E+000, 3.3439227E+004, 3.3709682E+004, 0.0000000E+000, 8.6795283E-003, 0.0000000E+000, 5.9969733E+005
 1.4104481E+000, 3.8110498E+002,-1.4834084E+002,-1.5443377E+003,-2.6578983E+002,-2.2912420E-002, 3.5835657E+004, 0.0000000E+000, 3.3984003E+004, 3.4258271E+004, 0.0000000E+000, 8.6934752E-003, 0.0000000E+000, 6.1014328E+005
 1.4171194E+000, 3.8126021E+002,-1.4869105E+002,-1.5698692E+003,-2.7205423E+002,-2.2936367E-002, 3.6424867E+004, 0.0000000E+000, 3.4537044E+004, 3.4815490E+004, 0.0000000E+000, 8.7072580E-003, 0.0000000E+000, 6.2076099E+005
 1.4237906E+000, 3.8204912E+002,-1.4922095E+002,-1.5958251E+003,-2.7851826E+002,-2.2960718E-002, 3.7023803E+004, 0.0000000E+000, 3.5098774E+004, 3.5382265E+004, 0.0000000E+000, 8.7208782E-003, 0.0000000E+000, 6.3155327E+005
 1.4304619E+000, 3.8274027E+002,-1.4882926E+002,-1.6222110E+003,-2.8518526E+002,-2.2989158E-002, 3.7632881E+004, 0.0000000E+000, 3.5670412E+004, 3.5959373E+004, 0.0000000E+000, 8.7343376E-003, 0.0000000E+000, 6.4252304E+005
 1.4371332E+000, 3.8334592E+002,-1.4895541E+002,-1.6490350E+003,-2.9205632E+002,-2.3016464E-002, 3.8252077E+004, 0.0000000E+000, 3.6252395E+004, 3.6545354E+004, 0.0000000E+000, 8.7476378E-003, 0.0000000E+000, 6.5367332E+005
 1.4438045E+000, 3.8374293E+002,-1.4823392E+002,-1.6763042E+003,-2.9915683E+002,-2.3044200E-002, 3.8881496E+004, 0.0000000E+000, 3.6843002E+004, 3.7141521E+004, 0.0000000E+000, 8.7607805E-003, 0.0000000E+000, 6.6500704E+005
 1.4504758E+000, 3.8415520E+002,-1.4854852E+002,-1.7040264E+003,-3.0649093E+002,-2.3077350E-002, 3.9521213E+004, 0.0000000E+000, 3.7443972E+004, 3.7746280E+004, 0.0000000E+000, 8.7737672E-003, 0.0000000E+000, 6.7652728E+005
 1.4571471E+000, 3.8493373E+002,-1.4939772E+002,-1.7322083E+003,-3.1407748E+002,-2.3121094E-002, 4.0171399E+004, 0.0000000E+000, 3.8053481E+004, 3.8360626E+004, 0.0000000E+000, 8.7865996E-003, 0.0000000E+000, 6.8823703E+005
 1.4610864E+000, 3.9160810E+002,-1.5016395E+002,-1.7490684E+003,-3.2015547E+002,-2.3151663E-002, 4.0562224E+004, 0.0000000E+000, 3.9513338E+004, 3.8734421E+004, 0.0000000E+000, 8.7941053E-003, 0.0000000E+000, 6.9524186E+005
 1.4636452E+000, 3.9477304E+002,-1.5214006E+002,-1.7601089E+003,-3.2438944E+002,-2.3172934E-002, 4.0818425E+004, 0.0000000E+000, 4.2812181E+004, 3.8976537E+004, 0.0000000E+000, 8.7989521E-003, 0.0000000E+000, 6.9982831E+005
 1.4653072E+000, 3.9678745E+002,-1.5424593E+002,-1.7673171E+003,-3.2729773E+002,-2.3188435E-002, 4.0984926E+004, 0.0000000E+000, 4.5417127E+004, 3.9132829E+004, 0.0000000E+000, 8.8020884E-003, 0.0000000E+000, 7.0282283E+005
 1.4663867E+000, 3.9806073E+002,-1.5562740E+002,-1.7720150E+003,-3.2921821E+002,-2.3199500E-002, 4.1093183E+004, 0.0000000E+000, 4.6010031E+004, 3.9234360E+004, 0.0000000E+000, 8.8041205E-003, 0.0000000E+000, 7.0477441E+005
