s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 2.5494990E-001, 5.6821994E+001,-8.9909932E+000,-6.6971345E+001,-3.3605101E+000,-5.5353595E-003, 1.5773074E+003, 0.0000000E+000, 1.4885340E+003, 1.5548010E+003, 0.0000000E+000, 2.4443688E-003, 0.0000000E+000, 8.3953898E+003
 2.7403975E-001, 6.5107428E+001,-1.3003169E+001,-7.2658307E+001,-4.1395469E+000,-6.0335589E-003, 1.7110149E+003, 0.0000000E+000, 1.6185849E+003, 1.6863152E+003, 0.0000000E+000, 2.6188461E-003, 0.0000000E+000, 9.7779709E+003
 2.9312959E-001, 7.4956775E+001,-1.8377289E+001,-7.8491803E+001,-5.0012098E+000,-6.5010288E-003, 1.8482102E+003, 0.0000000E+000, 1.7519416E+003, 1.8212901E+003, 0.0000000E+000, 2.7915516E-003, 0.0000000E+000, 1.1274445E+004
 3.0991164E-001, 8.2092770E+001,-2.4198278E+001,-8.3754458E+001,-5.8583979E+000,-6.9707187E-003, 1.9717104E+003, 0.0000000E+000, 1.8804099E+003, 1.9399851E+003, 0.0000000E+000, 2.9418378E-003, 0.0000000E+000, 1.2686589E+004
 3.2669368E-001, 8.9168202E+001,-2.9342231E+001,-8.9150252E+001,-6.7173734E+000,-7.2487555E-003, 2.0978606E+003, 0.0000000E+000, 2.0001159E+003, 2.0618117E+003, 0.0000000E+000, 3.0906166E-003, 0.0000000E+000, 1.4190797E+004
 3.4347573E-001, 9.8042653E+001,-3.4243622E+001,-9.4687448E+001,-7.6199120E+000,-7.4441391E-003, 2.2277269E+003, 0.0000000E+000, 2.1234879E+003, 2.1892111E+003, 0.0000000E+000, 3.2378282E-003, 0.0000000E+000, 1.5789496E+004
 3.6025777E-001, 1.0491401E+002,-3.7942752E+001,-1.0037891E+002,-8.5854037E+000,-8.0881501E-003, 2.3612420E+003, 0.0000000E+000, 2.2527130E+003, 2.3192409E+003, 0.0000000E+000, 3.3834156E-003, 0.0000000E+000, 1.7485756E+004
 3.7495312E-001, 1.1191087E+002,-4.2217098E+001,-1.0549469E+002,-9.5009821E+000,-8.3794367E-003, 2.4811907E+003, 0.0000000E+000, 2.3762030E+003, 2.4358804E+003, 0.0000000E+000, 3.5095243E-003, 0.0000000E+000, 1.9053151E+004
 3.8964850E-001, 1.1948887E+002,-4.7876803E+001,-1.1073888E+002,-1.0455688E+001,-8.7522563E-003, 2.6038816E+003, 0.0000000E+000, 2.4944404E+003, 2.5542903E+003, 0.0000000E+000, 3.6343120E-003, 0.0000000E+000, 2.0699073E+004
 4.0434384E-001, 1.2582248E+002,-5.1824861E+001,-1.1612207E+002,-1.1442324E+001,-8.9603427E-003, 2.7296108E+003, 0.0000000E+000, 2.6141355E+003, 2.6760351E+003, 0.0000000E+000, 3.7577462E-003, 0.0000000E+000, 2.2425329E+004
 4.1903922E-001, 1.3491801E+002,-5.7200025E+001,-1.2164692E+002,-1.2487181E+001,-9.2921321E-003, 2.8589008E+003, 0.0000000E+000, 2.7379078E+003, 2.8024754E+003, 0.0000000E+000, 3.8797965E-003, 0.0000000E+000, 2.4234066E+004
 4.3373457E-001, 1.4306514E+002,-6.2498366E+001,-1.2731838E+002,-1.3584685E+001,-9.6556196E-003, 2.9917930E+003, 0.0000000E+000, 2.8661257E+003, 2.9314471E+003, 0.0000000E+000, 4.0004342E-003, 0.0000000E+000, 2.6127791E+004
 4.4666001E-001, 1.5018810E+002,-6.4677352E+001,-1.3243888E+002,-1.4614103E+001,-9.7496643E-003, 3.1121339E+003, 0.0000000E+000, 2.9888294E+003, 3.0505819E+003, 0.0000000E+000, 4.1053532E-003, 0.0000000E+000, 2.7865394E+004
 4.5958549E-001, 1.5078246E+002,-6.4928343E+001,-1.3768539E+002,-1.5669196E+001,-9.9878427E-003, 3.2349673E+003, 0.0000000E+000, 3.1100102E+003, 3.1674568E+003, 0.0000000E+000, 4.2091416E-003, 0.0000000E+000, 2.9672562E+004
 4.7251093E-001, 1.6122382E+002,-7.2369903E+001,-1.4306201E+002,-1.6751097E+001,-1.0462702E-002, 3.3603840E+003, 0.0000000E+000, 3.2271466E+003, 3.2894144E+003, 0.0000000E+000, 4.3117835E-003, 0.0000000E+000, 3.1550034E+004
 4.8543638E-001, 1.6570899E+002,-7.2968410E+001,-1.4857681E+002,-1.7886419E+001,-1.0837296E-002, 3.4896757E+003, 0.0000000E+000, 3.3509009E+003, 3.4159422E+003, 0.0000000E+000, 4.4132639E-003, 0.0000000E+000, 3.3500081E+004
 4.9836183E-001, 1.6079981E+002,-6.7514474E+001,-1.5423698E+002,-1.9054793E+001,-1.1168094E-002, 3.6218626E+003, 0.0000000E+000, 3.4789865E+003, 3.5418450E+003, 0.0000000E+000, 4.5135691E-003, 0.0000000E+000, 3.5524808E+004
 5.1128727E-001, 1.7658573E+002,-7.7608643E+001,-1.6004182E+002,-2.0253342E+001,-1.1405172E-002, 3.7576304E+003, 0.0000000E+000, 3.6060683E+003, 3.6763009E+003, 0.0000000E+000, 4.6126866E-003, 0.0000000E+000, 3.7625396E+004
 5.2273375E-001, 1.8129461E+002,-7.8325639E+001,-1.6531221E+002,-2.1411018E+001,-1.1779966E-002, 3.8817311E+003, 0.0000000E+000, 3.7351700E+003, 3.7979650E+003, 0.0000000E+000, 4.6994617E-003, 0.0000000E+000, 3.9551417E+004
 5.3418016E-001, 1.7460097E+002,-7.2615398E+001,-1.7070865E+002,-2.2562613E+001,-1.1987492E-002, 4.0076049E+003, 0.0000000E+000, 3.8580565E+003, 3.9163073E+003, 0.0000000E+000, 4.7852888E-003, 0.0000000E+000, 4.1540644E+004
 5.4562664E-001, 1.7911343E+002,-7.5019590E+001,-1.7623278E+002,-2.3720689E+001,-1.2175065E-002, 4.1359546E+003, 0.0000000E+000, 3.9768756E+003, 4.0400828E+003, 0.0000000E+000, 4.8701614E-003, 0.0000000E+000, 4.3593589E+004
 5.5707312E-001, 1.9346621E+002,-8.1734054E+001,-1.8188894E+002,-2.4936402E+001,-1.2442514E-002, 4.2688479E+003, 0.0000000E+000, 4.1027427E+003, 4.1737422E+003, 0.0000000E+000, 4.9540733E-003, 0.0000000E+000, 4.5712293E+004
 5.6851959E-001, 1.9593291E+002,-8.4870594E+001,-1.8768498E+002,-2.6227703E+001,-1.2759514E-002, 4.4045135E+003, 0.0000000E+000, 4.2386952E+003, 4.3016503E+003, 0.0000000E+000, 5.0370192E-003, 0.0000000E+000, 4.7899267E+004
 5.7996601E-001, 1.8485398E+002,-7.5301405E+001,-1.9362299E+002,-2.7513834E+001,-1.3009706E-002, 4.5419236E+003, 0.0000000E+000, 4.3666890E+003, 4.4303263E+003, 0.0000000E+000, 5.1189944E-003, 0.0000000E+000, 5.0154803E+004
 5.9141248E-001, 1.9505051E+002,-7.9391724E+001,-1.9970510E+002,-2.8810427E+001,-1.3224396E-002, 4.6838956E+003, 0.0000000E+000, 4.4968691E+003, 4.5710256E+003, 0.0000000E+000, 5.1999946E-003, 0.0000000E+000, 5.2480399E+004
 6.0285896E-001, 2.0466190E+002,-8.4581446E+001,-2.0594093E+002,-3.0182062E+001,-1.3485363E-002, 4.8302510E+003, 0.0000000E+000, 4.6406224E+003, 4.7141950E+003, 0.0000000E+000, 5.2800164E-003, 0.0000000E+000, 5.4879097E+004
 6.1306196E-001, 2.0199920E+002,-8.3661784E+001,-2.1163133E+002,-3.1453644E+001,-1.3776992E-002, 4.9628687E+003, 0.0000000E+000, 4.7773586E+003, 4.8381073E+003, 0.0000000E+000, 5.3505179E-003, 0.0000000E+000, 5.7080055E+004
 6.2326497E-001, 2.0824165E+002,-8.2923855E+001,-2.1744801E+002,-3.2690584E+001,-1.3967323E-002, 5.0988896E+003, 0.0000000E+000, 4.9017712E+003, 4.9740549E+003, 0.0000000E+000, 5.4202379E-003, 0.0000000E+000, 5.9340860E+004
 6.3346797E-001, 2.0297672E+002,-8.1668034E+001,-2.2339814E+002,-3.3988293E+001,-1.4149839E-002, 5.2373401E+003, 0.0000000E+000, 5.0406691E+003, 5.1012482E+003, 0.0000000E+000, 5.4891750E-003, 0.0000000E+000, 6.1664067E+004
 6.4367098E-001, 2.1984655E+002,-8.9332221E+001,-2.2948103E+002,-3.5269219E+001,-1.4370981E-002, 5.3792880E+003, 0.0000000E+000, 5.1673600E+003, 5.2450377E+003, 0.0000000E+000, 5.5573283E-003, 0.0000000E+000, 6.4049385E+004
 6.5387398E-001, 2.2091119E+002,-9.1275785E+001,-2.3570508E+002,-3.6640321E+001,-1.4606891E-002, 5.5250761E+003, 0.0000000E+000, 5.3150961E+003, 5.3823515E+003, 0.0000000E+000, 5.6246970E-003, 0.0000000E+000, 6.6500183E+004
 6.6407698E-001, 2.1179307E+002,-8.3707310E+001,-2.4207139E+002,-3.7991745E+001,-1.4793857E-002, 5.6723974E+003, 0.0000000E+000, 5.4521049E+003, 5.5204053E+003, 0.0000000E+000, 5.6912809E-003, 0.0000000E+000, 6.9016556E+004
 6.7427999E-001, 2.2293522E+002,-8.9157791E+001,-2.4858284E+002,-3.9338162E+001,-1.4969986E-002, 5.8241641E+003, 0.0000000E+000, 5.5918201E+003, 5.6700055E+003, 0.0000000E+000, 5.7570799E-003, 0.0000000E+000, 7.1599834E+004
 6.8448299E-001, 2.2361911E+002,-9.0974283E+001,-2.5524658E+002,-4.0760323E+001,-1.5175914E-002, 5.9794718E+003, 0.0000000E+000, 5.7443764E+003, 5.8160945E+003, 0.0000000E+000, 5.8220945E-003, 0.0000000E+000, 7.4252610E+004
 6.9468600E-001, 2.2195762E+002,-8.6388244E+001,-2.6206445E+002,-4.2152817E+001,-1.5363010E-002, 6.1380187E+003, 0.0000000E+000, 5.8908981E+003, 5.9693555E+003, 0.0000000E+000, 5.8863252E-003, 0.0000000E+000, 7.6975558E+004
 7.0488900E-001, 2.4261477E+002,-9.5788399E+001,-2.6904128E+002,-4.3583160E+001,-1.5565138E-002, 6.3021070E+003, 0.0000000E+000, 6.0467785E+003, 6.1362934E+003, 0.0000000E+000, 5.9497731E-003, 0.0000000E+000, 7.9770835E+004
 7.1406382E-001, 2.3646207E+002,-9.4397826E+001,-2.7545760E+002,-4.4956444E+001,-1.5754415E-002, 6.4522162E+003, 0.0000000E+000, 6.2089651E+003, 6.2738507E+003, 0.0000000E+000, 6.0061596E-003, 0.0000000E+000, 8.2348714E+004
 7.2323865E-001, 2.4059403E+002,-9.4617064E+001,-2.8200776E+002,-4.6261217E+001,-1.5922118E-002, 6.6040440E+003, 0.0000000E+000, 6.3449520E+003, 6.4217361E+003, 0.0000000E+000, 6.0619152E-003, 0.0000000E+000, 8.4986823E+004
 7.3241341E-001, 2.4233025E+002,-9.6571897E+001,-2.8869598E+002,-4.7623398E+001,-1.6120736E-002, 6.7598812E+003, 0.0000000E+000, 6.4961693E+003, 6.5693041E+003, 0.0000000E+000, 6.1170412E-003, 0.0000000E+000, 8.7687484E+004
 7.4158823E-001, 2.5574483E+002,-9.9687981E+001,-2.9552726E+002,-4.8971069E+001,-1.6300640E-002, 6.9200769E+003, 0.0000000E+000, 6.6444925E+003, 6.7316191E+003, 0.0000000E+000, 6.1715390E-003, 0.0000000E+000, 9.0451549E+004
 7.5076306E-001, 2.4876659E+002,-9.8093311E+001,-3.0250673E+002,-5.0385872E+001,-1.6495963E-002, 7.0827745E+003, 0.0000000E+000, 6.8103156E+003, 6.8805387E+003, 0.0000000E+000, 6.2254104E-003, 0.0000000E+000, 9.3281706E+004
 7.5993788E-001, 2.5226449E+002,-9.8579728E+001,-3.0963462E+002,-5.1755985E+001,-1.6674853E-002, 7.2478115E+003, 0.0000000E+000, 6.9580760E+003, 7.0400890E+003, 0.0000000E+000, 6.2786571E-003, 0.0000000E+000, 9.6177314E+004
 7.6911265E-001, 2.6264240E+002,-1.0301432E+002,-3.1691252E+002,-5.3162354E+001,-1.6856105E-002, 7.4181158E+003, 0.0000000E+000, 7.1209017E+003, 7.2076521E+003, 0.0000000E+000, 6.3312812E-003, 0.0000000E+000, 9.9140861E+004
 7.7828747E-001, 2.5750538E+002,-9.8925754E+001,-3.2435077E+002,-5.4594001E+001,-1.7029158E-002, 7.5915392E+003, 0.0000000E+000, 7.2906387E+003, 7.3711570E+003, 0.0000000E+000, 6.3832848E-003, 0.0000000E+000, 1.0217419E+005
 7.8746229E-001, 2.5916207E+002,-1.0061349E+002,-3.3194805E+002,-5.6010857E+001,-1.7200840E-002, 7.7675433E+003, 0.0000000E+000, 7.4546177E+003, 7.5381158E+003, 0.0000000E+000, 6.4346701E-003, 0.0000000E+000, 1.0527788E+005
 7.9663712E-001, 2.7024825E+002,-1.0489179E+002,-3.3970895E+002,-5.7438679E+001,-1.7365841E-002, 7.9486908E+003, 0.0000000E+000, 7.6236271E+003, 7.7168823E+003, 0.0000000E+000, 6.4854398E-003, 0.0000000E+000, 1.0845354E+005
 8.0581194E-001, 2.6377908E+002,-1.0103625E+002,-3.4764027E+002,-5.8912653E+001,-1.7530204E-002, 8.1333173E+003, 0.0000000E+000, 7.8054791E+003, 7.8894897E+003, 0.0000000E+000, 6.5355963E-003, 0.0000000E+000, 1.1170364E+005
 8.1498671E-001, 2.6559058E+002,-1.0211590E+002,-3.5574260E+002,-6.0357178E+001,-1.7685174E-002, 8.3208563E+003, 0.0000000E+000, 7.9782255E+003, 8.0682136E+003, 0.0000000E+000, 6.5851425E-003, 0.0000000E+000, 1.1502855E+005
 8.2416153E-001, 2.7643692E+002,-1.0691178E+002,-3.6402039E+002,-6.1814805E+001,-1.7837054E-002, 8.5139902E+003, 0.0000000E+000, 8.1596073E+003, 8.2576623E+003, 0.0000000E+000, 6.6340812E-003, 0.0000000E+000, 1.1843030E+005
 8.3333635E-001, 2.7650272E+002,-1.0812053E+002,-3.7248106E+002,-6.3308853E+001,-1.7987794E-002, 8.7109605E+003, 0.0000000E+000, 8.3519785E+003, 8.4435348E+003, 0.0000000E+000, 6.6824154E-003, 0.0000000E+000, 1.2191129E+005
 8.4159273E-001, 2.7233305E+002,-1.0227665E+002,-3.8025204E+002,-6.4624437E+001,-1.8116790E-002, 8.8915087E+003, 0.0000000E+000, 8.5293722E+003, 8.6166705E+003, 0.0000000E+000, 6.7253971E-003, 0.0000000E+000, 1.2511224E+005
 8.4984916E-001, 2.7362931E+002,-1.0367988E+002,-3.8817536E+002,-6.5948305E+001,-1.8242684E-002, 9.0753647E+003, 0.0000000E+000, 8.7041884E+003, 8.7911722E+003, 0.0000000E+000, 6.7678943E-003, 0.0000000E+000, 1.2837954E+005
 8.5810554E-001, 2.8455866E+002,-1.0997933E+002,-3.9625512E+002,-6.7294269E+001,-1.8374003E-002, 9.2634733E+003, 0.0000000E+000, 8.8804755E+003, 8.9744849E+003, 0.0000000E+000, 6.8099094E-003, 0.0000000E+000, 1.3171430E+005
 8.6636198E-001, 2.8467701E+002,-1.1119872E+002,-4.0449590E+002,-6.8663315E+001,-1.8492810E-002, 9.4551033E+003, 0.0000000E+000, 9.0663531E+003, 9.1554039E+003, 0.0000000E+000, 6.8514448E-003, 0.0000000E+000, 1.3511841E+005
 8.7461841E-001, 2.7962530E+002,-1.0451889E+002,-4.1289893E+002,-6.9999833E+001,-1.8612939E-002, 9.6501016E+003, 0.0000000E+000, 9.2479134E+003, 9.3422907E+003, 0.0000000E+000, 6.8925032E-003, 0.0000000E+000, 1.3859260E+005
 8.8287479E-001, 2.8087471E+002,-1.0614674E+002,-4.2146786E+002,-7.1334112E+001,-1.8727682E-002, 9.8489248E+003, 0.0000000E+000, 9.4370226E+003, 9.5308321E+003, 0.0000000E+000, 6.9330873E-003, 0.0000000E+000, 1.4213854E+005
 8.9113122E-001, 2.9227207E+002,-1.1278212E+002,-4.3020689E+002,-7.2684051E+001,-1.8849162E-002, 1.0052182E+004, 0.0000000E+000, 9.6272849E+003, 9.7287619E+003, 0.0000000E+000, 6.9731998E-003, 0.0000000E+000, 1.4575738E+005
 8.9938760E-001, 3.0050826E+002,-1.1637372E+002,-4.3912022E+002,-7.4053529E+001,-1.8962165E-002, 1.0260431E+004, 0.0000000E+000, 9.8281502E+003, 9.9313733E+003, 0.0000000E+000, 7.0128435E-003, 0.0000000E+000, 1.4945120E+005
 9.0764403E-001, 2.8783615E+002,-1.0738133E+002,-4.4821399E+002,-7.5393814E+001,-1.9061971E-002, 1.0471349E+004, 0.0000000E+000, 1.0032379E+004, 1.0128177E+004, 0.0000000E+000, 7.0520212E-003, 0.0000000E+000, 1.5322149E+005
 9.1590041E-001, 2.9719079E+002,-1.1505112E+002,-4.5748426E+002,-7.6727747E+001,-1.9182251E-002, 1.0686046E+004, 0.0000000E+000, 1.0229971E+004, 1.0333955E+004, 0.0000000E+000, 7.0907359E-003, 0.0000000E+000, 1.5706880E+005
 9.2415684E-001, 2.9715785E+002,-1.1511288E+002,-4.6694106E+002,-7.8082643E+001,-1.9281924E-002, 1.0905528E+004, 0.0000000E+000, 1.0438856E+004, 1.0542530E+004, 0.0000000E+000, 7.1289905E-003, 0.0000000E+000, 1.6099524E+005
 9.3241322E-001, 2.9873285E+002,-1.1178976E+002,-4.7658641E+002,-7.9396193E+001,-1.9387977E-002, 1.1129864E+004, 0.0000000E+000, 1.0648892E+004, 1.0760805E+004, 0.0000000E+000, 7.1667881E-003, 0.0000000E+000, 1.6500222E+005
 9.4066966E-001, 3.0966387E+002,-1.1959777E+002,-4.8642770E+002,-8.0716577E+001,-1.9485005E-002, 1.1359322E+004, 0.0000000E+000, 1.0870401E+004, 1.0982224E+004, 0.0000000E+000, 7.2041318E-003, 0.0000000E+000, 1.6909189E+005
 9.4892603E-001, 3.0324840E+002,-1.1633533E+002,-4.9646567E+002,-8.2042994E+001,-1.9593353E-002, 1.1592111E+004, 0.0000000E+000, 1.1093775E+004, 1.1200496E+004, 0.0000000E+000, 7.2410246E-003, 0.0000000E+000, 1.7326575E+005
 9.5718247E-001, 2.9658622E+002,-1.1005529E+002,-5.0670230E+002,-8.3327326E+001,-1.9691258E-002, 1.1828871E+004, 0.0000000E+000, 1.1312912E+004, 1.1425352E+004, 0.0000000E+000, 7.2774698E-003, 0.0000000E+000, 1.7752478E+005
 9.6543890E-001, 2.9772392E+002,-1.1183256E+002,-5.1714440E+002,-8.4604689E+001,-1.9773200E-002, 1.2070805E+004, 0.0000000E+000, 1.1540719E+004, 1.1654927E+004, 0.0000000E+000, 7.3134706E-003, 0.0000000E+000, 1.8187091E+005
 9.7369528E-001, 3.1692754E+002,-1.2205439E+002,-5.2779595E+002,-8.5881441E+001,-1.9869960E-002, 1.2319031E+004, 0.0000000E+000, 1.1772803E+004, 1.1900207E+004, 0.0000000E+000, 7.3490302E-003, 0.0000000E+000, 1.8630589E+005
 9.8195171E-001, 3.1703844E+002,-1.2370769E+002,-5.3866621E+002,-8.7170341E+001,-1.9964538E-002, 1.2572213E+004, 0.0000000E+000, 1.2022153E+004, 1.2139688E+004, 0.0000000E+000, 7.3841520E-003, 0.0000000E+000, 1.9083262E+005
 9.9020809E-001, 3.0428822E+002,-1.1217918E+002,-5.4975346E+002,-8.8415071E+001,-2.0071952E-002, 1.2828813E+004, 0.0000000E+000, 1.2261688E+004, 1.2382734E+004, 0.0000000E+000, 7.4188393E-003, 0.0000000E+000, 1.9545178E+005
 9.9846452E-001, 3.1507625E+002,-1.1965960E+002,-5.6106177E+002,-8.9655687E+001,-2.0153797E-002, 1.3091350E+004, 0.0000000E+000, 1.2507522E+004, 1.2636029E+004, 0.0000000E+000, 7.4530953E-003, 0.0000000E+000, 2.0016520E+005
 1.0067209E+000, 3.1498007E+002,-1.2115987E+002,-5.7260011E+002,-9.0922754E+001,-2.0232390E-002, 1.3359077E+004, 0.0000000E+000, 1.2764505E+004, 1.2889354E+004, 0.0000000E+000, 7.4869237E-003, 0.0000000E+000, 2.0497531E+005
 1.0141456E+000, 3.1782857E+002,-1.1923688E+002,-5.8317427E+002,-9.1974758E+001,-2.0311877E-002, 1.3605004E+004, 0.0000000E+000, 1.3006682E+004, 1.3128426E+004, 0.0000000E+000, 7.5169817E-003, 0.0000000E+000, 2.0938463E+005
 1.0215702E+000, 3.2194661E+002,-1.2192495E+002,-5.9394235E+002,-9.3120145E+001,-2.0374522E-002, 1.3855516E+004, 0.0000000E+000, 1.3248280E+004, 1.3368455E+004, 0.0000000E+000, 7.5466992E-003, 0.0000000E+000, 2.1387530E+005
 1.0289949E+000, 3.2143194E+002,-1.2401200E+002,-6.0490596E+002,-9.4299731E+001,-2.0464827E-002, 1.4109418E+004, 0.0000000E+000, 1.3490095E+004, 1.3607612E+004, 0.0000000E+000, 7.5760786E-003, 0.0000000E+000, 2.1844850E+005
 1.0364195E+000, 3.2284245E+002,-1.2177414E+002,-6.1606585E+002,-9.5485262E+001,-2.0542487E-002, 1.4368144E+004, 0.0000000E+000, 1.3730412E+004, 1.3857640E+004, 0.0000000E+000, 7.6051224E-003, 0.0000000E+000, 2.2310527E+005
 1.0438442E+000, 3.3328955E+002,-1.2901259E+002,-6.2743097E+002,-9.6708009E+001,-2.0578411E-002, 1.4632651E+004, 0.0000000E+000, 1.3983947E+004, 1.4112769E+004, 0.0000000E+000, 7.6338333E-003, 0.0000000E+000, 2.2784775E+005
 1.0512689E+000, 3.2515361E+002,-1.2436089E+002,-6.3900617E+002,-9.7986586E+001,-2.0646346E-002, 1.4900788E+004, 0.0000000E+000, 1.4241639E+004, 1.4364568E+004, 0.0000000E+000, 7.6622139E-003, 0.0000000E+000, 2.3267751E+005
 1.0586935E+000, 3.2643273E+002,-1.2460982E+002,-6.5078748E+002,-9.9285466E+001,-2.0765380E-002, 1.5173332E+004, 0.0000000E+000, 1.4494101E+004, 1.4625061E+004, 0.0000000E+000, 7.6902666E-003, 0.0000000E+000, 2.3759541E+005
 1.0661182E+000, 3.2645978E+002,-1.2501253E+002,-6.6278346E+002,-1.0065082E+002,-2.0847648E-002, 1.5451314E+004, 0.0000000E+000, 1.4757864E+004, 1.4889306E+004, 0.0000000E+000, 7.7179942E-003, 0.0000000E+000, 2.4260348E+005
 1.0735428E+000, 3.2737029E+002,-1.2346779E+002,-6.7499653E+002,-1.0207777E+002,-2.0919503E-002, 1.5734544E+004, 0.0000000E+000, 1.5024220E+004, 1.5161352E+004, 0.0000000E+000, 7.7453992E-003, 0.0000000E+000, 2.4770322E+005
 1.0809675E+000, 3.3734367E+002,-1.3233829E+002,-6.8743795E+002,-1.0358415E+002,-2.0892132E-002, 1.6023094E+004, 0.0000000E+000, 1.5298797E+004, 1.5437057E+004, 0.0000000E+000, 7.7724843E-003, 0.0000000E+000, 2.5289656E+005
 1.0883921E+000, 3.2908769E+002,-1.2647595E+002,-7.0010889E+002,-1.0517436E+002,-2.0935446E-002, 1.6316203E+004, 0.0000000E+000, 1.5577405E+004, 1.5713511E+004, 0.0000000E+000, 7.7992522E-003, 0.0000000E+000, 2.5818508E+005
 1.0958169E+000, 3.2978493E+002,-1.2722527E+002,-7.1300208E+002,-1.0681276E+002,-2.1060087E-002, 1.6614480E+004, 0.0000000E+000, 1.5855929E+004, 1.5997204E+004, 0.0000000E+000, 7.8257053E-003, 0.0000000E+000, 2.6357017E+005
 1.1032416E+000, 3.2967770E+002,-1.2770611E+002,-7.2613166E+002,-1.0852818E+002,-2.1084195E-002, 1.6918378E+004, 0.0000000E+000, 1.6142096E+004, 1.6285669E+004, 0.0000000E+000, 7.8518465E-003, 0.0000000E+000, 2.6905379E+005
 1.1106662E+000, 3.3105721E+002,-1.2577414E+002,-7.3949947E+002,-1.1032588E+002,-2.1093168E-002, 1.7228270E+004, 0.0000000E+000, 1.6432633E+004, 1.6583707E+004, 0.0000000E+000, 7.8776783E-003, 0.0000000E+000, 2.7463768E+005
 1.1180909E+000, 3.4071757E+002,-1.3470913E+002,-7.5312594E+002,-1.1219744E+002,-2.1079857E-002, 1.7544076E+004, 0.0000000E+000, 1.6733087E+004, 1.6884740E+004, 0.0000000E+000, 7.9032035E-003, 0.0000000E+000, 2.8032404E+005
 1.1255155E+000, 3.3232795E+002,-1.2859641E+002,-7.6700018E+002,-1.1415134E+002,-2.1139185E-002, 1.7864815E+004, 0.0000000E+000, 1.7038572E+004, 1.7187374E+004, 0.0000000E+000, 7.9284246E-003, 0.0000000E+000, 2.8611451E+005
 1.1329402E+000, 3.3366548E+002,-1.2828415E+002,-7.8110977E+002,-1.1616104E+002,-2.1217673E-002, 1.8191666E+004, 0.0000000E+000, 1.7344214E+004, 1.7499755E+004, 0.0000000E+000, 7.9533444E-003, 0.0000000E+000, 2.9201071E+005
 1.1403648E+000, 3.4388848E+002,-1.3426339E+002,-7.9547890E+002,-1.1826352E+002,-2.1331631E-002, 1.8525314E+004, 0.0000000E+000, 1.7658324E+004, 1.7821175E+004, 0.0000000E+000, 7.9779656E-003, 0.0000000E+000, 2.9801496E+005
