Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.526E+00, 9.510E+02, 3.665E+02, 6.218E+02, 6.112E+02, 1.603E+02, 1.039E+02, 0.000E+00, 5.617E+02, 1.229E+02, 1.015E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.501E+03
