Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 5.687E-01, 4.499E+02, 1.793E+02, 2.430E+02, 8.722E+01, 7.332E+01, 9.200E+01, 0.000E+00, 2.797E+02, 2.157E+01, 2.868E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.427E+03
