s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 1.3994176E+001, 3.9987511E+000,-8.6462899E-001,-2.2345839E+000,-5.4016014E-002,-2.6411805E-004, 0.0000000E+000, 0.0000000E+000, 7.9935179E-001, 8.4525803E-001, 1.1712124E+000, 9.0821544E-005, 6.5917063E-067
 1.4057746E+001, 4.0314796E+000,-8.6457608E-001,-2.1304567E+000,-5.4472596E-002,-2.6353376E-004, 0.0000000E+000, 0.0000000E+000, 9.6531515E-001, 9.8171073E-001, 1.1712124E+000, 9.0821544E-005, 6.2373346E-067
 1.4119032E+001, 4.0015931E+000,-8.6939917E-001,-2.0431740E+000,-5.5573699E-002,-2.6359704E-004, 0.0000000E+000, 0.0000000E+000, 1.0321098E+000, 1.0331826E+000, 1.1712124E+000, 9.0821544E-005, 5.9267174E-067
 1.4182361E+001, 3.9406388E+000,-8.7194694E-001,-1.9681571E+000,-5.6131479E-002,-2.6382884E-004, 0.0000000E+000, 0.0000000E+000, 1.0584495E+000, 1.0441394E+000, 1.1712124E+000, 9.0821544E-005, 5.6807294E-067
 1.4229551E+001, 3.8935999E+000,-8.6004539E-001,-1.9031119E+000,-5.4654373E-002,-2.6413292E-004, 0.0000000E+000, 0.0000000E+000, 1.0638621E+000, 1.0755241E+000, 1.1712124E+000, 9.0821544E-005, 5.5044693E-067
 1.4303707E+001, 3.9157905E+000,-8.7189131E-001,-1.8348846E+000,-5.6388650E-002,-2.6428674E-004, 0.0000000E+000, 0.0000000E+000, 1.1181855E+000, 1.1523617E+000, 1.1712124E+000, 9.0821544E-005, 5.3227801E-067
 1.4353145E+001, 3.9752463E+000,-8.8074182E-001,-1.7717984E+000,-5.5073955E-002,-2.6361867E-004, 0.0000000E+000, 0.0000000E+000, 1.2296906E+000, 1.2673686E+000, 1.1712124E+000, 9.0821544E-005, 5.2405218E-067
 1.4402582E+001, 4.0013275E+000,-8.8378444E-001,-1.7287841E+000,-5.6138073E-002,-2.6250981E-004, 0.0000000E+000, 0.0000000E+000, 1.3097701E+000, 1.3323584E+000, 1.1712124E+000, 9.0821544E-005, 5.2962563E-067
 1.4476739E+001, 4.0170862E+000,-8.9143430E-001,-1.6872986E+000,-5.6989876E-002,-2.6302113E-004, 0.0000000E+000, 0.0000000E+000, 1.3658179E+000, 1.3811004E+000, 1.1712124E+000, 9.0821544E-005, 5.5441154E-067
 1.4526176E+001, 4.0190334E+000,-8.9825092E-001,-1.6526957E+000,-5.7342296E-002,-2.6459737E-004, 0.0000000E+000, 0.0000000E+000, 1.4023470E+000, 1.4104799E+000, 1.1712124E+000, 9.0821544E-005, 5.9820428E-067
 1.4600332E+001, 4.0144335E+000,-9.0639934E-001,-1.6202491E+000,-5.7184137E-002,-2.6390000E-004, 0.0000000E+000, 0.0000000E+000, 1.4251856E+000, 1.4303371E+000, 1.1712124E+000, 9.0821544E-005, 6.6675216E-067
 1.4649770E+001, 4.0202935E+000,-9.1166904E-001,-1.5913468E+000,-5.5977796E-002,-2.6334443E-004, 0.0000000E+000, 0.0000000E+000, 1.4491106E+000, 1.4610365E+000, 1.1712124E+000, 9.0821544E-005, 7.5142383E-067
 1.4720785E+001, 4.0250638E+000,-9.2488274E-001,-1.5710826E+000,-5.6590988E-002,-2.6378009E-004, 0.0000000E+000, 0.0000000E+000, 1.4607948E+000, 1.4722437E+000, 1.1712124E+000, 9.0821544E-005, 6.7708935E-067
 1.4763939E+001, 4.0166599E+000,-9.4733468E-001,-1.5483195E+000,-5.5515968E-002,-2.6429395E-004, 0.0000000E+000, 0.0000000E+000, 1.4803484E+000, 1.4652254E+000, 1.1712124E+000, 9.0821544E-005, 3.0885252E-067
 1.4828671E+001, 3.9717032E+000,-9.3972073E-001,-1.5427872E+000,-5.6187401E-002,-2.6492103E-004, 0.0000000E+000, 0.0000000E+000, 1.4415447E+000, 1.4327429E+000, 1.1712124E+000, 9.0821544E-005, 2.6907329E-067
 1.4893402E+001, 3.9313386E+000,-9.1988166E-001,-1.5705056E+000,-5.6362877E-002,-2.6510291E-004, 0.0000000E+000, 0.0000000E+000, 1.3881878E+000, 1.3843234E+000, 1.1712124E+000, 9.0821544E-005, 2.3518226E-067
 1.4958134E+001, 3.9238244E+000,-8.9296667E-001,-1.6500276E+000,-5.6192463E-002,-2.6506800E-004, 0.0000000E+000, 0.0000000E+000, 1.3329498E+000, 1.3243726E+000, 1.1712124E+000, 9.0821544E-005, 2.1638547E-067
 1.5017702E+001, 3.9602888E+000,-8.8723265E-001,-1.7725757E+000,-5.4983425E-002,-2.6521793E-004, 0.0000000E+000, 0.0000000E+000, 1.2382943E+000, 1.2452318E+000, 1.1712124E+000, 9.0821544E-005, 2.0794028E-067
 1.5074688E+001, 3.9669167E+000,-8.7425037E-001,-1.9115563E+000,-5.5566969E-002,-2.6529010E-004, 0.0000000E+000, 0.0000000E+000, 1.1462281E+000, 1.1252778E+000, 1.1712124E+000, 9.0821544E-005, 2.0779895E-067
 1.5131674E+001, 3.9549014E+000,-8.7402617E-001,-2.0586923E+000,-5.5514947E-002,-2.6524908E-004, 0.0000000E+000, 0.0000000E+000, 9.9214998E-001, 9.6640274E-001, 1.1712124E+000, 9.0821544E-005, 2.1148137E-067
 1.5188660E+001, 3.9500593E+000,-8.9221825E-001,-2.2118014E+000,-5.4638831E-002,-2.6510813E-004, 0.0000000E+000, 0.0000000E+000, 8.1152846E-001, 7.9113573E-001, 1.1712124E+000, 9.0821544E-005, 2.1934238E-067
 1.5241246E+001, 3.9804808E+000,-8.8108322E-001,-2.3561727E+000,-5.4935550E-002,-2.6521761E-004, 0.0000000E+000, 0.0000000E+000, 6.8780302E-001, 6.8802412E-001, 1.1712124E+000, 9.0821544E-005, 2.3151223E-067
 1.5308430E+001, 3.9846504E+000,-8.6731438E-001,-2.4999733E+000,-5.5157605E-002,-2.6494313E-004, 0.0000000E+000, 0.0000000E+000, 5.7254113E-001, 5.6194014E-001, 1.1712124E+000, 9.0821544E-005, 2.4602788E-067
 1.5375613E+001, 3.9860182E+000,-8.5502133E-001,-2.6395354E+000,-5.7013890E-002,-2.6474261E-004, 0.0000000E+000, 0.0000000E+000, 4.4029958E-001, 4.3418276E-001, 1.1712124E+000, 9.0821544E-005, 2.5218514E-067
 1.5429359E+001, 3.9829794E+000,-8.6343546E-001,-2.7352115E+000,-5.7359184E-002,-2.6490282E-004, 0.0000000E+000, 0.0000000E+000, 3.3917473E-001, 3.2670838E-001, 1.1712124E+000, 9.0821544E-005, 2.4062992E-067
 1.5484786E+001, 3.9842968E+000,-8.6837964E-001,-2.8071224E+000,-5.7535638E-002,-2.6468528E-004, 0.0000000E+000, 0.0000000E+000, 2.5449470E-001, 2.5099450E-001, 1.1712124E+000, 9.0821544E-005, 2.1262606E-067
 1.5540213E+001, 3.9964918E+000,-8.7591864E-001,-2.8727292E+000,-6.0174236E-002,-2.6432495E-004, 0.0000000E+000, 0.0000000E+000, 1.9897497E-001, 1.8740542E-001, 1.1712124E+000, 9.0821544E-005, 1.7692689E-067
 1.5614114E+001, 3.9855686E+000,-8.8648558E-001,-2.9069352E+000,-5.9273274E-002,-2.6373519E-004, 0.0000000E+000, 0.0000000E+000, 1.2928301E-001, 1.3261082E-001, 1.1712124E+000, 9.0821544E-005, 1.4144123E-067
 1.5669540E+001, 4.0029205E+000,-8.9092169E-001,-2.9042325E+000,-6.0555136E-002,-2.6397121E-004, 0.0000000E+000, 0.0000000E+000, 1.3141070E-001, 1.4694721E-001, 1.1712124E+000, 9.0821544E-005, 1.1925925E-067
 1.5724967E+001, 4.0118562E+000,-8.9853337E-001,-2.8991201E+000,-6.1859589E-002,-2.6385250E-004, 0.0000000E+000, 0.0000000E+000, 1.5696291E-001, 1.5207935E-001, 1.1712124E+000, 9.0821544E-005, 1.1143409E-067
 1.5780393E+001, 4.0234724E+000,-9.0910575E-001,-2.9037288E+000,-6.1410212E-002,-2.6402826E-004, 0.0000000E+000, 0.0000000E+000, 1.3722336E-001, 1.4896359E-001, 1.1712124E+000, 9.0821544E-005, 1.1330258E-067
 1.5841362E+001, 3.9895649E+000,-8.9031271E-001,-2.9145255E+000,-6.1423918E-002,-2.6554785E-004, 0.0000000E+000, 0.0000000E+000, 1.2875047E-001, 1.2303729E-001, 1.1712124E+000, 9.0821544E-005, 1.1539303E-067
 1.5902330E+001, 4.0038038E+000,-8.7194034E-001,-2.9208901E+000,-6.0633184E-002,-2.6541827E-004, 0.0000000E+000, 0.0000000E+000, 1.3941470E-001, 1.5007469E-001, 1.1712124E+000, 9.0821544E-005, 1.2862223E-067
 1.5965332E+001, 3.9937274E+000,-8.5309494E-001,-2.9095199E+000,-5.9959626E-002,-2.6476770E-004, 0.0000000E+000, 0.0000000E+000, 1.6535746E-001, 1.7088821E-001, 1.1712124E+000, 9.0821544E-005, 1.5800632E-067
 1.6032398E+001, 3.9822099E+000,-8.5366939E-001,-2.8593663E+000,-5.9374591E-002,-2.6454776E-004, 0.0000000E+000, 0.0000000E+000, 1.9741665E-001, 2.0953514E-001, 1.1712124E+000, 9.0821544E-005, 2.8187222E-067
 1.6094860E+001, 4.0000121E+000,-8.7381744E-001,-2.7689599E+000,-5.8152359E-002,-2.6314938E-004, 0.0000000E+000, 0.0000000E+000, 2.7325006E-001, 2.9881925E-001, 1.1712124E+000, 9.0821544E-005, 4.5060560E-067
 1.6148466E+001, 4.0436269E+000,-8.7995586E-001,-2.6738258E+000,-5.6534911E-002,-2.6305449E-004, 0.0000000E+000, 0.0000000E+000, 3.9553294E-001, 4.3304728E-001, 1.1712124E+000, 9.0821544E-005, 7.0347413E-067
 1.6209553E+001, 4.0511451E+000,-8.7669975E-001,-2.5915741E+000,-5.5245464E-002,-2.6362728E-004, 0.0000000E+000, 0.0000000E+000, 5.1464695E-001, 5.2736216E-001, 1.1712124E+000, 9.0821544E-005, 1.2227243E-066
 1.6268633E+001, 4.0083764E+000,-8.5379832E-001,-2.5224329E+000,-5.4824079E-002,-2.6358452E-004, 0.0000000E+000, 0.0000000E+000, 5.7010772E-001, 5.7705751E-001, 1.1712124E+000, 9.0821544E-005, 2.1245993E-066
 1.6327713E+001, 3.9975856E+000,-8.3681965E-001,-2.4725253E+000,-5.5718575E-002,-2.6286347E-004, 0.0000000E+000, 0.0000000E+000, 6.1911136E-001, 6.3225920E-001, 1.1712124E+000, 9.0821544E-005, 3.0526395E-066
 1.6386795E+001, 3.9938908E+000,-8.3007317E-001,-2.4298320E+000,-5.4643000E-002,-2.6370702E-004, 0.0000000E+000, 0.0000000E+000, 6.6504850E-001, 6.7907895E-001, 1.1712124E+000, 9.0821544E-005, 4.1625325E-066
 1.6445875E+001, 4.0008129E+000,-8.2901330E-001,-2.3840258E+000,-5.6216481E-002,-2.6439136E-004, 0.0000000E+000, 0.0000000E+000, 7.2596334E-001, 7.3129295E-001, 1.1712124E+000, 9.0821544E-005, 6.1875174E-066
 1.6504955E+001, 3.9868091E+000,-8.3113805E-001,-2.3295742E+000,-5.6665405E-002,-2.6394041E-004, 0.0000000E+000, 0.0000000E+000, 7.6942125E-001, 7.6916752E-001, 1.1712124E+000, 9.0821544E-005, 8.1217510E-066
 1.6564035E+001, 3.9341244E+000,-8.2265558E-001,-2.2665055E+000,-5.6285472E-002,-2.6297007E-004, 0.0000000E+000, 0.0000000E+000, 7.7944671E-001, 7.8841486E-001, 1.1712124E+000, 9.0821544E-005, 9.6493340E-066
 1.6623117E+001, 3.9474060E+000,-8.2017192E-001,-2.2053016E+000,-5.6928613E-002,-2.6301697E-004, 0.0000000E+000, 0.0000000E+000, 8.5416292E-001, 8.6474081E-001, 1.1712124E+000, 9.0821544E-005, 1.0475182E-065
 1.6689392E+001, 3.9832845E+000,-8.1908800E-001,-2.1529473E+000,-5.9007953E-002,-2.6334108E-004, 0.0000000E+000, 0.0000000E+000, 9.3795343E-001, 9.5197799E-001, 1.1712124E+000, 9.0821544E-005, 1.0415694E-065
 1.6742413E+001, 3.9751390E+000,-8.2453115E-001,-2.1177023E+000,-6.0323738E-002,-2.6439005E-004, 0.0000000E+000, 0.0000000E+000, 9.6771863E-001, 9.7231742E-001, 1.1712124E+000, 9.0821544E-005, 9.4802881E-066
 1.6808687E+001, 3.9913550E+000,-8.3166849E-001,-2.0902963E+000,-5.9877633E-002,-2.6478310E-004, 0.0000000E+000, 0.0000000E+000, 1.0050130E+000, 1.0092478E+000, 1.1712124E+000, 9.0821544E-005, 8.0762561E-066
 1.6861706E+001, 3.9637348E+000,-8.3896612E-001,-2.0663284E+000,-6.1221701E-002,-2.6436241E-004, 0.0000000E+000, 0.0000000E+000, 9.9733690E-001, 9.9695420E-001, 1.1712124E+000, 9.0821544E-005, 6.6489231E-066
 1.6927982E+001, 3.9717557E+000,-8.3500838E-001,-2.0432271E+000,-6.1086350E-002,-2.6398553E-004, 0.0000000E+000, 0.0000000E+000, 1.0192080E+000, 1.0321699E+000, 1.1712124E+000, 9.0821544E-005, 5.5296242E-066
 1.6981001E+001, 4.0190418E+000,-8.3794091E-001,-2.0183925E+000,-6.1009717E-002,-2.6441183E-004, 0.0000000E+000, 0.0000000E+000, 1.0900983E+000, 1.1014343E+000, 1.1712124E+000, 9.0821544E-005, 4.5544877E-066
 1.7047276E+001, 3.9882215E+000,-8.4440909E-001,-2.0017427E+000,-5.9233945E-002,-2.6460276E-004, 0.0000000E+000, 0.0000000E+000, 1.0860301E+000, 1.0825711E+000, 1.1712124E+000, 9.0821544E-005, 3.7350984E-066
 1.7100296E+001, 3.9922585E+000,-8.6946129E-001,-2.0063044E+000,-5.9182733E-002,-2.6415725E-004, 0.0000000E+000, 0.0000000E+000, 1.0554282E+000, 1.0570459E+000, 1.1712124E+000, 9.0821544E-005, 2.9510309E-066
 1.7166571E+001, 4.0110193E+000,-8.6012180E-001,-2.0396782E+000,-5.8633757E-002,-2.6472530E-004, 0.0000000E+000, 0.0000000E+000, 1.0464579E+000, 1.0523208E+000, 1.1712124E+000, 9.0821544E-005, 1.9585881E-066
 1.7232845E+001, 3.9935545E+000,-8.5943885E-001,-2.1100579E+000,-5.8777356E-002,-2.6517450E-004, 0.0000000E+000, 0.0000000E+000, 9.7189876E-001, 9.6501524E-001, 1.1712124E+000, 9.0821544E-005, 1.3573311E-066
 1.7285866E+001, 3.9831560E+000,-8.5811900E-001,-2.2049284E+000,-5.8243126E-002,-2.6524832E-004, 0.0000000E+000, 0.0000000E+000, 8.7051271E-001, 8.6160024E-001, 1.1712124E+000, 9.0821544E-005, 1.0302083E-066
 1.7352140E+001, 3.9836734E+000,-8.7380649E-001,-2.3202689E+000,-5.8827091E-002,-2.6466588E-004, 0.0000000E+000, 0.0000000E+000, 7.4170620E-001, 7.3050631E-001, 1.1712124E+000, 9.0821544E-005, 1.0781134E-066
 1.7405161E+001, 3.9686598E+000,-8.8442732E-001,-2.4393288E+000,-5.9238218E-002,-2.6487453E-004, 0.0000000E+000, 0.0000000E+000, 5.9750932E-001, 5.8540065E-001, 1.1712124E+000, 9.0821544E-005, 2.2704608E-066
 1.7472761E+001, 3.9647438E+000,-8.8378488E-001,-2.5573056E+000,-5.9543506E-002,-2.6477626E-004, 0.0000000E+000, 0.0000000E+000, 4.7210688E-001, 4.6384501E-001, 1.1712124E+000, 9.0821544E-005, 4.3024011E-066
 1.7531082E+001, 3.9674491E+000,-8.9408431E-001,-2.6809855E+000,-6.0855772E-002,-2.6432305E-004, 0.0000000E+000, 0.0000000E+000, 3.3979346E-001, 3.3125923E-001, 1.1712124E+000, 9.0821544E-005, 6.1829873E-066
 1.7589405E+001, 3.9660690E+000,-9.1978298E-001,-2.7882222E+000,-6.1930277E-002,-2.6395485E-004, 0.0000000E+000, 0.0000000E+000, 2.0517001E-001, 1.9586955E-001, 1.1712124E+000, 9.0821544E-005, 7.0069214E-066
 1.7647726E+001, 3.9697967E+000,-9.2149656E-001,-2.8854068E+000,-6.1407783E-002,-2.6365624E-004, 0.0000000E+000, 0.0000000E+000, 1.0312072E-001, 1.0122192E-001, 1.1712124E+000, 9.0821544E-005, 6.5510889E-066
 1.7706049E+001, 3.9765118E+000,-9.0226454E-001,-2.9705360E+000,-6.1694781E-002,-2.6436985E-004, 0.0000000E+000, 0.0000000E+000, 3.7836203E-002, 4.1752066E-002, 1.1712124E+000, 9.0821544E-005, 5.5993225E-066
 1.7764370E+001, 3.9933390E+000,-9.0607005E-001,-3.0483641E+000,-6.0854648E-002,-2.6483775E-004, 0.0000000E+000, 0.0000000E+000,-2.1964696E-002,-2.2214577E-002, 1.1712124E+000, 9.0821544E-005, 4.7104591E-066
 1.7822693E+001, 3.9835983E+000,-9.1394247E-001,-3.1161115E+000,-6.0295550E-002,-2.6517513E-004, 0.0000000E+000, 0.0000000E+000,-1.0030662E-001,-1.0701633E-001, 1.1712124E+000, 9.0821544E-005, 3.9873645E-066
 1.7881014E+001, 3.9742445E+000,-9.2081825E-001,-3.1740589E+000,-6.0746169E-002,-2.6530588E-004, 0.0000000E+000, 0.0000000E+000,-1.7802576E-001,-1.8164415E-001, 1.1712124E+000, 9.0821544E-005, 3.3221077E-066
 1.7953917E+001, 3.9820918E+000,-9.2066410E-001,-3.2258836E+000,-6.0322116E-002,-2.6507235E-004, 0.0000000E+000, 0.0000000E+000,-2.3075769E-001,-2.2504303E-001, 1.1712124E+000, 9.0821544E-005, 2.7489948E-066
 1.8012238E+001, 3.9918351E+000,-9.2089625E-001,-3.2602237E+000,-6.0788032E-002,-2.6519890E-004, 0.0000000E+000, 0.0000000E+000,-2.5294141E-001,-2.5033805E-001, 1.1712124E+000, 9.0821544E-005, 2.3869622E-066
 1.8073477E+001, 3.9746540E+000,-9.1348673E-001,-3.2862222E+000,-6.2513304E-002,-2.6534827E-004, 0.0000000E+000, 0.0000000E+000,-2.9209429E-001,-2.8783361E-001, 1.1712124E+000, 9.0821544E-005, 2.2170396E-066
 1.8126404E+001, 3.9335367E+000,-8.9920697E-001,-3.3189307E+000,-6.2132990E-002,-2.6555747E-004, 0.0000000E+000, 0.0000000E+000,-3.3294356E-001,-3.4699951E-001, 1.1712124E+000, 9.0821544E-005, 2.1642294E-066
 1.8187634E+001, 3.9779811E+000,-8.9559533E-001,-3.3637540E+000,-6.3442564E-002,-2.6537010E-004, 0.0000000E+000, 0.0000000E+000,-3.5831836E-001,-3.4507613E-001, 1.1712124E+000, 9.0821544E-005, 2.2002035E-066
 1.8248861E+001, 3.9966847E+000,-8.8499882E-001,-3.4171134E+000,-6.4035313E-002,-2.6544061E-004, 0.0000000E+000, 0.0000000E+000,-3.7284459E-001,-3.6972836E-001, 1.1712124E+000, 9.0821544E-005, 2.2669491E-066
 1.8310091E+001, 3.9941029E+000,-8.8035296E-001,-3.4622868E+000,-6.4810831E-002,-2.6527447E-004, 0.0000000E+000, 0.0000000E+000,-4.1395164E-001,-4.1361297E-001, 1.1712124E+000, 9.0821544E-005, 2.3334179E-066
 1.8371321E+001, 4.0179639E+000,-8.8645696E-001,-3.4929456E+000,-6.3207691E-002,-2.6499516E-004, 0.0000000E+000, 0.0000000E+000,-4.3081955E-001,-4.2491136E-001, 1.1712124E+000, 9.0821544E-005, 2.3084717E-066
 1.8432550E+001, 4.0265478E+000,-9.0668185E-001,-3.5166949E+000,-6.4789111E-002,-2.6533291E-004, 0.0000000E+000, 0.0000000E+000,-4.4815743E-001,-4.6188345E-001, 1.1712124E+000, 9.0821544E-005, 2.1628229E-066
 1.8483065E+001, 3.9587093E+000,-9.1939198E-001,-3.5382315E+000,-6.1827446E-002,-2.6528431E-004, 0.0000000E+000, 0.0000000E+000,-5.5253224E-001,-5.6100685E-001, 1.1712124E+000, 9.0821544E-005, 1.9581091E-066
 1.8550417E+001, 3.9742741E+000,-9.2483864E-001,-3.5573818E+000,-5.9968781E-002,-2.6519008E-004, 0.0000000E+000, 0.0000000E+000,-5.7138582E-001,-5.6818027E-001, 1.1712124E+000, 9.0821544E-005, 1.7216924E-066
 1.8600931E+001, 3.9828549E+000,-9.2624954E-001,-3.5754390E+000,-6.0183677E-002,-2.6537280E-004, 0.0000000E+000, 0.0000000E+000,-5.8452094E-001,-5.7928267E-001, 1.1712124E+000, 9.0821544E-005, 1.2928948E-066
 1.8675018E+001, 3.9586826E+000,-9.1051659E-001,-3.5996076E+000,-5.9706465E-002,-2.6543829E-004, 0.0000000E+000, 0.0000000E+000,-6.1122892E-001,-6.1141352E-001, 1.1712124E+000, 9.0821544E-005, 9.9823973E-067
 1.8730583E+001, 3.9900418E+000,-8.9529507E-001,-3.6242211E+000,-5.8735335E-002,-2.6562995E-004, 0.0000000E+000, 0.0000000E+000,-6.0539283E-001,-5.8847532E-001, 1.1712124E+000, 9.0821544E-005, 8.6172280E-067
 1.8786150E+001, 3.9984723E+000,-8.9708433E-001,-3.6338328E+000,-5.9492851E-002,-2.6636294E-004, 0.0000000E+000, 0.0000000E+000,-5.9676234E-001,-5.9220411E-001, 1.1712124E+000, 9.0821544E-005, 7.7748567E-067
 1.8843567E+001, 3.9764273E+000,-8.9060362E-001,-3.6261347E+000,-5.9256659E-002,-2.6636761E-004, 0.0000000E+000, 0.0000000E+000,-5.8710368E-001,-5.9983406E-001, 1.1712124E+000, 9.0821544E-005, 6.9986860E-067
 1.8904690E+001, 3.9517568E+000,-8.9289181E-001,-3.5946072E+000,-6.1125134E-002,-2.6610788E-004, 0.0000000E+000, 0.0000000E+000,-6.0961911E-001,-5.9713345E-001, 1.1712124E+000, 9.0821544E-005, 6.2464498E-067
 1.8965811E+001, 3.9885698E+000,-9.1626015E-001,-3.5458376E+000,-5.9776545E-002,-2.6571569E-004, 0.0000000E+000, 0.0000000E+000,-5.5778292E-001,-5.3357027E-001, 1.1712124E+000, 9.0821544E-005, 5.5890402E-067
 1.9031008E+001, 3.9604329E+000,-9.2949083E-001,-3.4743688E+000,-6.0913224E-002,-2.6545002E-004, 0.0000000E+000, 0.0000000E+000,-4.9647251E-001,-5.0460543E-001, 1.1712124E+000, 9.0821544E-005, 5.1235183E-067
 1.9098244E+001, 3.9349119E+000,-9.1853187E-001,-3.3838220E+000,-6.0288979E-002,-2.6536920E-004, 0.0000000E+000, 0.0000000E+000,-4.5243428E-001,-4.2799627E-001, 1.1712124E+000, 9.0821544E-005, 4.9629894E-067
 1.9143066E+001, 3.9804053E+000,-9.2976489E-001,-3.3038208E+000,-5.9629922E-002,-2.6544748E-004, 0.0000000E+000, 0.0000000E+000,-3.5626096E-001,-3.1307577E-001, 1.1712124E+000, 9.0821544E-005, 5.0939706E-067
 1.9210300E+001, 3.9751152E+000,-9.1505343E-001,-3.2370777E+000,-6.1177566E-002,-2.6484031E-004, 0.0000000E+000, 0.0000000E+000,-2.5239716E-001,-2.3845836E-001, 1.1712124E+000, 9.0821544E-005, 5.4260632E-067
 1.9277534E+001, 3.9698401E+000,-9.1774854E-001,-3.1945495E+000,-5.8408302E-002,-2.6452275E-004, 0.0000000E+000, 0.0000000E+000,-2.0517267E-001,-2.0113079E-001, 1.1712124E+000, 9.0821544E-005, 5.8772788E-067
 1.9322357E+001, 3.9717459E+000,-9.1717916E-001,-3.2157665E+000,-5.9553362E-002,-2.6470949E-004, 0.0000000E+000, 0.0000000E+000,-2.1601240E-001,-2.2101789E-001, 1.1712124E+000, 9.0821544E-005, 6.1183841E-067
 1.9389591E+001, 3.9868458E+000,-9.2281085E-001,-3.2850066E+000,-5.7779178E-002,-2.6466361E-004, 0.0000000E+000, 0.0000000E+000,-2.7228572E-001,-2.7901545E-001, 1.1712124E+000, 9.0821544E-005, 6.1079071E-067
 1.9456827E+001, 3.9949459E+000,-9.1883835E-001,-3.3840962E+000,-5.7902224E-002,-2.6471662E-004, 0.0000000E+000, 0.0000000E+000,-3.5873191E-001,-3.6615561E-001, 1.1712124E+000, 9.0821544E-005, 5.8789447E-067
 1.9501650E+001, 3.9900920E+000,-9.1222358E-001,-3.4637797E+000,-5.6091398E-002,-2.6488735E-004, 0.0000000E+000, 0.0000000E+000,-4.3028274E-001,-4.4226751E-001, 1.1712124E+000, 9.0821544E-005, 5.6282779E-067
 1.9571125E+001, 3.9643397E+000,-8.9904640E-001,-3.5281316E+000,-5.6729986E-002,-2.6493149E-004, 0.0000000E+000, 0.0000000E+000,-4.9740106E-001,-5.1983319E-001, 1.1712124E+000, 9.0821544E-005, 5.4151963E-067
 1.9620430E+001, 3.9560260E+000,-8.9570397E-001,-3.5699714E+000,-5.6434963E-002,-2.6479396E-004, 0.0000000E+000, 0.0000000E+000,-5.8178538E-001,-5.6634909E-001, 1.1712124E+000, 9.0821544E-005, 5.2658352E-067
 1.9694387E+001, 3.9547878E+000,-8.8557106E-001,-3.5669968E+000,-5.7413880E-002,-2.6470543E-004, 0.0000000E+000, 0.0000000E+000,-5.6818675E-001,-5.5545864E-001, 1.1712124E+000, 9.0821544E-005, 5.1689805E-067
 1.9743692E+001, 3.9558535E+000,-8.8878806E-001,-3.5276964E+000,-5.6226049E-002,-2.6419415E-004, 0.0000000E+000, 0.0000000E+000,-5.2953561E-001,-5.1712126E-001, 1.1712124E+000, 9.0821544E-005, 5.0668826E-067
 1.9817652E+001, 3.9580844E+000,-8.9242668E-001,-3.4489303E+000,-5.5967066E-002,-2.6404575E-004, 0.0000000E+000, 0.0000000E+000,-4.6674377E-001,-4.3950366E-001, 1.1712124E+000, 9.0821544E-005, 4.8838017E-067
 1.9866957E+001, 3.9660479E+000,-8.7802298E-001,-3.3432971E+000,-5.5598398E-002,-2.6425135E-004, 0.0000000E+000, 0.0000000E+000,-3.4729777E-001,-3.1113487E-001, 1.1712124E+000, 9.0821544E-005, 4.5815428E-067
 1.9940914E+001, 3.9561526E+000,-8.9253210E-001,-3.2338437E+000,-5.4401662E-002,-2.6468115E-004, 0.0000000E+000, 0.0000000E+000,-2.4319551E-001,-2.2488954E-001, 1.1712124E+000, 9.0821544E-005, 4.1627264E-067
 1.9986969E+001, 3.9773417E+000,-9.1057575E-001,-3.1412733E+000,-5.5805662E-002,-2.6463424E-004, 0.0000000E+000, 0.0000000E+000,-1.7184761E-001,-1.3057757E-001, 1.1712124E+000, 9.0821544E-005, 3.7424093E-067
 2.0044973E+001, 4.0245023E+000,-9.1259253E-001,-3.0810611E+000,-5.6680640E-002,-2.6476967E-004, 0.0000000E+000, 0.0000000E+000,-4.3827215E-002,-2.6096801E-002, 1.1712124E+000, 9.0821544E-005, 3.4628856E-067
 2.0118176E+001, 3.9994992E+000,-9.0342410E-001,-3.0206513E+000,-5.6389416E-002,-2.6477772E-004, 0.0000000E+000, 0.0000000E+000, 1.5705683E-002, 1.8769555E-002, 1.1712124E+000, 9.0821544E-005, 3.3145738E-067
 2.0180580E+001, 3.9280173E+000,-8.9066395E-001,-2.9706130E+000,-5.8167158E-002,-2.6484675E-004, 0.0000000E+000, 0.0000000E+000, 2.0349222E-002, 8.3083641E-003, 1.1712124E+000, 9.0821544E-005, 3.4131737E-067
 2.0222269E+001, 3.9546938E+000,-8.9045389E-001,-2.9364536E+000,-5.9815610E-002,-2.6496578E-004, 0.0000000E+000, 0.0000000E+000, 1.9209441E-002, 6.7705807E-002, 1.1712124E+000, 9.0821544E-005, 3.6387707E-067
 2.0280907E+001, 3.9852942E+000,-8.9714883E-001,-2.9023805E+000,-5.8543229E-002,-2.6501908E-004, 0.0000000E+000, 0.0000000E+000, 1.1486959E-001, 1.2695663E-001, 1.1712124E+000, 9.0821544E-005, 3.9281466E-067
