Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.075E-01, 2.172E+01, 7.916E+00, 1.617E+01, 3.274E+00, 6.862E+00, 1.803E+00, 0.000E+00, 1.164E+01, 2.483E+00, 7.786E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 7.198E+01
