Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.572E-03, 1.532E-02, 6.309E-03, 1.787E-02, 2.565E-03, 6.129E-03, 1.458E-02, 0.000E+00, 2.273E-02, 2.901E-04, 9.550E-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 8.746E-02
