s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 7.3932736E+001, 2.0988146E+001, 2.0620363E+001, 2.0620363E+001, 2.0582517E+001, 2.1955407E+001, 2.6742017E+001, 2.6742017E+001, 3.0026675E+001, 3.1706034E+001, 3.1706034E+001, 3.6951066E+001, 4.4502087E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.2034187E-002, 2.2737154E-002, 2.2737154E-002, 2.6219985E-002, 1.0177168E-001, 1.8383437E-001, 1.8383437E-001, 1.9205415E-001, 2.1347410E-001, 2.1347410E-001, 2.5919697E-001, 2.7194212E-001, 2.7194212E-001, 2.7194212E-001, 1.4138604E-001
 7.5641878E+001, 2.1005988E+001, 2.0636702E+001, 2.0636702E+001, 2.0599206E+001, 2.1945154E+001, 2.6393463E+001, 2.6393463E+001, 2.9680450E+001, 3.2421028E+001, 3.2421028E+001, 3.8655615E+001, 4.5002345E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.6350445E-002, 3.3433301E-002, 3.3433301E-002, 3.0637028E-002, 1.0657620E-001, 1.9384443E-001, 1.9384443E-001, 2.1082470E-001, 2.3933930E-001, 2.3933930E-001, 2.5717210E-001, 3.1423084E-001, 3.1423084E-001, 3.1423084E-001, 1.7828158E-001
 7.7778305E+001, 2.1023340E+001, 2.0653891E+001, 2.0653891E+001, 2.0617017E+001, 2.1920285E+001, 2.5967304E+001, 2.5967304E+001, 2.9310248E+001, 3.3133707E+001, 3.3133707E+001, 3.9533281E+001, 4.4432448E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.7253197E-002, 4.2071406E-002, 4.2071406E-002, 3.6620648E-002, 1.1317238E-001, 2.0148277E-001, 2.0148277E-001, 2.2398201E-001, 2.6005818E-001, 2.6005818E-001, 2.6984047E-001, 4.2930733E-001, 4.2930733E-001, 4.2930733E-001, 2.3685020E-001
 7.9572904E+001, 2.1038745E+001, 2.0670711E+001, 2.0670711E+001, 2.0634433E+001, 2.1894474E+001, 2.5538706E+001, 2.5538706E+001, 2.8981957E+001, 3.3734225E+001, 3.3734225E+001, 3.9181678E+001, 4.3116068E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7205990E-002, 5.0035303E-002, 5.0035303E-002, 4.2842010E-002, 1.1795663E-001, 2.0270384E-001, 2.0270384E-001, 2.2872546E-001, 2.7318566E-001, 2.7318566E-001, 3.0081211E-001, 5.8456280E-001, 5.8456280E-001, 5.8456280E-001, 3.0849315E-001
 8.1076948E+001, 2.1048884E+001, 2.0683559E+001, 2.0683559E+001, 2.0647300E+001, 2.1867880E+001, 2.5182612E+001, 2.5182612E+001, 2.8774205E+001, 3.4093379E+001, 3.4093379E+001, 3.8607137E+001, 4.1768789E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9996490E-002, 6.0958987E-002, 6.0958987E-002, 5.1522546E-002, 1.1986706E-001, 1.9782202E-001, 1.9782202E-001, 2.2645098E-001, 2.7838423E-001, 2.7838423E-001, 3.4052081E-001, 7.1170704E-001, 7.1170704E-001, 7.1170704E-001, 3.6781133E-001
 8.3145010E+001, 2.1054750E+001, 2.0694623E+001, 2.0694623E+001, 2.0656872E+001, 2.1813929E+001, 2.4756981E+001, 2.4756981E+001, 2.8639127E+001, 3.4160033E+001, 3.4160033E+001, 3.8172956E+001, 4.1187053E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0039993E-001, 7.9252861E-002, 7.9252861E-002, 6.7051206E-002, 1.2221032E-001, 1.8767724E-001, 1.8767724E-001, 2.1830159E-001, 2.8040435E-001, 2.8040435E-001, 3.9394174E-001, 8.0891485E-001, 8.0891485E-001, 8.0891485E-001, 4.1635206E-001
 8.4696056E+001, 2.1053775E+001, 2.0701945E+001, 2.0701945E+001, 2.0661005E+001, 2.1727291E+001, 2.4277193E+001, 2.4277193E+001, 2.8577109E+001, 3.3939662E+001, 3.3939662E+001, 3.7776810E+001, 4.1064812E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.2743919E-001, 1.0410627E-001, 1.0410627E-001, 8.9209672E-002, 1.2810708E-001, 1.7388323E-001, 1.7388323E-001, 2.0428504E-001, 2.8114123E-001, 2.8114123E-001, 4.5318809E-001, 8.5467330E-001, 8.5467330E-001, 8.5467330E-001, 4.4295979E-001
 8.6764117E+001, 2.1042769E+001, 2.0703386E+001, 2.0703386E+001, 2.0657416E+001, 2.1601888E+001, 2.3790917E+001, 2.3790917E+001, 2.8593731E+001, 3.3683198E+001, 3.3683198E+001, 3.7572254E+001, 4.1782763E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.6098783E-001, 1.3537715E-001, 1.3537715E-001, 1.1786981E-001, 1.4066478E-001, 1.5712571E-001, 1.5712571E-001, 1.8345148E-001, 2.8456309E-001, 2.8456309E-001, 5.1526255E-001, 8.5078357E-001, 8.5078357E-001, 8.5078357E-001, 4.4460698E-001
 8.8315163E+001, 2.1020777E+001, 2.0698318E+001, 2.0698318E+001, 2.0646181E+001, 2.1447264E+001, 2.3359046E+001, 2.3359046E+001, 2.8662122E+001, 3.3582611E+001, 3.3582611E+001, 3.7742227E+001, 4.2586712E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.9931383E-001, 1.7146251E-001, 1.7146251E-001, 1.5155695E-001, 1.6065600E-001, 1.3945429E-001, 1.3945429E-001, 1.5837601E-001, 2.9651100E-001, 2.9651100E-001, 5.8002522E-001, 8.2089914E-001, 8.2089914E-001, 8.2089914E-001, 4.3173606E-001
 9.0383225E+001, 2.0985304E+001, 2.0685336E+001, 2.0685336E+001, 2.0627034E+001, 2.1279265E+001, 2.2998968E+001, 2.2998968E+001, 2.8891586E+001, 3.3889549E+001, 3.3889549E+001, 3.8939686E+001, 4.3834974E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.3981380E-001, 2.0997407E-001, 2.0997407E-001, 1.8826819E-001, 1.8790400E-001, 1.2471875E-001, 1.2471875E-001, 1.3869891E-001, 3.2334572E-001, 3.2334572E-001, 6.4512050E-001, 7.8486610E-001, 7.8486610E-001, 7.8486610E-001, 4.1412928E-001
 9.1934271E+001, 2.0937551E+001, 2.0664977E+001, 2.0664977E+001, 2.0601994E+001, 2.1114221E+001, 2.2710891E+001, 2.2710891E+001, 2.9417496E+001, 3.4852816E+001, 3.4852816E+001, 4.1168473E+001, 4.6326926E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.7943749E-001, 2.4789129E-001, 2.4789129E-001, 2.2497644E-001, 2.1872530E-001, 1.1532843E-001, 1.1532843E-001, 1.4022419E-001, 3.6099018E-001, 3.6099018E-001, 6.9995201E-001, 7.5222318E-001, 7.5222318E-001, 7.5222318E-001, 4.0069812E-001
 9.4002333E+001, 2.0877474E+001, 2.0636264E+001, 2.0636264E+001, 2.0572935E+001, 2.0961251E+001, 2.2529663E+001, 2.2529663E+001, 3.0437217E+001, 3.6735605E+001, 3.6735605E+001, 4.3924206E+001, 4.8910710E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.1287192E-001, 2.7975622E-001, 2.7975622E-001, 2.5592047E-001, 2.4578960E-001, 1.0479009E-001, 1.0479009E-001, 1.7292160E-001, 4.0458763E-001, 4.0458763E-001, 7.4245803E-001, 7.4077489E-001, 7.4077489E-001, 7.4077489E-001, 4.0602215E-001
 9.5553379E+001, 2.0808767E+001, 2.0600771E+001, 2.0600771E+001, 2.0542360E+001, 2.0824782E+001, 2.2491189E+001, 2.2491189E+001, 3.2095793E+001, 3.9001410E+001, 3.9001410E+001, 4.6025667E+001, 5.0366400E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.3898920E-001, 3.0432210E-001, 3.0432210E-001, 2.7954337E-001, 2.6563641E-001, 8.9962631E-002, 8.9962631E-002, 2.1817272E-001, 4.4339640E-001, 4.4339640E-001, 7.7089576E-001, 7.5626221E-001, 7.5626221E-001, 7.5626221E-001, 4.3109078E-001
 9.7621440E+001, 2.0732741E+001, 2.0560188E+001, 2.0560188E+001, 2.0510471E+001, 2.0714789E+001, 2.2703089E+001, 2.2703089E+001, 3.4235550E+001, 4.0769483E+001, 4.0769483E+001, 4.7410736E+001, 5.0492173E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.5880926E-001, 3.2244659E-001, 3.2244659E-001, 2.9624574E-001, 2.7607584E-001, 7.7491553E-002, 7.7491553E-002, 2.6177200E-001, 4.7253695E-001, 4.7253695E-001, 7.8553867E-001, 8.1837567E-001, 8.1837567E-001, 8.1837567E-001, 4.7368931E-001
 9.9172486E+001, 2.0653093E+001, 2.0517229E+001, 2.0517229E+001, 2.0477777E+001, 2.0632612E+001, 2.3337167E+001, 2.3337167E+001, 3.6282957E+001, 4.2001790E+001, 4.2001790E+001, 4.8001442E+001, 5.0389944E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.7417771E-001, 3.3603987E-001, 3.3603987E-001, 3.0784184E-001, 2.7736539E-001, 7.8841636E-002, 7.8841636E-002, 3.0081247E-001, 4.9512464E-001, 4.9512464E-001, 7.9179593E-001, 9.1921316E-001, 9.1921316E-001, 9.1921316E-001, 5.1451210E-001
 1.0124055E+002, 2.0573039E+001, 2.0473469E+001, 2.0473469E+001, 2.0444991E+001, 2.0582223E+001, 2.4754284E+001, 2.4754284E+001, 3.7810424E+001, 4.2732229E+001, 4.2732229E+001, 4.7696085E+001, 5.0316987E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.8641305E-001, 3.4684420E-001, 3.4684420E-001, 3.1640514E-001, 2.7104869E-001, 9.6789454E-002, 9.6789454E-002, 3.3546743E-001, 5.1478269E-001, 5.1478269E-001, 7.9668827E-001, 1.0310053E+000, 1.0310053E+000, 1.0310053E+000, 5.3378518E-001
 1.0279159E+002, 2.0496078E+001, 2.0430440E+001, 2.0430440E+001, 2.0413021E+001, 2.0581173E+001, 2.6881797E+001, 2.6881797E+001, 3.8730141E+001, 4.2717930E+001, 4.2717930E+001, 4.7149515E+001, 5.0250779E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9462378E-001, 3.5421895E-001, 3.5421895E-001, 3.2172296E-001, 2.5884861E-001, 1.2000214E-001, 1.2000214E-001, 3.6690586E-001, 5.3368239E-001, 5.3368239E-001, 8.0885993E-001, 1.1209239E+000, 1.1209239E+000, 1.1209239E+000, 5.1993402E-001
 1.0454643E+002, 2.0435545E+001, 2.0394075E+001, 2.0394075E+001, 2.0386663E+001, 2.0774641E+001, 2.9028938E+001, 2.9028938E+001, 3.9076980E+001, 4.2377604E+001, 4.2377604E+001, 4.6660043E+001, 5.0249002E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 3.9992680E-001, 3.5920989E-001, 3.5920989E-001, 3.2483200E-001, 2.4488097E-001, 1.3883231E-001, 1.3883231E-001, 3.8844474E-001, 5.4312678E-001, 5.4312678E-001, 8.2377043E-001, 1.1602326E+000, 1.1602326E+000, 1.1602326E+000, 4.7398609E-001
 1.0630127E+002, 2.0386728E+001, 2.0357384E+001, 2.0357384E+001, 2.0360926E+001, 2.1136058E+001, 3.1233423E+001, 3.1233423E+001, 3.9282211E+001, 4.2072496E+001, 4.2072496E+001, 4.6173038E+001, 5.0232664E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.1006138E-001, 3.6949277E-001, 3.6949277E-001, 3.3313457E-001, 2.3408396E-001, 1.5348398E-001, 1.5348398E-001, 3.9990216E-001, 5.3912574E-001, 5.3912574E-001, 8.3622412E-001, 1.1564148E+000, 1.1564148E+000, 1.1564148E+000, 4.0393389E-001
 1.0805610E+002, 2.0354713E+001, 2.0323421E+001, 2.0323421E+001, 2.0338175E+001, 2.1473100E+001, 3.3176514E+001, 3.3176514E+001, 3.9435254E+001, 4.1704365E+001, 4.1704365E+001, 4.5843197E+001, 5.0183084E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.2452753E-001, 3.8485026E-001, 3.8485026E-001, 3.4728228E-001, 2.3051295E-001, 1.5900423E-001, 1.5900423E-001, 3.9511417E-001, 5.1992264E-001, 5.1992264E-001, 8.4113315E-001, 1.1229076E+000, 1.1229076E+000, 1.1229076E+000, 3.3193025E-001
 1.0989868E+002, 2.0332379E+001, 2.0291393E+001, 2.0291393E+001, 2.0318240E+001, 2.1775338E+001, 3.4614595E+001, 3.4614595E+001, 3.9578714E+001, 4.1391817E+001, 4.1391817E+001, 4.5864612E+001, 5.0289926E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.4192793E-001, 4.0391198E-001, 4.0391198E-001, 3.6622940E-001, 2.3511403E-001, 1.5218608E-001, 1.5218608E-001, 3.7053069E-001, 4.8875175E-001, 4.8875175E-001, 8.3381483E-001, 1.0675076E+000, 1.0675076E+000, 1.0675076E+000, 2.7413310E-001
 1.1182900E+002, 2.0314794E+001, 2.0260676E+001, 2.0260676E+001, 2.0300186E+001, 2.1945909E+001, 3.5505394E+001, 3.5505394E+001, 3.9792962E+001, 4.1318515E+001, 4.1318515E+001, 4.6449117E+001, 5.0932229E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.5929616E-001, 4.2355260E-001, 4.2355260E-001, 3.8676799E-001, 2.4767257E-001, 1.3334516E-001, 1.3334516E-001, 3.3050533E-001, 4.5705577E-001, 4.5705577E-001, 8.1661986E-001, 9.9338410E-001, 9.9338410E-001, 9.9338410E-001, 2.3267793E-001
 1.1375932E+002, 2.0299968E+001, 2.0232830E+001, 2.0232830E+001, 2.0283052E+001, 2.1872543E+001, 3.5938405E+001, 3.5938405E+001, 3.9957130E+001, 4.1389455E+001, 4.1389455E+001, 4.7437267E+001, 5.2034222E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.7310606E-001, 4.3988017E-001, 4.3988017E-001, 4.0446331E-001, 2.6665227E-001, 1.0748289E-001, 1.0748289E-001, 2.9164050E-001, 4.3834004E-001, 4.3834004E-001, 7.9525555E-001, 9.0319992E-001, 9.0319992E-001, 9.0319992E-001, 2.0183302E-001
 1.1520706E+002, 2.0288037E+001, 2.0211754E+001, 2.0211754E+001, 2.0268010E+001, 2.1626834E+001, 3.5998746E+001, 3.5998746E+001, 3.9957821E+001, 4.1687353E+001, 4.1687353E+001, 4.8601904E+001, 5.3756245E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.7967355E-001, 4.4869584E-001, 4.4869584E-001, 4.1420377E-001, 2.8525610E-001, 8.5826486E-002, 8.5826486E-002, 2.7482500E-001, 4.3335895E-001, 4.3335895E-001, 7.7308986E-001, 8.2836696E-001, 8.2836696E-001, 8.2836696E-001, 1.8854885E-001
 1.1713738E+002, 2.0276777E+001, 2.0194580E+001, 2.0194580E+001, 2.0252351E+001, 2.1325474E+001, 3.5755885E+001, 3.5755885E+001, 3.9899215E+001, 4.2212677E+001, 4.2212677E+001, 5.0575614E+001, 5.5898153E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.7771758E-001, 4.4909360E-001, 4.4909360E-001, 4.1458820E-001, 3.0037897E-001, 7.5280838E-002, 7.5280838E-002, 2.8874277E-001, 4.3873735E-001, 4.3873735E-001, 7.5530542E-001, 7.9387751E-001, 7.9387751E-001, 7.9387751E-001, 1.8760798E-001
 1.1906770E+002, 2.0265299E+001, 2.0180150E+001, 2.0180150E+001, 2.0234511E+001, 2.1072919E+001, 3.5100959E+001, 3.5100959E+001, 3.9894966E+001, 4.3290018E+001, 4.3290018E+001, 5.2858580E+001, 5.7775203E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.6688293E-001, 4.4135301E-001, 4.4135301E-001, 4.0603400E-001, 3.1311347E-001, 7.6651031E-002, 7.6651031E-002, 3.3190764E-001, 4.4820316E-001, 4.4820316E-001, 7.4224479E-001, 8.1849093E-001, 8.1849093E-001, 8.1849093E-001, 1.8660557E-001
 1.2099802E+002, 2.0255760E+001, 2.0169943E+001, 2.0169943E+001, 2.0217603E+001, 2.0910442E+001, 3.4132597E+001, 3.4132597E+001, 3.9846325E+001, 4.4704847E+001, 4.4704847E+001, 5.4331442E+001, 5.8725278E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.4945988E-001, 4.2752922E-001, 4.2752922E-001, 3.9107198E-001, 3.2110512E-001, 8.6455025E-002, 8.6455025E-002, 3.8599544E-001, 4.5966526E-001, 4.5966526E-001, 7.4583290E-001, 9.0158655E-001, 9.0158655E-001, 9.0158655E-001, 1.7109765E-001
 1.2244576E+002, 2.0248574E+001, 2.0163555E+001, 2.0163555E+001, 2.0204110E+001, 2.0816770E+001, 3.3161188E+001, 3.3161188E+001, 3.9913122E+001, 4.5789900E+001, 4.5789900E+001, 5.5112215E+001, 5.9373488E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.3186651E-001, 4.1360260E-001, 4.1360260E-001, 3.7666085E-001, 3.2550414E-001, 9.5523771E-002, 9.5523771E-002, 4.2732795E-001, 4.7158058E-001, 4.7158058E-001, 7.6481478E-001, 9.9086423E-001, 9.9086423E-001, 9.9086423E-001, 1.4981050E-001
 1.2437608E+002, 2.0242416E+001, 2.0159282E+001, 2.0159282E+001, 2.0192636E+001, 2.0751655E+001, 3.2225181E+001, 3.2225181E+001, 4.0161614E+001, 4.6650086E+001, 4.6650086E+001, 5.5723058E+001, 5.9733449E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.1545228E-001, 4.0141318E-001, 4.0141318E-001, 3.6507535E-001, 3.2957931E-001, 1.0105233E-001, 1.0105233E-001, 4.5219961E-001, 4.8430229E-001, 4.8430229E-001, 7.9509918E-001, 1.0639311E+000, 1.0639311E+000, 1.0639311E+000, 1.2507971E-001
 1.2610893E+002, 2.0238287E+001, 2.0156665E+001, 2.0156665E+001, 2.0182562E+001, 2.0696108E+001, 3.1369130E+001, 3.1369130E+001, 4.0279104E+001, 4.7286953E+001, 4.7286953E+001, 5.6147230E+001, 5.9610142E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.0210747E-001, 3.9298883E-001, 3.9298883E-001, 3.5817688E-001, 3.3523524E-001, 1.0199669E-001, 1.0199669E-001, 4.5700440E-001, 4.9634876E-001, 4.9634876E-001, 8.2705286E-001, 1.0924338E+000, 1.0924338E+000, 1.0924338E+000, 1.1427984E-001
 1.2794266E+002, 2.0236318E+001, 2.0155159E+001, 2.0155159E+001, 2.0173851E+001, 2.0651905E+001, 3.0644886E+001, 3.0644886E+001, 4.0536080E+001, 4.7713418E+001, 4.7713418E+001, 5.6291350E+001, 5.9198419E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.0027827E-001, 3.9632180E-001, 3.9632180E-001, 3.6313647E-001, 3.4744664E-001, 9.4852636E-002, 9.4852636E-002, 4.3567956E-001, 5.0025418E-001, 5.0025418E-001, 8.4342847E-001, 1.0664395E+000, 1.0664395E+000, 1.0664395E+000, 1.3715046E-001
 1.2977639E+002, 2.0235093E+001, 2.0153721E+001, 2.0153721E+001, 2.0165323E+001, 2.0612759E+001, 2.9983986E+001, 2.9983986E+001, 4.0687312E+001, 4.7980951E+001, 4.7980951E+001, 5.6275108E+001, 5.8806532E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.1337402E-001, 4.1479845E-001, 4.1479845E-001, 3.8197357E-001, 3.6795931E-001, 8.2847249E-002, 8.2847249E-002, 3.9008504E-001, 4.9553324E-001, 4.9553324E-001, 8.3804134E-001, 1.0175855E+000, 1.0175855E+000, 1.0175855E+000, 1.8148960E-001
 1.3174766E+002, 2.0233443E+001, 2.0151472E+001, 2.0151472E+001, 2.0156656E+001, 2.0575165E+001, 2.9229877E+001, 2.9229877E+001, 4.0469037E+001, 4.8256669E+001, 4.8256669E+001, 5.6263075E+001, 5.8454304E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.4161533E-001, 4.4843255E-001, 4.4843255E-001, 4.1299035E-001, 3.9473068E-001, 8.1270876E-002, 8.1270876E-002, 3.2453166E-001, 4.8882894E-001, 4.8882894E-001, 8.0967705E-001, 9.7122036E-001, 9.7122036E-001, 9.7122036E-001, 2.3374373E-001
 1.3326049E+002, 2.0229939E+001, 2.0148412E+001, 2.0148412E+001, 2.0148647E+001, 2.0547007E+001, 2.8437583E+001, 2.8437583E+001, 3.9996682E+001, 4.8657795E+001, 4.8657795E+001, 5.6482023E+001, 5.8170160E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 4.7534613E-001, 4.8609070E-001, 4.8609070E-001, 4.4444368E-001, 4.1733518E-001, 9.8661177E-002, 9.8661177E-002, 2.5962682E-001, 4.9394547E-001, 4.9394547E-001, 7.7678925E-001, 9.4699729E-001, 9.4699729E-001, 9.4699729E-001, 2.8018171E-001
 1.3527759E+002, 2.0224088E+001, 2.0144413E+001, 2.0144413E+001, 2.0140713E+001, 2.0536215E+001, 2.7568689E+001, 2.7568689E+001, 3.9392480E+001, 4.9380089E+001, 4.9380089E+001, 5.6796009E+001, 5.8032651E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.1500229E-001, 5.2751167E-001, 5.2751167E-001, 4.7489158E-001, 4.3477830E-001, 1.2754075E-001, 1.2754075E-001, 2.0209568E-001, 5.1904428E-001, 5.1904428E-001, 7.5195526E-001, 9.4142631E-001, 9.4142631E-001, 9.4142631E-001, 3.2397515E-001
 1.3694170E+002, 2.0217027E+001, 2.0139612E+001, 2.0139612E+001, 2.0132247E+001, 2.0515388E+001, 2.6749336E+001, 2.6749336E+001, 3.8852731E+001, 5.0514472E+001, 5.0514472E+001, 5.7158203E+001, 5.8254915E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.5819244E-001, 5.6945564E-001, 5.6945564E-001, 5.0126684E-001, 4.4611400E-001, 1.5922675E-001, 1.5922675E-001, 1.6877881E-001, 5.6470167E-001, 5.6470167E-001, 7.4887233E-001, 9.4852408E-001, 9.4852408E-001, 9.4852408E-001, 3.6624223E-001
 1.3887990E+002, 2.0209952E+001, 2.0134840E+001, 2.0134840E+001, 2.0124747E+001, 2.0475763E+001, 2.6241174E+001, 2.6241174E+001, 3.8946648E+001, 5.1640210E+001, 5.1640210E+001, 5.7577814E+001, 5.8941854E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.9524601E-001, 6.0175140E-001, 6.0175140E-001, 5.1694892E-001, 4.4888478E-001, 1.8487295E-001, 1.8487295E-001, 1.8171364E-001, 6.2123394E-001, 6.2123394E-001, 7.8081647E-001, 9.6131787E-001, 9.6131787E-001, 9.6131787E-001, 4.0246892E-001
 1.4075763E+002, 2.0202094E+001, 2.0129218E+001, 2.0129218E+001, 2.0118342E+001, 2.0448209E+001, 2.6111153E+001, 2.6111153E+001, 4.0032715E+001, 5.2855410E+001, 5.2855410E+001, 5.8122390E+001, 6.0022911E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2571692E-001, 6.2412011E-001, 6.2412011E-001, 5.2325459E-001, 4.4410648E-001, 2.0446473E-001, 2.0446473E-001, 2.3709758E-001, 6.9003656E-001, 6.9003656E-001, 8.4874924E-001, 9.7117907E-001, 9.7117907E-001, 9.7117907E-001, 4.3904222E-001
 1.4249638E+002, 2.0195836E+001, 2.0124067E+001, 2.0124067E+001, 2.0114535E+001, 2.0447328E+001, 2.6514397E+001, 2.6514397E+001, 4.1827638E+001, 5.3537942E+001, 5.3537942E+001, 5.8789452E+001, 6.1298071E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.4281175E-001, 6.3259158E-001, 6.3259158E-001, 5.2158427E-001, 4.3462121E-001, 2.1496273E-001, 2.1496273E-001, 3.1414675E-001, 7.5498305E-001, 7.5498305E-001, 9.2984589E-001, 9.8178436E-001, 9.8178436E-001, 9.8178436E-001, 4.7115289E-001
 1.4403581E+002, 2.0191070E+001, 2.0120730E+001, 2.0120730E+001, 2.0112921E+001, 2.0467694E+001, 2.7460750E+001, 2.7460750E+001, 4.3889173E+001, 5.3847041E+001, 5.3847041E+001, 5.9571276E+001, 6.2383013E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5081575E-001, 6.3412778E-001, 6.3412778E-001, 5.1919034E-001, 4.2641626E-001, 2.2072106E-001, 2.2072106E-001, 3.9478447E-001, 8.0553090E-001, 8.0553090E-001, 1.0024556E+000, 9.9849908E-001, 9.9849908E-001, 9.9849908E-001, 4.9665699E-001
 1.4608838E+002, 2.0187019E+001, 2.0119977E+001, 2.0119977E+001, 2.0113684E+001, 2.0580823E+001, 2.9314005E+001, 2.9314005E+001, 4.5739692E+001, 5.4310714E+001, 5.4310714E+001, 6.0232249E+001, 6.2748214E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.4963280E-001, 6.2988797E-001, 6.2988797E-001, 5.1712260E-001, 4.1941889E-001, 2.2085211E-001, 2.2085211E-001, 4.7857648E-001, 8.3918268E-001, 8.3918268E-001, 1.0657302E+000, 1.0266195E+000, 1.0266195E+000, 1.0266195E+000, 5.1448921E-001
 1.4762781E+002, 2.0183770E+001, 2.0120593E+001, 2.0120593E+001, 2.0117741E+001, 2.0966262E+001, 3.1813993E+001, 3.1813993E+001, 4.7396373E+001, 5.4904067E+001, 5.4904067E+001, 6.0316473E+001, 6.2644842E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.4320220E-001, 6.2431573E-001, 6.2431573E-001, 5.1896333E-001, 4.1664121E-001, 2.1563647E-001, 2.1563647E-001, 5.5045681E-001, 8.5026232E-001, 8.5026232E-001, 1.1083179E+000, 1.0557655E+000, 1.0557655E+000, 1.0557655E+000, 5.2024793E-001
 1.4968039E+002, 2.0181353E+001, 2.0122201E+001, 2.0122201E+001, 2.0127371E+001, 2.1668904E+001, 3.5229799E+001, 3.5229799E+001, 4.9227202E+001, 5.5192183E+001, 5.5192183E+001, 5.9984332E+001, 6.2383077E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3581007E-001, 6.2170377E-001, 6.2170377E-001, 5.2824469E-001, 4.2074847E-001, 2.0713822E-001, 2.0713822E-001, 6.0666373E-001, 8.4328875E-001, 8.4328875E-001, 1.1208086E+000, 1.0739641E+000, 1.0739641E+000, 1.0739641E+000, 5.2528206E-001
 1.5157704E+002, 2.0179683E+001, 2.0123582E+001, 2.0123582E+001, 2.0143620E+001, 2.2482741E+001, 3.9844902E+001, 3.9844902E+001, 5.1191288E+001, 5.5422163E+001, 5.5422163E+001, 5.9549792E+001, 6.1841609E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2923931E-001, 6.2491695E-001, 6.2491695E-001, 5.4722709E-001, 4.3352751E-001, 1.9839003E-001, 1.9839003E-001, 6.5603422E-001, 8.3411846E-001, 8.3411846E-001, 1.1009016E+000, 1.0739315E+000, 1.0739315E+000, 1.0739315E+000, 5.2791001E-001
